99.6073,84.3122,63.123,93.5845,106.67,125.03,106.937,164.989,166.637,195.999,141.099,128.21,107.065,49.3295,26.8572,31.5823,28.3928,23.862,17.5836,18.1997,17.7901,17.803,22.4397,35.2802,31.9073,28.544,29.6774,32.8065,49.615,40.3613,44.2282,31.0369,29.3248,24.2161,23.006,14.0583,10.9854,11.0962,11.2545,21.5878,44.2155,46.4708,45.255,62.5053,59.2084
106.683,87.571,65.6275,97.7173,109.558,127.245,111.074,176.143,174.048,207.473,150.979,137.979,111.678,54.6003,28.6034,35.0709,31.0842,26.5802,19.8989,20.0912,19.1603,18.3694,24.4456,37.8466,35.1089,30.3314,30.41,33.3882,50.0812,40.9914,43.8978,29.8985,28.5497,23.9709,23.1544,14.4961,11.3559,11.5884,11.4119,20.0995,38.8259,41.4732,41.5375,56.4026,52.6848
153.577,96.0322,73.8336,116.646,131.816,151.689,128.154,187.247,179.165,211.482,147.706,135.179,112.646,65.8982,44.3804,50.7145,43.3138,35.894,25.9909,26.6873,23.9926,21.8292,28.6234,44.1698,39.2013,29.4743,26.5694,26.7647,39.173,33.4196,37.1693,25.3807,23.3521,19.6448,18.8787,11.2591,8.27946,8.16688,9.01453,17.0699,32.1915,34.4688,34.311,43.2908,40.4818
142.992,100.389,74.1575,116.915,131.851,148.058,126.28,215.249,215.758,252.303,183.783,179.753,157.093,69.4234,35.0009,42.2636,36.7126,30.8374,24.2921,25.6811,25.5063,25.4034,33.663,50.4228,43.7176,37.3077,35.8291,38.4665,58.2951,44.7323,45.4101,28.7092,25.4887,20.4425,18.4397,10.8783,7.81028,8.37701,9.70232,18.4,33.1908,33.0302,29.1464,34.4685,29.9989
113.437,97.3389,72.8204,109.056,120.935,137.971,114.846,178.517,172.799,206.725,146.517,142.377,126.533,63.7975,38.0021,42.0622,37.7858,31.9741,22.0755,22.1893,21.5264,20.9481,26.4276,40.3467,37.426,31.5558,29.9913,32.8527,50.1142,42.2712,45.3461,30.6801,27.7163,22.6376,21.0734,12.6988,10.0331,9.59395,10.1699,22.1648,41.9244,43.8076,42.8892,51.6243,44.5428
111.606,97.8492,75.7935,109.822,118.768,133.982,113.493,175.44,170.21,200.134,143.841,144.391,133.716,63.5945,36.9676,41.0269,36.6606,32.1371,24.3458,24.6922,24.0407,23.3437,30.3907,45.255,40.6432,33.1718,30.0663,31.7605,49.2001,42.0425,44.903,29.9216,27.0751,22.6222,22.3815,13.5446,9.99893,8.96746,9.35619,18.7808,36.6632,39.346,40.0467,52.3677,47.8773
137.202,78.436,58.1243,95.193,109.162,128.931,113.846,199.074,188.457,229.039,169.042,169.4,144.002,64.9378,29.3179,37.2776,30.219,26.446,19.6325,19.6575,19.1379,18.2791,26.1388,37.5716,34.6782,28.9536,28.5777,32.1327,49.0128,40.3561,44.0949,29.006,27.2964,21.7771,19.6987,11.8571,9.16584,9.97052,10.4072,16.444,26.4796,27.8342,25.5577,33.5722,30.1934
106.154,94.7031,73.3223,107.859,119.248,135.557,114.671,172.29,159.132,184.436,130.824,126.916,108.353,53.2912,33.1102,38.8889,34.9702,30.7031,23.8274,24.4194,23.7969,23.2215,27.1678,37.3134,33.6732,30.4406,29.6068,34.0782,54.8953,45.9783,47.8435,30.7739,26.9442,21.8609,20.7598,12.5056,9.0884,8.65047,9.23581,19.3613,36.2286,37.646,39.7971,52.2304,46.6086
113.602,95.8391,73.6328,108.352,121.047,138.328,116.591,181.2,175.619,206.283,148.113,142.894,126.965,55.0967,30.525,36.9395,33.3256,29.9492,23.9115,25.1602,24.7056,24.3774,28.4082,39.69,35.5145,33.0159,32.8249,37.2966,60.6916,50.2676,52.4597,34.0134,29.9381,24.3684,23.2848,13.8053,10.0749,9.11428,9.43031,19.0885,37.4353,39.3238,39.9374,50.6568,44.3886
136.56,98.2483,72.5321,108.031,123.082,142.188,118.75,187.931,176.672,215.345,155.258,150.237,126.266,62.8873,38.3874,44.0271,37.0531,32.1783,25.4298,26.3687,25.9141,24.4768,32.3669,46.6304,43.3447,36.9548,34.712,38.0272,58.3117,47.8596,51.2433,33.2733,30.3949,24.1588,22.3399,14.0166,10.5351,10.3659,9.88437,15.3785,26.6432,28.2736,27.4891,35.664,32.2485
