"divergences.from.extract.function","min.ESS","which.min.ESS","max.Rhat","which.max.Rhat","time.elapsed"
0.000192307692307692,530,"annual_age0devs[43]",1.00370016654322,"annual_age0devs[43]",5.52174185117086
