"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat","valid","Q5","Q50","Q95","MCSE_Q2.5","MCSE_Q25","MCSE_Q50","MCSE_Q75","MCSE_Q97.5","MCSE_SD","Bulk_ESS","Tail_ESS"
"VHSV_age3_4_mort_93",0.122612434996078,0.00159578207402337,0.0732572193004461,0.0123233943461678,0.0649965047839458,0.115325622555958,0.170715226967533,0.286875663876909,2082,1.00121186884038,1,0.0196465570304358,0.115325622555958,0.257699980482702,0.00116680300827741,0.00226201904295181,0.00180636234465451,0.00198074550987359,0.00415235835880412,0.00112854453056548,1772,1742
"ICH_age5_8_mort_93",0.245938789003551,0.00127593111942526,0.0713440788288323,0.102599271069545,0.198827818919788,0.246018768476861,0.294489740162853,0.382494343372073,3082,1.001826527223,1,0.124969886030814,0.246018768476861,0.362458048767579,0.00532696500075825,0.00203705209974328,0.00151249410095576,0.00124580106430131,0.00243438102600702,0.000902303726688961,3175,1500
"Z_9",0.938664084509968,0.00194143968354537,0.121438365243757,0.719235843094495,0.855926062247456,0.929089345354642,1.01177029973863,1.20348491407196,3838,1.00233735566687,1,0.752345049163792,0.929089345354642,1.1535925456505,0.00451148141533519,0.00173142821768191,0.00237498555388982,0.00366838997619057,0.00934721824046669,0.00142991936887024,4239,3132
"mat_par_1",0.590733850858198,0.000574906664335468,0.0396530679548605,0.5172667932384,0.563674033526504,0.589531942412178,0.616653165389594,0.67308288432611,4726,1.00046620170111,1,0.528243451247743,0.589531942412178,0.658016326918313,0.00149078774672146,0.000714758180770381,0.000727595631289213,0.000976717557709172,0.00231440071306155,0.000414863478519579,4933,3006
"mat_par_2",0.941327344051408,0.000465789957292121,0.0333511554259782,0.865132929901351,0.921361416923896,0.945670992184507,0.966464014341769,0.990797078607716,5023,1.00038002444842,1,0.879117922744686,0.945670992184507,0.986815245870086,0.00203764640931581,0.000680062279203142,0.000559082146318834,0.000644502426399685,0.000551122985356645,0.000332254053681747,4155,2401
"seine_vuln_alpha",3.62487437365161,0.00278093628481215,0.111714226464898,3.39084069538729,3.55347030888287,3.63187497500981,3.69755850173314,3.83578759875024,1592,1.00140153341809,1,3.43037281512742,3.63187497500981,3.79961183845696,0.0098021315425858,0.00330464106264117,0.00232144057525496,0.00213249210440813,0.00411083882753904,0.00196677442290615,1785,856
"seine_vuln_beta",3.07267904165534,0.0203069999022576,0.583039414758806,2.24116607688066,2.69178613017581,2.97372487944748,3.32167771570685,4.57709314376326,818,1.00145446966963,1,2.35687216982816,2.97372487944748,4.14424274863215,0.0152007651730448,0.00785294236435496,0.0115993068393787,0.0190951472185585,0.176602557787976,0.0160170792389805,1648,936
"loginit_pop[1]",5.63165860931023,0.00197315276936561,0.162495657799074,5.30834446394921,5.52305906911267,5.63190748603886,5.7403021957053,5.95062047157237,6647,1.00149166375787,1,5.35834868491516,5.63190748603886,5.89910713209635,0.00792158321963399,0.00327149359364398,0.0027106666871175,0.0035595417585772,0.00784322780030955,0.00139614798323161,6778,3543
"loginit_pop[2]",5.03196604086743,0.00257724888330097,0.21192885597866,4.60840395364491,4.8925564582234,5.03570901091861,5.17623759552211,5.44282409020743,6767,1.00102911875367,1,4.67827792063253,5.03570901091861,5.37812030652921,0.0099314208504877,0.00439577386281353,0.00370615634214833,0.00355403202481686,0.0108049529707412,0.00182246877271665,6852,2977
"loginit_pop[3]",5.44617227347618,0.0024530383747827,0.204160088638338,5.03062203467605,5.31047690001224,5.45353679951804,5.58582885913876,5.83057472348734,6839,1.00056771880662,1,5.10147965273492,5.45353679951804,5.77061247617401,0.0101394131469723,0.00445895367859794,0.00275778492237988,0.00339642290240638,0.00799893296180976,0.00173463310917629,7037,3739
