74893.6,67368.3,58253.5,76366.6,91775.6,107624,93437,122629,146704,137141,116310,104094,91565.6,40565.2,18468.8,19804,19773.7,21504.2,16798.9,12269.1,11567.5,11655.4,15892.1,23826.4,24166.7,19795.6,20158.3,23954,31726.4,26199.5,25854.5,21192.7,19642.5,17492.3,12225.9,9519.41,6717.03,7381.99,7414.56,16035.1,25271.9,30656.5,30512.6,43200,50190.2,45483.5
79285.2,69063.8,59944.3,79124.6,93506.2,108733,96099.8,129759,151820,144262,123090,110397,94140.6,44424.6,19546.7,21854.2,21512.8,23320.9,18457.9,13454.6,12380.7,11951,17204.5,25399.9,26425.4,20903.8,20526.9,24226.3,31824.5,26442.3,25501,20287.9,19003.8,17207,12227.9,9754.48,6900.23,7661.28,7471.3,14836.3,22052.8,27188.7,27831.2,38738.6,44381.2,40988.8
92926.3,63388.3,55871.5,77606.2,92461.3,106623,91604.2,113960,129717,120795,100735,91325,80961.6,44060.5,24913.4,25960,24624.5,25387.6,19539.2,14676.5,12735.2,11666.3,16548.1,24350.9,24237.6,16686.3,14732.4,15953,20448.3,17708.9,17737.2,14147.3,12768.8,11583.8,8189.84,6223.58,4132.64,4435.27,4848.05,10350.4,15019.9,18562.3,18884.6,24424.4,28012.9,26892.7
89458.5,67513.6,57681.8,80137,95261.4,107302,92922.8,134114,159104,148541,126584,120374,108916,47678.4,20252.1,22299.2,21513.3,23016.9,18989.5,14558.3,13954.8,13993.8,20059.9,28652.7,27860.9,21770.3,20477.4,23632.6,31365.5,24432.1,22335.8,16494.6,14365.5,12424.8,8245.31,6197.99,4018.29,4689.23,5378.34,11499.9,15962.2,18334.3,16535.2,20044.8,21397.1,20218.9
76585.3,69525.1,60291.5,80068.8,93600.5,107050,90760.4,119731,137494,130378,109456,104113,96026.7,46965.4,23555.2,23774.1,23719.7,25069.6,18551.8,13477.8,12616.4,12361.7,16870.3,24560.5,25550.6,19725.8,18362.2,21621.7,28884.9,24732.9,23893.4,18882.8,16734,14739.2,10094.3,7750.7,5529.68,5753.07,6039.18,14839.8,21598.9,26049.1,26065.3,32160.5,34034.2,31932.5
80130.5,73647.5,66125.9,85783.3,97779.6,110606,95092.9,125196,144030,134562,114125,111442,106035,49787.6,24428,24721,24533.8,26533.2,21236.6,15980.2,15021,14685.5,20682,29368.5,29580.3,22106,19624.4,22283.9,30231.7,26224.3,25223.2,19632.7,17426.9,15702.3,11429.2,8813.11,5874.95,5732.68,5923.08,13404.9,20136.4,24942,25945.8,34779.1,38999,36084.1
107750,66971.3,57410.8,82732.7,99708,117806,104904,156616,175208,171191,146260,141407,123490,56253.8,21536.4,24970,22481.2,24651.2,19350.8,14147.9,13292.9,12783.5,19774.7,27104.9,28057.2,21449.5,20735.6,25062.6,33479.5,27983.3,27535.1,21157.1,19531.2,16803.6,11182.5,8576.64,5986.81,7085.65,7324.11,13047.6,16167.2,19614.7,18407.5,24786.1,27340.6,25136.3
76096.9,71365.2,63877.8,83840.7,97634.6,111234,95511.1,122445,134565,123290,104085,99138.6,88986.3,41804.9,21752.5,23297.3,23267.3,25446.6,20768.5,15713.4,14782.7,14524.2,18381.8,24074.7,24365.8,20168.7,19212.7,23771.9,33536.2,28513.5,26719.5,20075.2,17242.3,15086.2,10539.8,8090,5309.08,5498.06,5813.07,13739.4,19782.6,23726.4,25635,34487.3,37746,34507.3
81238.8,72168.5,64217.5,84353.7,99173.2,113573,97105.5,128653,147842,138174,116835,110070,101347,43238.8,20094.9,22174.5,22218.3,24944.1,20848.1,16221.3,15378.4,15278.2,19260.1,25660.2,25750.5,21919.5,21344.4,26069.9,37152.7,31237,29357.2,22233.7,19197.2,16850.9,11845.8,8948.98,5897.31,5804.65,5947.57,13573.3,20483.2,24834.2,25777.8,33516.4,36021.4,33144.1
80656.8,62905.9,53561.1,69967.5,84144.7,97409.7,83300.2,111049,124127,119230,102461,97435.2,86105.3,40903.5,20888.5,21845.9,20419.4,22601.4,18664.5,14058.1,13333.3,12680.2,18138.6,24919.3,25977.8,20279.8,18657.2,21971.1,29505.6,24583.1,23703.5,17978.1,16110.2,13808.8,9394.22,7510.31,5097.32,5456.91,5152.87,9038.88,12050.1,14759.2,14666,19504.5,21631.4,20145
111072,91692.7,83931.2,113113,127265,142476,123586,160476,176746,160973,132084,120300,104025,55855,28023.9,27393.7,27996.7,29453,21408.5,16208.7,14423.5,13799.6,18548.5,27023.4,27234.5,20629.3,19392.4,23216.3,31493,26682,25357.9,19775.4,17756.9,15856.1,10853.8,7711.66,5223.76,5734.88,6747.22,17532.5,25006.3,30114.9,32128.7,41732.4,44338.8,39580.5
85758.1,63381.1,53692.8,71059.1,86781.9,100353,85108.3,114917,129793,120542,103363,93786.3,78442.8,41007.5,22026,25127.5,23827.2,26798.9,23759.2,18564.7,17240.5,16319.9,23258.4,32187.1,32550.7,24160.6,21693.7,25483.4,34551.9,29658.9,28625.5,21921.5,19420.7,16708.2,11339.1,8923.52,5978.44,6202.22,5892.79,11166.6,15513.4,18676.1,18824.2,24951.8,27014.3,24468.7
100709,79383.2,71275.6,95079.5,107096,120840,105494,138934,152220,141257,117744,103938,84325.9,41572.7,18693.6,19983.3,19764.7,21488.7,16479.7,12220,11675.6,11400,16004.1,22217.7,22723.3,17776.5,17177.3,20926.3,28332.8,23451.1,22236,16959.8,15369.7,13746.6,9549.23,7251.14,4876.46,5415.94,6160.87,15080.4,20783.4,24789.6,23997.9,30611.6,32664.5,29843.5
87896.1,67427.1,58301.2,76873.1,91669.3,104591,88213.5,116753,128855,118939,100836,89933.1,73619.1,40335.2,23136.7,23997.1,24907.2,27580.9,22709.6,17679.6,16260.6,15478.8,22436.4,32939.4,34051.5,24984.2,22173.1,25605.2,33340.6,27874,26330.9,20283,17811.3,15300.2,10290.3,8037.97,5566.65,5919.88,5720.7,11221.2,15208.5,18445.7,19861.4,27897.6,31100.1,28097.3
91709,74212,63884.3,79781.5,91548.3,103136,87797.6,122243,146754,135450,116181,111460,103558,40579.9,16078.5,18554.9,18576,21120.8,17998.9,13847.6,13456.9,13641.5,16607.6,22103.5,21858.8,17738.6,16781.5,20043.8,27593.7,22500.2,20881.1,15928.1,14354.8,13074.4,8958.66,6577.3,4297.71,4634.72,5285.01,12266.7,18515.7,21907.7,20367.8,25340.8,26447.2,23687.9
89370.7,73825.2,63682.2,79452.8,90257.5,100668,84428.7,115404,135410,124100,106274,99739.7,88953.3,40916.2,19345.3,21771.2,21323.8,23332.4,18982.4,14191.9,13443,13441,15874.9,20721.3,20686.6,16987.6,16237.8,19471.7,26746.9,21523.2,19825.3,14913.2,13385.2,12051,8172.9,5950.22,3880.78,4276.52,4961.82,12275.4,18515.8,21889.5,20023.8,24578,25443.9,22936.8
84383.9,66403.9,57394.1,80006.1,98733.6,116147,101871,139644,159561,149636,126458,117986,104869,54579.7,28475.3,31516.8,28454.4,30177.9,24761.4,18860.3,16765.6,15814.3,24895.4,35863.1,35443.5,25287.9,22997.7,27023.8,37140.1,32260.4,31289.8,24164.8,21355.5,18546.1,12622.9,9784.87,6730,7297.11,7321.14,13548.4,18144.4,22002.1,24309.1,35084.9,41585.3,38611.5
93186.9,68186.4,58716.9,80643.3,99747.6,117943,103924,139707,158966,150627,127426,117572,103548,54633,27594.8,30331.1,27871.7,30030.8,24697,18896.2,16958,16095.1,24412.8,34822,34906.1,25930.9,23829.1,28148,38947.5,33874.4,32969.5,25335.1,22262.2,19274.2,13233.1,10335.2,6923.46,7655.75,7868.73,14348.6,19317.7,23631.5,26988.7,38912.4,45738.6,42591.3
