"Btilde_forecast","Btilde_age0_forecast","Btilde_age1_forecast","Btilde_age2_forecast","Btilde_age3_forecast","Btilde_age4_forecast","Btilde_age5_forecast","Btilde_age6_forecast","Btilde_age7_forecast","Btilde_age8_forecast","Btilde_age9_forecast","logmdm_c","mdm_forecast","N_a_forecast_age0","N_a_forecast_age1","N_a_forecast_age2","N_a_forecast_age3","N_a_forecast_age4","N_a_forecast_age5","N_a_forecast_age6","N_a_forecast_age7","N_a_forecast_age8","N_a_forecast_age9","mat_age3","mat_age4","survival_forecast_age0","survival_forecast_age1","survival_forecast_age2","survival_forecast_age3","survival_forecast_age4","survival_forecast_age5","survival_forecast_age6","survival_forecast_age7","survival_forecast_age8","survival_forecast_age9","mean_log_rec","Ntilde_agecomp_forecast_age0","Ntilde_agecomp_forecast_age1","Ntilde_agecomp_forecast_age2","Ntilde_agecomp_forecast_age3","Ntilde_agecomp_forecast_age4","Ntilde_agecomp_forecast_age5","Ntilde_agecomp_forecast_age6","Ntilde_agecomp_forecast_age7","Ntilde_agecomp_forecast_age8","Ntilde_agecomp_forecast_age9","Btilde_agecomp_forecast_age0","Btilde_agecomp_forecast_age1","Btilde_agecomp_forecast_age2","Btilde_agecomp_forecast_age3","Btilde_agecomp_forecast_age4","Btilde_agecomp_forecast_age5","Btilde_agecomp_forecast_age6","Btilde_agecomp_forecast_age7","Btilde_agecomp_forecast_age8","Btilde_agecomp_forecast_age9"
15437.2215635048,0,0,0,912.880619813638,271.735026447665,4881.94540477207,2132.63853241623,1130.48084354744,924.76472889193,5182.77640761587,5.7744853360785,27.8802709080534,0,0,0,23.8838787189911,3.24445937027877,47.6600172338961,18.0323058100567,8.66960001038187,6.41309381297955,33.9435983273845,0.585476804656749,0.976447080542488,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.65535937462862,3.17320370075321,0,0,0,0.10380132637918,0.0240841149748447,0.36232127475088,0.137085305608131,0.0659080862670728,0.0487536610407093,0.258046230979183,0,0,0,0.0591350338568555,0.0176025864064861,0.316245082360772,0.138149117290511,0.073230849145808,0.0599048685728634,0.335732462366704
15523.6425851998,0,0,0,921.390551760857,544.10751661224,4740.60807992423,2185.9350667571,909.809141554927,1461.03212832597,4760.76010026449,5.86325316782476,25.6548870837297,0,0,0,24.6416194811579,6.76790635280576,46.2802108699297,18.4829491756541,6.97727996727362,10.132021486112,31.179683603359,0.596688914050609,0.937293949893492,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.667434957119795,3.20443686220182,0,0,0,0.103481717778563,0.0476322124223757,0.34750889759134,0.138784788823027,0.0523910073881882,0.0760793339275447,0.234122042068961,0,0,0,0.0593540173772944,0.0350502476223583,0.305379878073456,0.140813282369768,0.0586079675927567,0.0941165786513863,0.30667802831298
15529.3828825284,0,0,0,1043.05196526601,544.702847159896,4178.88548615885,2182.23639838279,1107.06966150337,1277.01670488949,5196.41981916799,5.61732771182616,32.8197099632264,0,0,0,26.6774265941632,6.39937063382694,40.7963911464732,18.4516754655519,8.4900608476877,8.85590428931184,34.0329532300694,0.589309547228996,0.992356709194431,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.640921072519798,3.28381776190376,0,0,0,0.117674395962141,0.0478995938681702,0.307714884393773,0.139175427609963,0.0640379704876952,0.0667974173206615,0.256700310357595,0,0,0,0.0671663499545444,0.0350756273626767,0.269095399203556,0.140523059730722,0.0712887092731095,0.0822322892383717,0.33461856523702
15592.4044497664,0,0,0,1066.23315464256,656.156850122306,4275.63843894643,2988.67808957618,1671.38094301081,937.96749746275,3996.34947600541,5.83754343859153,26.439616857169,0,0,0,26.3258369287509,8.38191752483911,41.7409423478814,25.2704602584454,12.8177353235005,6.50465287745336,26.1733230841385,0.663757678811146,0.912661462910211,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.669466146269411,3.27055084967995,0,0,0,0.117173132963312,0.0562056119017049,0.306682386212684,0.185669144413703,0.0941754889501974,0.0477915052639882,0.19230273029441,0,0,0,0.068381573738522,0.0420818259452046,0.274212899794969,0.191675254397403,0.107191995204809,0.0601554109556721,0.256301039963421
15785.7524133838,0,0,0,1129.87355194681,2437.20927294609,3132.08311023245,3075.64152716034,1004.13851112334,919.768348522354,4087.03809145241,5.69007241985529,31.0208149254987,0,0,0,30.1454753728822,30.397062039247,30.5769775437796,26.005770662424,7.70068709801577,6.3784447232875,26.7672707472243,0.599722496624909,0.934774035689266,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.647311767159008,3.40603484136031,0,0,0,0.118392330094738,0.199059404661014,0.214209636571439,0.182185655020416,0.0539478233993047,0.0446847411295033,0.187520409123585,0,0,0,0.0715755272449895,0.15439297469785,0.19841202549059,0.19483654922604,0.0636104307750318,0.0582657275013726,0.258906765064125
15837.1596590782,0,0,0,1139.20755230517,779.430128471385,4130.59783223006,2581.62736410722,1015.83608707102,1182.94885875373,5007.51183613959,5.76652766225413,28.831093916082,0,0,0,27.2766329556756,9.9318413444056,40.3249826755425,21.8286847065681,7.79039521216587,8.20355899195556,32.7957366896588,0.682760717384782,0.91494048459386,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.667121357361403,3.30603039997926,0,0,0,0.124311301835988,0.0662950499471333,0.294193229313237,0.15925242416485,0.0568352761248303,0.0598495362322578,0.239263182381703,0,0,0,0.0719325672550227,0.0492152725141343,0.260816833393627,0.163010755696169,0.0641425677923707,0.0746945086252027,0.316187494723474
15944.9429027936,0,0,0,954.155219655887,1779.38909625824,3947.74509311567,2870.42389956527,1220.29399332825,1113.52240774483,4059.41319312546,5.71150107065435,30.669347711005,0,0,0,25.7880256331578,21.6605712162803,38.5398818653331,24.2705741149735,9.35837248159756,7.72209778402671,26.5863467831369,0.577834893351634,0.957737403253611,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.6622772421074,3.24991026144345,0,0,0,0.100862721798528,0.146615110433069,0.272378458067021,0.171530924171936,0.0661397737403871,0.0545754938950115,0.187897517894048,0,0,0,0.0598406168948223,0.11159582741099,0.247586028823221,0.180020958184953,0.0765317254986503,0.0698354590877671,0.254589384099597
15973.3320617446,0,0,0,1084.29905464863,1412.75502111129,4847.36256527054,2478.46181840353,510.608214133287,1210.78122498014,4429.0641631972,5.78616932105002,28.5134049404766,0,0,0,27.6572569003265,16.666774502748,47.3224020846097,20.9563790434595,3.91582838737882,8.39657194981468,29.007304791475,0.593374012058827,0.98823613273555,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.597756498253465,3.31988814924088,0,0,0,0.113980987597759,0.115756756616012,0.332583609718183,0.147282214804623,0.0275205881937875,0.0590114213419442,0.203864421727692,0,0,0,0.0678818326982304,0.0884446035210635,0.3034659610489,0.155162480115175,0.0319662930789606,0.0758001661957499,0.277278663341921
16027.9961156013,0,0,0,894.656417004537,757.52825522918,3382.18676326372,3273.18066733686,866.842836815279,1529.25010094285,5324.3510750089,5.91613032957867,25.1241536903623,0,0,0,27.4688478118443,10.1167182926779,33.0186157485163,27.6760425490916,6.64777356462815,10.6051020918652,34.8708144110767,0.55803380003067,0.872980631651494,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.596088147087231,3.31305255571986,0,0,0,0.099099220074591,0.0654046981012547,0.244525154683594,0.204959791073326,0.0492312540166148,0.0785379450549851,0.258241936995635,0,0,0,0.0558183574884758,0.0472628174954333,0.211017443407761,0.204216462477852,0.0540830451020332,0.0954111848987979,0.332190689129646
16061.1993717991,0,0,0,1030.44114677373,673.675569001551,5030.6814223296,2374.35257308878,1357.95440518366,1005.51073260511,4588.58352281663,5.70783535795574,31.0064140977228,0,0,0,26.7522324231209,8.50650554657449,49.112053373662,20.0760940253309,10.4140831686586,6.97305428796038,30.0520461892337,0.623975303896537,0.923304680805173,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.589512533801355,3.28661792492977,0,0,0,0.110172618892402,0.0561432348937671,0.351066426015406,0.143509425765568,0.0744427224500624,0.0498453043423038,0.214820267640491,0,0,0,0.0641571730055865,0.0419442878085692,0.313219536466417,0.147831585806585,0.0845487546570161,0.0626049592766174,0.285693702979209
16134.4350575556,0,0,0,1019.0083323629,623.763849441039,4887.68830091045,2415.49151172536,822.444434461104,1333.9296445055,5032.10898414922,5.90007069891695,25.7004415708645,0,0,0,29.7075722090966,7.93161564476598,47.7160822871144,20.4239400906252,6.30728447831792,9.25058631980754,32.9568309847573,0.559571876717869,0.916861991864389,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.882496902584595,0.681898012997394,3.391401969848,0,0,0,0.109518222628625,0.0522546576741494,0.342865790533196,0.146757026757536,0.0453212412905956,0.0664704527155385,0.236812608400359,0,0,0,0.0631573605600596,0.0386604084503683,0.302935199371706,0.149710324725266,0.0509744798331791,0.0826759437034539,0.311886283355967
