63074.4746930461,68048.7161689835,60109.2310979089,86492.3977257961,100791.334348534,116130.828111688,102651.001960168,141956.710782313,156167.334035019,149252.502464567,126991.396430062,122520.80486759,106767.786175528,51651.7275021157,23854.7961262107,24181.6224446781,23856.2937974842,26398.9397034725,22184.2753288234,17336.9586843944,16426.491182292,15523.3162084963,19580.4264740855,26453.4768185199,26453.186872945,21224.0224711092,19119.6049155623,22513.5741299537,26702.268926832,24527.6144437285,23248.0031810932,18972.0239086741,16904.2709941205,14096.1092756382,10943.4614568948,7713.15336736404,6228.79139905906,5853.72251179528,6429.64541765367,13259.0559115859,17436.9820411006,21139.9845461669,24603.1570765758,32286.9401783389,32477.0905738555,30069.6577958029
65228.5090262907,68082.1835038889,59505.9682578808,78287.6098205019,93861.0015772375,111418.525711714,101365.904083165,144718.706684784,164347.03645446,158449.848943571,136363.048526535,130166.314032804,114987.46388526,58877.6507059283,25891.7995695801,24648.9424208491,24095.6874926402,26462.5364723855,21576.0695933823,16649.9799435731,15777.0670390279,14613.8094437055,19047.2671383684,27175.4267914881,27749.14813832,21890.7692622633,19417.0425939611,22015.7189058133,26554.4301155206,25376.2913699158,24805.7410854513,20791.6182198513,18353.1116735255,14585.8927566206,11121.7716008651,7458.53103299987,6054.23684066589,6009.53578598509,6876.09685918387,13427.8838169344,18189.5375282401,23930.4143858358,27617.5594200759,34619.3074913628,34433.5652106312,31721.1094417146
76118.8019363025,76085.4096990642,67108.943747029,91828.5187065397,107310.779858313,120236.36696552,101512.296851228,136482.974254046,151252.216248365,139256.656816063,116849.545443145,107245.97047185,91632.4811452162,49481.4994764121,27072.983843803,26136.7886855514,25952.3822970643,28957.457430653,24808.8309857818,19397.8808616486,18194.899648505,17608.4751671741,23910.2655295719,34821.2774231045,34679.4299016751,27910.296855697,24997.855634717,29225.2612923262,34099.4697187526,30928.7534512126,28365.6013794097,22911.3140787878,20025.3322601387,16314.3584071052,12843.8260717774,8740.37816325669,6644.33704558655,5346.80252687589,5746.20887623618,12585.2247492632,16893.8209046842,19211.319286113,24470.8148735176,32691.9446215177,39213.4558418435,40359.7122214868
79512.1184637429,78338.5238826289,67739.8027261418,92089.9104761592,106220.21004518,118603.341017597,101131.371610086,140392.69160019,154912.571742926,143792.918378956,121393.653737875,120316.131879409,109081.657992235,51661.9501272927,24919.7659295516,26003.8050914635,26464.1706348231,29634.8906143957,25820.9129633107,20136.3804914203,17862.7673683754,16128.0474042937,21222.9945711422,30523.7922841719,31014.260152735,24878.2521856999,22787.4592745404,26471.5816896025,32146.6669836915,29209.6255459804,27832.718865869,22928.6867879086,20946.807184847,17743.0401057045,13898.295778499,9551.59859810881,7458.58517907289,6408.70321960407,7155.57192043572,14598.5698731643,18886.3220872283,21830.6590129352,24806.8547733883,35008.7683560388,38745.7183413012,36817.0092301309
76472.2751116445,77619.8071813534,68171.2179319442,88834.5733525083,101350.832124156,112125.578926438,93376.2432526146,124968.812326587,146293.36212472,135972.816613286,115326.188678029,106490.001801699,94573.726017419,52518.1172696752,29585.7874433001,26281.4272043768,25612.051098001,28168.3422049204,22757.0990975064,17346.2387319203,15575.3769893974,14878.0713380009,18399.9734797649,26471.0486446268,25878.0255647896,20606.2886409475,18246.9587809611,21921.5014952185,28917.0155881052,26332.5732329418,24503.4764038047,20680.1266541724,18863.9240891277,16884.7252387176,12759.6645984292,9083.29370234459,7207.29549728629,7016.63902698433,8270.9838019056,13203.5298534459,16795.9801310096,19282.8668185369,22660.9214408888,30046.1601872668,31582.116388691,29346.9283256403
76990.0257802281,78841.1245565589,69303.7718975769,90312.7530884164,103401.721479949,115117.333271225,96498.2355654222,125572.911625293,145121.810117196,135093.969683988,113998.711392202,105650.640692262,94528.114291518,53018.0353221993,29448.9977897204,26638.8170313867,25995.5018484385,28807.1390500666,23415.8266199738,18006.7769710953,16048.1356807629,15161.6636668733,19174.2977064936,27641.5505065429,26775.5016003452,21138.9972771626,18550.3134786694,22208.3118612947,29051.3701313923,26425.1602714417,24654.337011301,20829.4606546868,19079.2535265004,16961.8240504662,12885.6805132775,9054.84453852615,7235.72406807085,6859.44527762282,7754.66659245826,13082.1991215725,17071.0514465799,19595.5023173064,22667.6264311171,30397.2746280924,32830.0256389853,31094.7571443365
67504.3519912469,68545.4901682198,58723.141662311,83507.6627672274,101406.62091268,115795.684101863,101866.422401787,142261.218076701,153167.829623376,138628.149686852,116346.369495336,108997.808411179,91702.867422106,46659.4815473844,22714.1533352029,23832.0154423962,24575.926937521,26631.1628378862,20926.0244287982,15471.7309602287,15066.7509506661,14699.0375944212,19494.287030054,26895.0762458449,27438.7804460132,24192.0293082737,24902.7046613428,29940.5475503254,33743.4202295696,31833.981098467,31829.3393359471,26229.0356606773,22256.576488525,16621.4963792638,12984.4107309998,8905.09499184282,6797.30238935083,5612.78946918314,5781.15670912788,12417.2802650435,16733.9907121856,20126.021602097,23648.3083250192,28963.0887444329,28570.4592017796,26819.4584633805
81633.7741820521,85576.8682536227,74441.8278364763,97838.127414646,110360.850952212,122641.799791573,104241.666444224,138048.217503501,150192.714968904,140460.50902435,117825.988865167,106888.340999414,88137.3881104961,42921.4940806905,19260.780667898,19671.0386534389,20446.5190337772,23236.5221687452,18868.8696912123,14307.670655288,13745.3595111463,13531.0971100913,20573.6758053021,30658.4980405624,32699.0517979347,28190.2578795455,27407.5686909705,34279.4279772918,39549.0439733125,35008.9106152149,31357.1169584734,25289.1806881274,21687.695774585,16751.7140675854,12226.3024494973,7801.7814611907,5794.42942702253,5143.90151303751,5891.12366356234,13444.0567763536,18156.347516306,22279.4039434568,25537.1787738052,31880.7013105012,32318.4118574512,30603.9806576772
82138.1402869092,86311.0738270601,75337.741633125,98561.7540202934,110513.068311262,122281.138355504,103481.881901399,138487.54951433,150817.589485786,141125.66397862,118526.839530072,107364.022733993,88213.7311043141,43731.7856973471,19952.0392593943,20161.1582392427,20791.1143231465,23281.077474801,18618.1536156387,14027.8116324462,13378.7549735417,13075.3078687831,20032.9133529901,29873.5695712773,31933.034002476,27551.4435233288,26809.0785717626,34159.5531212964,40843.2439134518,36954.3553923509,33266.7056235998,26598.7624169643,22581.2499002262,17341.183352931,12612.5084189633,7927.66666852247,5797.53441508742,5067.33823206769,5848.0253791643,13704.2348739653,18527.3088874158,22641.2987249887,26249.8193080859,33041.5189755301,33739.4989424077,31996.378192808
70011.4179438614,69707.5437876565,61542.9447014356,84589.5490660192,98241.5103734759,108694.818929213,92444.3630869034,130300.323001246,139538.263086629,125126.88584168,104964.050687075,96295.6968666409,79041.4140168375,42208.4122587347,22668.718679556,23803.0094700762,24448.5304750677,27701.4382889058,22615.1704484389,16926.6764473559,15783.7083729413,15291.4386044243,23071.6039272969,33250.3363341167,33764.072181683,29169.1542457989,28604.0512960135,33755.9951373267,36176.6655524332,30913.2053790712,28799.0462640842,23205.3489993834,20061.3136022918,16109.4352149612,12638.6772092789,8663.72083821672,6875.40552953497,5596.48358681242,5541.91387122019,10444.8819139421,13499.5106971703,16151.7005891974,19903.2570081593,24577.0567654628,24859.211433687,23712.7397952351
