"em","Λ = 0","Λ = 0.01_all ages","Λ = 0.01_young ages","Λ = 0.01_new spawners","Λ = 0.15_all ages","Λ = 0.15_young ages","Λ = 0.15_new spawners"
"base",1.02491956290429,1.13753333011572,1.19622821652471,1.07190075029645,0.369257162735525,0.366742995195828,0.60258493909405
"mvtweedie",0.952158037112103,0.985006169339382,1.04848612371939,0.956777765172908,0.353028235271331,0.358663654987646,0.649194438161047
"spatialmodel",0.910014290879933,1.18101720487298,1.27046783731908,1.00675166714197,0.428441554243831,0.478142205786139,0.62005893880655
"weibull",0.475083149863772,0.547101910715289,0.536539404086442,0.4258745947775,0.262830267095527,0.21009768718445,0.306330222687142
