68062.6,65957.3,57580.4,75767.9,89374.6,101711,87323.2,117434,136331,125519,107295,96137.9,81706.1,43810,24371.3,22051.5,20747.3,22049.2,17305.9,13019.6,11993.6,10476.2,13419.2,19346.8,20106.7,15634,13444.5,13537.9,17946.7,16941.6,17035.2,13972.7,11550.9,10507.9,7372.98,5926.15,3948.91,4189,5283.68,13097.8,18622.2,23228.5,21052
69486.3,70933.1,60782.8,82341.5,94309.7,106137,92761.6,136107,142603,133028,112907,108838,89972.1,47678.1,22696.8,22388.7,22396.6,25062,20390.5,15392.2,15160.8,13833.3,20456.8,27231.7,28477.5,23012.1,20087.9,19843.3,24664.3,21924.8,21886.5,17915.3,15571.1,14637.5,10387.2,8270.36,4820.93,4897.28,5248.2,10625.4,12633.9,15790.6,13585.5
69557.9,73684.3,66868.3,96400.5,110061,125855,111321,159341,165188,159628,135232,131239,110160,59024.9,23942.4,25089.5,25382.9,28988.4,23948.7,18944.7,18756.2,17599.1,25320,33963.8,36073.8,30550,28793.9,25896.6,29753,25276.2,24791.6,19661.5,15929.5,14396.8,9995.57,8322.41,4799.25,5036.37,5598.82,16946.9,21052.2,26554.4,22466.3
66192.5,67099.7,57138.3,76030.9,90644.3,103092,89861.7,122910,137548,126173,107539,98764.7,83697.1,44300.6,22942.2,21636.5,21187.4,22654.8,17374.4,12382,11534.7,10381,13689.2,18844.5,19909.2,16323.2,14670.6,15091.1,19891.8,18338.5,17902.5,14466.9,12431.7,11793.1,8601.34,7293.7,4714.2,4643.81,4808.22,8861.27,11817.4,14741.4,12969.9
68194,71325.5,63077.9,89472,106841,123624,107643,139823,155436,144991,120788,110069,95826.3,55079.4,27559.6,26265.5,25862.6,27482.3,21559.3,16651.1,15428,13754.5,18945.7,27165.9,27688,21783.8,19820.9,20360.5,28684.5,27520.5,27501.8,21735,17183,15440.8,10926.6,8764.2,5710.74,5871.65,6505.76,15492.1,22693.3,28326.4,24469.9
69374.4,69785.4,60515,80787.6,94145.5,105584,90146.9,123970,133295,124135,104965,100227,85214.1,44694.9,23792.1,22534.2,21955.3,24394.1,17898,12805,11780.3,10496.3,15919.3,22429.8,23285.9,18485.4,15764.2,16853.5,22544.8,20612.6,21002.2,17281.3,14659.6,13520.1,9286.94,7689.43,4952.06,4966.63,5300.95,9505.04,11433.7,13580.2,11412.4
62835.7,65623.2,57385.4,75422.8,88636.1,103819,90821.6,123074,147618,144377,123765,114637,103019,49521.7,20881.2,20896,21306.5,23906.9,19643.9,15988.9,15406.8,14113.2,18798.4,27366.9,29413.4,23489.3,21614.7,21119.1,27910.2,26895.3,27458.7,21981.6,17486.4,15733.3,11166.5,8879.93,5655.32,6290.07,7786.83,15576.5,23150.8,33425.3,31867.1
64695.3,65595.4,54724.8,74939.6,87953.9,97620.3,85803.2,120580,124682,115023,97822.7,93357,75893.6,41902.9,23263.3,22450.4,22072.1,24369.6,18979.2,13742.1,12841.1,11457.1,16494.9,22221.8,22980.8,18705.3,16322.3,16771.9,21550.7,19320.4,19172,15371.8,12698.8,11428.6,7799.26,6707.76,4233.85,4395,4569.49,9657.9,11579.6,13523.5,11215.5
68855.2,71367.8,64329.9,87243.4,101664,117684,101282,132484,153072,144318,121354,112415,101807,54131.1,21749.3,21966.8,22794.5,24857.9,20335.2,16392.5,15164.2,13645.4,20146.4,30532,31718.5,25695.5,24159.4,24890.2,31671.6,27148.8,26174.2,20941.6,17561.8,16293.6,11776.1,9043.02,5962.29,6409.12,7847.02,16520.9,25035,33016.9,29266.9
62629.6,63269.5,53801.4,70128.1,80817.5,89306.3,76835.4,105691,117086,107597,91812.9,85953.2,72623.8,40450.7,25704.7,23673.8,22470.1,24880.7,19815,14997.6,13993.6,12072.1,14676.6,18937.5,19626.8,14833.1,11885.1,12680.4,18141.2,18282.7,19358.7,16398.8,13696.8,12373.3,8512.29,7105.71,4679.27,4741.98,5043.92,10039.9,12885.4,16076.9,14141
55414.7,57684.4,47800.6,62483.6,73626,82734.6,71253.5,96927.1,107154,100866,86977.8,82235.7,69841.5,37688.3,24826.9,23685.3,22667.1,24211.8,19247.8,14683,13563.7,11748.4,16241,22735.4,24589,19854.3,17779,17542,22725.1,21924.4,22196.7,17932.9,14375.5,12918.9,8852.03,7235.42,4497.31,4792.58,5227.95,11401.4,14781.9,18123,15387.7
70064.6,71141.3,62739.5,81654.5,93055.3,103395,89299.8,126082,136154,127616,109465,103167,85406,47943.1,27993.6,25954.7,24439.3,26670,21073.3,15909.7,15023.5,13085.8,20238.1,28328.8,29900,23188.4,19752.1,19184,23323.2,20405.8,19782.3,15932.4,13187.1,12075.5,8457.53,7147.68,4745.59,5231.87,5701.66,13987.2,18050.7,22628.9,19513.8
77748.5,80613.5,70440.2,88770.1,98183.9,106887,88949.4,122269,132226,125811,107005,99469.3,82127.3,47419.4,29357.7,28866.5,28071.4,30636.4,23939.9,18377.8,17266.9,15734.6,21827.5,30004.3,31880.9,25570.7,22379.4,21276.1,25791.8,22314.3,21833.4,18424.1,15979.8,14963.5,10600,8931.58,5742.22,5747.91,6269.3,14497.2,18833.4,23083.6,19460.4
68772.1,65987.6,56251.5,71989.8,82511.5,90037.6,73931.2,102919,115375,103805,88256.9,84547.9,73059.5,38050.8,23659.3,22186.8,21846,23313.1,17747.2,13123.7,12465.6,11217,14793.7,20106.3,20739.5,16459.5,14577.2,16500.9,21895,19781.4,19515.8,16175.5,13733.3,12625.8,8877.65,7213.17,5113.8,4947.04,5387.21,11570.2,15170.2,18280.3,15912
