116.217,106.23,80.6909,120.195,134.258,152.39,128.342,204.17,199.502,232.341,167.357,151.411,119.903,69.2577,45.902,45.5469,38.5844,31.8754,23.6287,25.0191,23.89,20.7253,24.5411,37.1034,34.3831,29.1976,25.6358,24.014,36.3501,33.8031,37.7434,26.5034,22.3348,18.841,17.9694,11.3351,8.36461,8.15531,10.3874,22.8385,42.1986,45.6047
97.2962,94.9867,69.9718,106.887,116.064,130.23,112.098,194.173,171.023,200.943,144.385,142.493,110.949,61.7379,34.8841,37.7363,33.9895,30.4444,23.5615,24.1517,24.6434,22.3324,30.5292,42.6176,39.739,35.0706,31.2571,28.7236,40.7662,35.6983,39.5714,27.7304,24.5695,21.4173,20.6585,12.9089,8.33315,7.78028,8.41958,15.1191,23.3623,25.2987
85.9165,87.5597,68.5551,110.61,120.292,137.266,120.632,201.111,175.92,211.978,154.284,154.815,125.15,67.7433,32.3507,37.1772,33.8655,31.8761,25.0842,26.1496,26.8025,24.9778,33.2196,46.7289,44.2548,40.9311,39.3883,32.955,43.2332,36.1808,39.406,26.7549,22.0971,18.5191,17.4768,11.4201,7.293,7.03415,7.89643,21.1994,34.2239,37.4015
101.453,97.5471,71.8415,108.391,122.482,138.944,119.09,192.334,181.018,209.882,150.766,140.352,111.194,62.9673,38.8309,40.1604,35.4095,29.5957,21.3102,21.3783,20.6473,18.4555,22.4975,32.4771,30.5947,27.3951,25.1385,24.056,36.2064,32.8818,35.6448,24.6597,21.6017,19.0023,18.8385,12.537,8.9736,8.12445,8.49462,13.8853,24.0648,26.0086
86.713,86.9732,66.4178,106.001,120.55,139.31,120.276,181.775,170.435,199.268,141.36,131.403,109.051,65.2634,38.5391,40.2794,35.7108,30.9366,22.8998,23.7772,22.8167,20.2033,25.725,38.6816,35.1537,30.2055,28.061,26.815,43.1366,40.7695,45.241,30.6097,24.6685,20.5558,19.7721,12.4464,8.98126,8.48725,9.49608,20.0565,38.1805,41.291
115.324,110.433,82.6819,124.445,137.558,153.754,128.883,209.189,188.955,222.645,158.31,153.954,123.073,68.5252,43.4194,45.0984,39.5632,34.9754,23.8688,23.8419,22.7365,20.1202,28.2092,41.6801,38.583,33.4507,29.1256,28.9669,44.2454,39.8505,45.0876,31.7612,27.4656,23.4891,21.9312,14.2511,10.1637,9.36894,10.0977,16.0591,25.1046,25.8341
73.466,72.5388,55.118,82.0111,91.3083,106.835,91.9669,147.058,149.15,183.069,133.905,127.08,110.222,53.9171,26.9406,29.5654,27.1434,24.1851,18.9886,21.0635,21.0223,19.1261,23.5498,35.9526,34.4548,30.0502,28.2326,25.662,38.7244,36.7602,41.6748,28.5616,23.1617,19.3246,18.6427,11.635,8.20589,8.38852,10.4865,18.6053,35.9364,44.9535
115.526,110.76,79.7319,124.492,138.341,152.874,131.833,219.671,190.178,223.093,158.419,153.224,114.639,69.2622,45.9099,48.5879,43.0109,37.7659,27.7194,27.6761,26.8011,23.7496,31.6082,44.6546,41.1767,36.6037,32.6113,31.1731,45.7369,40.3925,44.5088,30.5514,25.7284,21.4717,19.9171,13.4436,9.39694,8.96545,9.41284,17.6455,27.4944,27.8201
80.824,80.2374,62.6234,95.2174,105.456,121.933,103.704,158.51,154.666,182.872,130.995,124.137,108.349,59.0995,28.0419,31.0596,29.0195,25.3004,19.7258,21.5814,20.6774,18.4796,25.2216,40.0837,37.1301,32.8505,31.5354,30.2239,43.9137,37.0819,39.6986,27.192,23.2459,19.9993,19.6472,11.8407,8.64549,8.54155,10.5605,19.7202,38.8351,44.3745
111.286,105.671,78.1119,116.031,126.12,138.628,116.105,191.201,177.413,208.326,147.413,138.941,107.947,66.6298,50.6397,51.1462,43.7102,38.7122,29.1806,30.1612,29.1556,24.9808,28.0748,37.9885,35.1058,28.9757,23.7045,23.5273,38.4339,38.1565,44.8638,32.5358,27.702,23.2059,21.7001,14.2163,10.3674,9.65639,10.372,18.3114,30.5415,33.0154
