"divergences.from.extract.function","min.ESS","which.min.ESS","max.Rhat","which.max.Rhat","time.elapsed"
0.000579598145285935,1555,"beta_mortality[3]",1.00596572121906,"beta_mortality[3]",10.7227543195089
