"Year","iteration","mdm","KI_mdm"
2025,1,34.1204941873054,24.7773517876456
2025,2,80.1130820212218,68.3332722647924
2025,3,61.42537624397,47.1157091395364
2025,4,40.7581650775458,33.057082629685
2025,5,41.1447225775118,26.9021971751544
2025,6,33.2617611524888,24.5925653191788
2025,7,47.3423960657625,31.5113953992873
2025,8,47.6152623030636,31.7472525003005
2025,9,92.380195753352,78.1133468575236
2025,10,41.6848571307582,30.7170892163697
2025,11,35.7979880941443,28.0476540509953
2025,12,122.810346849868,50.6130154119854
2025,13,59.7384346206845,39.5335485110152
2025,14,28.9356441537599,19.6402872346656
2025,15,47.3190479804517,29.5326580423303
2025,16,58.7013151848029,39.068067057182
2025,17,85.1948812947232,63.2917043835232
2025,18,42.4016087031867,35.1821408532915
2025,19,48.0771169272281,29.8334583273087
2025,20,55.2729384854667,49.9849880571411
2025,21,79.3004161645606,73.9882589967418
2025,22,105.846607942475,94.5073409395099
2025,23,334.019899428205,353.581182216933
2025,24,57.2791111092248,51.2050215536451
2025,25,50.6848335032958,30.0325948121331
2025,26,47.6505812970934,30.3465677292474
2025,27,1911.75240178493,2317.99235129781
2025,28,30.2201030743853,20.9273668826357
2025,29,76.3645393231137,59.0542404267107
2025,30,74.376746385736,68.1698861780711
2025,31,51.6969827316986,37.5576595392416
2025,32,52.3819833879576,36.9268112702345
2025,33,33.9814527052723,25.8865520974425
2025,34,49.000069211532,32.0890679230263
2025,35,64.9581184737114,40.7686211958503
2025,36,583.498336528182,619.305066119735
2025,37,50.4091277987939,42.1339943743134
2025,38,64.1141088223931,58.2067247247305
2025,39,30.1017251740061,20.7789934523115
2025,40,53.9755171485526,35.7479529586025
2025,41,166.132743639139,170.772968615891
2025,42,45.805527816384,28.6400051479562
2025,43,37.921849215921,26.3646192306935
2025,44,55.9366709060419,45.1997851363506
2025,45,38.0385622312757,23.055028810279
2025,46,30.2918983679032,24.7857070697821
2025,47,87.7419983747872,80.4002849320339
2025,48,37.4436754451051,29.5479196933556
2025,49,45.5420319943219,34.4483631239179
2025,50,47.6892863700882,46.6393216564121
2026,1,33.3388162710364,20.3271725666862
2026,2,129.50312743737,154.30536524825
2026,3,78.3641101654901,66.9645130833165
2026,4,40.8696039450121,26.3421565480456
2026,5,31.5172399090741,15.8885317080724
2026,6,22.7056710206785,14.5040713366926
2026,7,40.7592017364121,11.6431379105225
2026,8,77.7995222134564,68.7506504675055
2026,9,112.555688674479,112.067341936327
2026,10,38.1985055627966,24.2621560590563
2026,11,27.4185991620923,18.1297930657312
2026,12,292.194197110348,181.272933370379
2026,13,47.3758662569528,21.5944428759059
2026,14,23.3973684381018,11.6013530373178
2026,15,45.1918314909051,25.1117376319916
2026,16,55.4432132404485,28.4233862577036
2026,17,125.183835272088,111.933737144369
2026,18,34.7672040376177,22.8884601510396
2026,19,36.2794597607708,18.1342424308154
2026,20,23.662132858527,63.963700231166
2026,21,33.0289407528056,95.0933700336352
2026,22,131.745068102335,136.500117362376
2026,23,457.317984738154,562.190623436431
2026,24,66.6107437797125,66.9644186961161
2026,25,44.751608767492,21.8336768191927
2026,26,46.1402963045105,25.7944770851678
2026,27,1602.1609819373,1725.76681356926
2026,28,33.8319675049528,24.2470830110588
2026,29,103.482022015833,94.5374104870028
2026,30,23.6199199193328,77.8462529038402
2026,31,41.941420495077,23.7235946223692
2026,32,50.0571858633273,31.3005972853948
2026,33,26.7473513102391,16.1926544719077
2026,34,37.2117977236783,19.4431909226022
2026,35,88.9375894587157,66.1682647491453
2026,36,827.603742180281,1014.26097504746
2026,37,69.5771349773162,72.3420727727243
2026,38,87.3696797173804,89.3719494397794
2026,39,21.7162333969122,12.6528084217872
2026,40,44.4919872337313,22.4955762334062
2026,41,211.754786183496,257.49198980885
2026,42,35.1366911478644,16.4891217094858
2026,43,30.5842952226381,16.4991585079198
2026,44,18.0934427132073,48.7912657905627
2026,45,28.9659160893946,14.570939699522
2026,46,22.766737781472,16.1052286768001
2026,47,112.084343006059,120.552688587004
2026,48,22.3596882514386,13.9108293780686
2026,49,37.0238052472581,21.6730003073762
2026,50,68.2874383114584,83.0531441626009
2027,1,31.1991331902996,18.2571536429618
2027,2,78.6764174718091,77.7993093948057
2027,3,39.1914415764244,25.4154999316864
2027,4,12.4741029856491,15.9231770261934
2027,5,38.9509909553086,14.0126080136547
2027,6,17.6322058439582,11.1636277240408
2027,7,49.4489853212898,17.8222941478392
2027,8,94.8101747297301,99.1051361477172
2027,9,54.3526705918447,43.9260074494395
2027,10,38.5925052208703,18.2628212847647
2027,11,35.1994140532195,15.1328177382729
2027,12,48.7308029294089,199.999501447395
2027,13,53.5707898124882,16.1026912352367
2027,14,29.1706742756297,9.97873295940299
2027,15,25.9564975196092,14.4242186123794
2027,16,48.4089952519719,24.4527908161438
2027,17,53.1542545744202,37.4817152671217
2027,18,33.0690002345404,16.1217506580283
2027,19,41.0233520962989,12.7114081875079
2027,20,24.1765347346317,39.3290812804793
2027,21,26.1624253493238,40.9526068204799
2027,22,64.0767606008317,53.4937638667562
2027,23,230.430129693719,233.195258506329
2027,24,33.0096019472882,25.6129338773197
2027,25,46.9019252491686,16.2259330197213
2027,26,42.9167679526367,25.2172508957601
2027,27,789.983785985266,4094.86283733929
2027,28,39.9544993423496,29.2285880079074
2027,29,51.0140643862559,36.7775297317025
2027,30,23.4493392386318,34.4907013709098
2027,31,48.9235611871928,20.2155435885462
2027,32,46.7657816102099,23.4429215945447
2027,33,30.3712633847214,13.9604515796273
2027,34,44.282438401461,13.6410194829159
2027,35,41.1171042099568,23.7568941447266
2027,36,418.952395598812,411.025034539753
2027,37,37.3325046841285,30.0105712641191
2027,38,41.5612976377122,32.5737163316841
2027,39,23.511714832216,9.28650194570786
2027,40,45.8518321943922,15.3608598530303
2027,41,107.912313443033,111.528082311402
2027,42,41.5241830872814,15.4065745099804
2027,43,35.858269697696,13.799124689288
2027,44,16.5291573849408,21.7810971793508
2027,45,34.3874489208004,10.6626313638095
2027,46,7.17375582949167,8.74399260374585
2027,47,51.5752519234672,42.5163990786336
2027,48,25.0829908214408,9.40112291812327
2027,49,52.1948679681525,24.1242563716729
2027,50,41.3742776001215,41.5553376474941
2028,1,14.7756939457445,17.1621804994068
2028,2,52.589535327187,61.3036495297963
2028,3,39.6278824533146,11.3702544399697
2028,4,32.339263537262,9.64410420745317
2028,5,31.1517411597903,20.3335274923518
2028,6,22.2621168093842,7.81614637338255
2028,7,34.1793760931148,7.8752047888799
2028,8,165.254554044188,192.063797204801
2028,9,82.3394316334306,80.6354592480271
2028,10,33.4146062724489,28.6580318461326
2028,11,39.0904128516946,8.85762931857793
2028,12,197.175285476571,161.217057138775
2028,13,33.8835989835623,6.80142195159409
2028,14,19.1716669042074,27.0671988493949
2028,15,23.2245351216668,22.0115434927487
2028,16,43.3849744173638,30.329848877901
2028,17,38.3624416243295,21.9473509960912
2028,18,19.209844777885,20.8503803664909
2028,19,32.4382183861102,6.6180362349349
2028,20,29.9755944152323,11.0571113957877
2028,21,31.8582402404448,32.8509277860642
2028,22,89.8114365851752,88.0494221033419
2028,23,316.379529859357,398.359700595135
2028,24,18.3320945630088,22.730506717712
2028,25,62.3586809179135,90.5000185830723
2028,26,40.4810446753991,38.1562370259482
2028,27,2707.90564258351,3229.72486141581
2028,28,42.3183703495094,41.4727930890678
2028,29,20.5441973385379,32.7940161750304
2028,30,41.476729824888,9.08797707151924
2028,31,27.7608610350584,35.1875591985772
2028,32,28.9880760179673,39.8066505771717
2028,33,20.9890747448484,7.07131247027759
2028,34,27.861212433183,5.67140226985247
2028,35,45.2637947430737,32.0180899960348
2028,36,596.231902192282,728.877885689759
2028,37,45.1723892436367,42.3462904278985
2028,38,46.1062025815801,43.2918652873165
2028,39,19.2245988167275,5.94975424535102
2028,40,16.5926640051598,15.7749182640871
2028,41,140.753664549608,179.801489285491
2028,42,29.7055454377084,7.96095088234416
2028,43,11.2516595332238,10.6285759090575
2028,44,24.9609900594538,5.6300176051698
2028,45,10.2909791921531,15.0072855997409
2028,46,7.68042781789831,11.6397163311574
2028,47,73.1351448208882,69.7899323081925
2028,48,16.9409222640579,4.34296036885225
2028,49,44.3596588826764,40.222378156089
2028,50,15.5666766428698,50.7817903791128
2029,1,28.0768686317753,17.9621022508911
2029,2,30.0661432707105,96.5715154889567
2029,3,38.8152680374251,22.3035251642066
2029,4,8.33116008113147,10.8974925016808
2029,5,32.2206433373071,11.2166763557435
2029,6,7.53026533630054,8.79707362479395
2029,7,38.234035943984,23.9338418010874
2029,8,44.8366266553002,129.42544399707
2029,9,21.8444820556706,55.2504624314813
2029,10,10.863285456626,13.0929113667323
2029,11,15.9211554785527,34.5861283501989
2029,12,33.6086596949435,96.7350612572943
2029,13,33.7438981581161,9.59036063311186
2029,14,10.6146900831583,10.0217450438752
2029,15,12.302139599381,14.445916180985
2029,16,41.4922274324276,17.3095013112205
2029,17,16.4115011886126,51.8797096984755
2029,18,74.9810428809907,34.9893473151994
2029,19,38.4978609711869,21.9122146287338
2029,20,26.0470360243712,13.2907107061484
2029,21,21.8311555002311,15.555098288966
