# Numbers-at-age (millions): Median estimate
"# Year","0","1","2","3","4","5","6","7","8","9+","J"
1992,107.212,9.714,54.932,15.535,358.96,6.603,5.587,24.147,195.734,25.848,0.68
1993,60.731,83.497,7.565,42.781,9.117,178.577,2.238,1.127,5.887,77.344,0.74
1994,130.836,47.297,65.027,5.892,26.473,5.305,84.418,0.821,0.094,18.756,0.75
1995,98.133,101.895,36.835,50.643,4.485,18.376,3.987,63.556,0.61,7.251,0.79
1996,5.674,76.426,79.356,28.687,38.577,3.377,13.524,2.87,46.324,3.399,0.8
1997,41.618,4.419,59.521,61.803,21.453,28.926,2.338,9.589,1.891,34.983,0.84
1998,9.524,32.412,3.441,46.355,44.456,12.962,15.79,1.202,5.086,10.946,0.84
1999,353.952,7.418,25.243,2.68,32.506,26.708,6.333,7.643,0.516,5.583,0.43
2000,64.135,275.658,5.777,19.659,2.077,25.22,19.601,4.593,5.536,2.621,0.54
2001,28.972,49.948,214.683,4.499,15.306,1.618,18.55,14.307,3.325,5.24,0.6
2002,43.534,22.563,38.9,167.195,3.411,11.644,1.121,12.821,9.727,4.308,0.67
2003,31.015,33.904,17.572,30.295,129.765,2.641,8.332,0.787,8.865,8.51,0.73
2004,191.33,24.155,26.405,13.685,23.513,100.388,1.691,5.291,0.491,8.284,0.65
2005,155.186,149.008,18.812,20.564,10.622,18.288,70.983,1.176,3.593,3.378,0.7
2006,54.619,120.859,116.047,14.651,15.967,8.232,12.898,49.284,0.817,3.856,0.76
2007,72.082,42.537,94.125,90.378,11.41,12.435,5.756,9.07,33.767,2.13,0.81
2008,13.595,56.137,33.128,73.305,70.386,8.886,6.838,3.138,4.853,19.191,0.82
2009,53.864,10.588,43.72,25.8,57.09,54.817,5.596,4.236,1.944,9.864,0.84
2010,12.808,41.95,8.246,34.049,19.939,44.161,33.615,3.371,2.491,4.406,0.86
2011,6.253,9.975,32.67,6.422,26.517,15.528,29.401,22.125,2.168,3.36,0.89
2012,19.946,4.87,7.769,25.444,5.001,20.652,10.015,18.825,14.016,2.718,0.92
2013,22.319,15.534,3.793,6.05,19.816,3.895,11.945,5.685,10.476,8.735,0.93
2014,48.784,17.382,12.098,2.954,4.712,15.432,2.6,7.913,3.711,10.193,0.82
2015,18.513,37.993,13.537,9.422,2.3,3.67,8.697,1.478,4.316,5.144,0.83
2016,270.583,14.418,29.589,10.543,7.338,1.792,2.581,6.019,1.024,5.093,0.41
2017,48.068,210.73,11.229,23.044,8.211,5.715,0.92,1.323,2.929,1.89,0.5
2018,34.036,37.436,164.117,8.745,17.946,6.394,3.554,0.569,0.815,2.479,0.58
2019,109.088,26.507,29.155,127.814,6.811,13.977,4.228,2.321,0.373,1.477,0.65
2020,162.685,84.958,20.644,22.706,99.542,5.304,8.557,2.546,1.402,0.748,0.67
2021,49.501,126.7,66.165,16.078,17.683,77.523,3.227,5.166,1.512,1.132,0.74
2022,17.315,38.552,98.674,51.529,12.521,13.772,60.375,2.513,4.024,1.763,0.79
2023,5.445,13.485,30.024,76.847,40.131,9.752,10.725,47.02,1.957,4.055,0.81
2024,492.749,4.241,10.502,23.383,59.849,31.254,7.595,8.353,36.619,3.532,0.47

# Numbers-at-age (millions): Upper 95% Credibility Interval
"# Year","0","1","2","3","4","5","6","7","8","9+","J"
1980,1311.593,375.691,221.482,327.121,678.712,110.629,0,0,0,0,0.66
1981,1057.466,1021.469,292.588,172.49,246.936,485.474,83.682,0,0,0,0.72
1982,316.646,823.555,795.521,227.868,128.851,161.888,310.924,63.905,0,0,0.78
1983,404.778,246.604,641.386,619.553,174.817,90.66,111.663,214.628,49.32,0,0.84
1984,3470.909,315.241,192.055,499.512,479.148,130.993,67.831,83.69,161.271,38.396,0.59
1985,410.006,2703.147,245.51,149.573,384.096,352.006,93.251,48.048,60.298,125.792,0.64
1986,85.904,319.313,2105.213,191.203,113.004,282.828,256.872,67.087,34.357,84.54,0.65
1987,104.364,66.902,248.681,1639.541,144.46,79.211,198.043,179.796,46.436,52.333,0.65
1988,1952.054,81.279,52.104,193.673,1259.573,106.459,57.283,146.218,132.732,52.213,0.63
1989,120.941,1520.261,63.3,40.578,147.172,935.809,76.569,41.201,107.173,115.004,0.65
1990,266.931,94.189,1183.98,49.298,30.781,113.387,727.114,59.321,31.879,127.971,0.7
1991,61.743,207.886,73.355,922.085,36.904,21.867,80.316,526.204,42.809,72.347,0.7
1992,195.569,48.086,161.902,57.129,681.834,25.41,14.539,53.938,358.351,55.168,0.75
1993,119.06,152.309,37.449,126.089,30.227,346.625,9.411,4.554,17.286,145.453,0.79
1994,242.829,92.724,118.618,29.166,77.447,18.386,153.656,4.453,1.808,45.141,0.81
1995,199.625,189.115,72.213,92.38,14.922,42.304,13.642,112.781,3.315,19.045,0.82
1996,26.651,155.468,147.283,56.24,69.231,11.337,30.255,9.792,81.135,9.561,0.84
1997,107.943,20.756,121.079,114.704,42.911,52.799,7.979,21.414,6.875,60.552,0.87
1998,42.934,84.066,16.164,94.296,84.249,27.712,31.444,4.591,12.67,22.076,0.88
1999,732.56,33.437,65.471,12.589,69.416,56.096,15.624,17.986,2.571,13.256,0.49
2000,172.517,570.518,26.041,50.988,9.794,53.965,40.259,11.431,13.085,6.874,0.59
2001,99.112,134.356,444.32,20.281,39.666,7.611,39.144,29.216,8.421,12.049,0.66
2002,129.75,77.188,104.637,346.037,15.274,30.109,5.267,27.244,20.685,10.272,0.73
2003,97.09,101.049,60.114,81.491,268.155,11.896,21.157,3.768,19.666,18.824,0.78
2004,418.3,75.614,78.697,46.817,62.846,207.288,7.685,14.32,2.547,20.352,0.71
2005,344.071,325.773,58.888,61.29,36.26,48.815,143.84,5.491,10.471,9.64,0.74
2006,145.77,267.962,253.712,45.862,47.582,28.103,34.189,102.729,3.988,10.925,0.8
2007,179.621,113.526,208.689,197.591,35.718,37.057,20.072,24.373,74.924,6.815,0.84
2008,52.599,139.889,88.414,162.527,153.884,27.817,19.795,10.743,13.084,42.259,0.86
2009,130.276,40.964,108.946,68.857,126.576,119.845,17.188,12.521,6.736,21.622,0.86
2010,46.561,101.459,31.903,84.847,53.266,97.902,71.115,10.301,7.693,10.775,0.89
2011,26.347,36.261,79.016,24.846,66.079,41.484,63.922,46.941,6.86,8.636,0.92
2012,57.379,20.519,28.24,61.538,19.35,51.462,26.611,41.08,30.709,7.101,0.94
2013,65.098,44.686,15.98,21.994,47.926,15.07,29.39,15.565,24.066,20.29,0.94
2014,124.488,50.699,34.802,12.445,17.129,37.325,9.953,19.568,10.477,22.941,0.85
2015,67.26,96.951,39.484,27.104,9.692,13.34,20.977,5.658,11.396,12.925,0.84
2016,632.396,52.382,75.506,30.75,21.108,7.548,9.351,14.856,4.008,12.593,0.46
2017,154.581,492.51,40.795,58.804,23.948,16.439,3.934,4.862,7.963,5.644,0.56
2018,130.887,120.388,383.568,31.771,45.797,18.651,10.43,2.525,3.125,7.012,0.64
2019,371.634,101.935,93.758,298.723,24.743,35.666,12.404,6.994,1.697,4.321,0.67
2020,591.731,289.429,79.387,73.019,232.645,19.27,22.028,7.791,4.443,2.41,0.66
2021,312.378,460.841,225.407,61.827,56.867,181.184,12.074,14.019,4.928,3.522,0.73
2022,946.235,243.28,358.903,175.547,48.151,44.288,141.107,9.404,10.918,5.044,0.68
2023,332.05,736.929,189.467,279.514,136.716,37.5,34.492,109.894,7.324,10.273,0.76
2024,492.749,258.601,573.921,147.557,217.686,106.475,29.205,26.862,85.585,9.358,0.81
