"Year","Btilde_lower_95","Btilde_lower_50","Btilde_median","Btilde_upper_50","Btilde_upper_95","age0_lower_95","age0_lower_50","age0_median","age0_upper_50","age0_upper_95","T_lower_95","T_lower_50","T_median","T_upper_50","T_upper_95","KI_Btilde_lower_95","KI_Btilde_lower_50","KI_Btilde_median","KI_Btilde_upper_50","KI_Btilde_upper_95","KI_age0_lower_95","KI_age0_lower_50","KI_age0_median","KI_age0_upper_50","KI_age0_upper_95","KI_T_lower_95","KI_T_lower_50","KI_T_median","KI_T_upper_50","KI_T_upper_95"
1980,58889.3839959078,64258.6659310839,67762.0777785353,73035.00749378,77809.698135583,869.448112777917,1003.09384144623,1069.10898870583,1152.2729158208,1276.42164014497,80.5397159843959,90.4888794562281,97.6418868339378,106.861570089376,116.308334061487,729.065247692816,2667.79129385696,4588.94683200359,9923.12990783077,19723.7848779072,9.88038277286692,22.3550846335134,53.1669948396595,238.108115324728,758.536484102166,1.19843051356129,4.53019238629131,6.82600620673597,14.8912356716112,32.1500958334826
1981,57602.5577990621,64468.4690075699,69277.392120075,72730.1204577713,76757.2001057748,649.680711305592,799.697947171349,847.801872553141,914.986900349742,1015.55355403114,78.5211542841179,87.0581253874112,91.1701318569162,101.071235093938,110.40107487149,2305.67952992035,4786.16493574332,7560.49525160927,12692.8780293002,30390.700462092,7.58687833907114,22.0572702885753,57.4795258734115,139.378578025727,558.702636684282,4.13710782952186,7.95504584462181,11.8559621159136,21.6297866845145,49.0422760570383
1982,48036.254668118,54323.7828926041,59703.1615142092,63074.2409530645,66159.9106947086,158.034222116216,211.764809132285,222.801123406848,247.530750286309,273.554945222865,57.7487092384721,64.2360451404021,68.2406317290616,74.5657628248303,80.3722130254779,3833.19339107507,6284.16505795494,9185.82371257895,12976.5679817381,30236.2666040478,5.58546440600704,17.3674751489799,39.8896211498407,113.896622687713,507.793930450388,5.46163433539007,8.09629072840149,12.9731357930666,18.4132290265233,40.0739961127538
1983,64450.2778562819,75069.9056072395,79624.7328243325,85673.4230253315,90499.6776239016,221.234243945612,271.004351771047,297.677340845785,328.997620782535,365.668844431076,90.5293300989431,100.839611921165,104.791302597579,113.869635669847,122.462598792883,7396.64475935241,10947.3140766463,15769.2231899763,24016.1242136527,50170.4791792416,5.21070855765843,15.003726364931,52.3087999771223,122.540591190019,365.725904568963,10.6273141598778,14.8380655782534,21.6179577230809,33.8139820324385,70.8653535938633
1984,78089.4714248466,86358.8167126101,93373.96509644,100349.459803679,106264.066168797,2399.30223526107,2638.03734784249,2797.0035211867,2978.87090581083,3262.45446429421,100.945304732757,111.474561241744,117.209761952099,124.628878068283,136.272251111203,8743.00019279272,12754.5094361083,18443.3927850077,29558.6031181673,51547.4615675125,10.5254611876439,36.341747331506,71.7153342724899,170.572088465952,680.889384955777,12.6225625784883,17.1593153221929,22.9319728428212,42.3115937015751,71.8738922452503
1985,86944.5067468424,94519.4496608249,104759.749873393,112374.306297022,119862.842184278,196.371195394474,262.486161886911,285.891823234517,314.876818668493,365.488615409809,113.550873030951,123.223951920068,130.918814978947,139.228166253979,154.893951858275,11524.972934484,15694.6844340705,22427.2205791276,37688.2295470064,67905.1809829924,5.53012733700516,23.7663521696001,51.494634572198,114.020143565213,530.401465749939,15.8679209166159,20.3476824212837,29.4115428815112,50.756660164207,95.9342675604425
1986,75870.1038246738,82318.6007555543,90780.6448760123,96698.10859742,104083.674056197,20.7765784946276,27.5368819659377,33.2579445775038,39.0612434423422,53.5568016431092,94.4251329218661,104.027504034236,111.138838852471,118.378185723775,133.863183260575,11770.5885986089,17600.5340530274,22937.8284395916,37439.1693773806,68307.7529252197,3.29714137239795,35.0251740196779,57.2285591841484,94.4034361195014,338.883933750544,15.0693470654527,22.880327314666,32.1933804763621,54.7657273139134,100.227487434411
1987,108664.969289952,119442.149749623,126156.008165833,133326.305520832,148015.378140225,14.613255737829,32.603298102782,41.7369194236231,51.9711132569727,70.5250545263806,161.459792098704,174.701431909868,181.208346684178,194.433081148357,215.31322307172,15016.1507651639,20933.1423308816,26847.707427561,36726.2446614238,61047.7134853624,3.13244867609023,11.6181918018817,23.8833897118177,36.9996042855669,123.137631911788,20.4115707691377,32.4898022605334,39.7084827192712,58.9010665302212,100.54508205711
1988,119088.626685873,129842.241159041,139662.596240633,148330.737487685,164358.252369406,1162.89167551707,1274.38739603873,1419.9130923207,1575.60067309534,1786.84192818369,151.34341579501,159.870215223389,169.035013073835,180.964291027015,204.976683639366,17081.9833970757,21145.3254125264,29092.8523347654,36683.0074249713,54591.6934677382,6.9630577482707,45.7742650231998,89.3352182180556,158.257785799883,327.592075065404,19.9077134522927,27.5019295600438,39.4073820495455,52.6136048717474,79.8809514655067
1989,109342.28977316,118415.365889575,128543.775935644,134233.372218534,154285.142795506,14.7179036040554,29.0196613513646,39.9794298709715,53.9892508704,120.840893470872,174.710193932915,188.926189622357,195.415515343357,209.652426792175,233.213460329962,18611.3215595754,23353.4637563577,30458.3129190784,38888.8080097058,52108.458482063,1.66499204088288,15.8691911303098,35.1285941627055,97.95461638056,269.345821374283,25.5114187951773,35.9442018425841,47.135300165689,64.7013683512567,89.4670216486226
1990,93018.7973127085,99900.4741098284,109098.83006972,112729.81982952,129767.169795289,65.098151921357,99.9770558212189,119.541069106176,137.334208406816,172.551795753173,124.644674459059,134.210044263777,140.060236733816,148.974225074195,165.38898850914,15929.4824265173,20513.7971535274,25067.3449619154,35138.4354269136,48050.868266666,5.30261736017076,19.0337871033873,40.76280177375,110.037984622158,349.698172106394,20.6899791470842,28.6723893188126,37.1432976122019,52.2250929459149,76.4573490450488
1991,89588.1923220755,94843.3158302569,102902.239489978,109618.370165742,119133.840178418,0.771572337941769,2.86764633880446,5.80060775958136,12.0544218704085,20.6337998167457,116.85913850009,129.139642925287,136.666972672735,143.600193409908,167.188787811492,14334.5668187436,18854.0616489571,23038.5525370603,29810.8564759359,45521.4386201845,2.0160749507374,9.00590609505547,19.7890130080716,43.4892973299537,165.180912574593,19.4620410152423,28.4478652151175,35.9503356626724,45.7829324622954,75.3584734165503
1992,72223.0253518469,80025.2923902551,88180.5409852384,94554.8637673676,104880.984408753,101.221638903716,118.428703150272,130.831759251438,143.898987606207,164.516857685826,89.2488611898748,102.899815019642,110.752356233963,117.830172359908,142.457633543488,12988.7976938738,16986.8939428225,21930.8932570004,25693.0070402389,39959.6627354157,5.4910628451264,21.0342623316482,43.8412554847167,120.763423405165,485.059803896178,17.573804906542,28.1409544362447,33.1199192405104,41.2921105696095,68.66605648862
1993,35255.5902256518,39310.9055888267,43831.761732229,47233.1377902377,50987.9180467772,48.5722158784655,61.1597553089594,67.0238927253274,73.9524492396112,87.2361177035381,48.3429621213786,54.2922180589584,57.3824918370782,60.6563161631993,65.0718559624149,11816.0990439363,14498.7118817019,19244.3186758651,24129.5154402319,40901.0866229411,2.81670119301128,16.4627629343351,42.5106921846856,93.4335415132658,351.71848629926,14.6866382383986,21.5402202323607,25.2299558510585,34.6928361100123,58.5487835244734
