"Year","iteration","biomass","recruits","mdm"
1980,1,68743.920407306,1035.47609723731,76.6174029606681
1980,2,67543.3631619152,988.620131012641,91.3638848913343
1980,3,67383.5084176487,1015.54382003145,75.821041483165
1980,4,62627.3154520571,975.225964151833,76.1110878483912
1980,5,67429.8914815018,1007.70026531063,87.4242485735485
1980,6,69708.0299449822,1043.24927810946,79.1000666335586
1980,7,67977.1305794188,1020.13736637003,83.4303743706309
1980,8,67195.0827652967,1041.23556991988,75.7686748685335
1980,9,62811.4303815903,959.304699318091,70.6700626225863
1980,10,66117.8264711049,1023.32058783507,70.9734162591651
1980,11,69154.4702635616,1016.06082985355,84.9760399287031
1980,12,68561.899350401,1040.6823164106,85.6159832097199
1980,13,66981.2883173108,1033.92198964887,82.6079924341987
1980,14,67889.9158488025,1014.2079170387,79.4463211272914
1980,15,66230.5527926103,993.692428351668,85.2935718822372
1980,16,68086.3409686209,1016.41642744673,79.3624127698644
1980,17,65144.303108493,996.55095641773,77.6649897875073
1980,18,71174.2938106243,1055.62949962741,84.5359533540071
1980,19,63440.7461473556,1023.40111052479,75.1829564727189
1980,20,66867.4103505867,1040.32009577963,75.5814577778534
1980,21,70351.3038232708,1034.17451809598,78.3206548692
1980,22,67571.8453215594,1013.63828039478,83.0866354994617
1980,23,65116.8274754762,956.863509160875,85.1769043607234
1980,24,60537.0989560123,953.863417502463,66.2640189717926
1980,25,67670.7401982906,1023.23388458492,76.7847364489374
1980,26,66297.687031235,1013.65300324686,74.9755571106955
1980,27,67572.8619624095,1031.92282940682,74.4576197448981
1980,28,68606.9657812946,1021.39051327268,84.271753243089
1980,29,67111.1465272189,1013.57586188248,75.7400254866058
1980,30,71226.3289205447,1033.1417519351,88.2855733150373
1980,31,69360.8454669294,1053.53257511732,78.2597504063238
1980,32,63182.9841177131,930.298427527168,72.1704291379915
1980,33,67834.7165517236,1028.78454717518,72.6848924324191
1980,34,65374.827159873,963.294003612071,83.25687519099
1980,35,66749.4713885403,1041.04521745465,80.1420525447391
1980,36,62360.5376948213,968.251883811374,75.7157309371167
1980,37,68742.7795469842,1015.15630740402,88.7776370233059
1980,38,63989.7695555946,989.939377652835,73.877856965568
1980,39,70167.9154900066,1047.47466357439,88.748529140809
1980,40,69493.5274438383,1022.64321678681,77.6463584556708
