133511,70923.2,66317,91139.2,103194,116173,94004.3,131606,151345,147183,115005,102400,86712.4,48492.3,24357.8,28110.6,26634.6,24370.5,20767.6,18468,16771.9,16323.1,20283.1,27402.1,26417.3,19486.2,19097.4,23541,32519.2,27128.3,24598.5,17504.5,15396.3,13998.1,9883.4,7707.51,4830.88,5208.55,5670.42,12632.9,18608.1,22071.5,28082.5,39096.7,46219.8
111431,67518.7,62878.8,86580.1,99756,113310,91533.2,132279,160017,156906,123948,112096,100464,51609.2,21859.3,22494.9,21895.4,19265.8,15250.9,13591.5,12276.4,12244.8,17096.2,26069.5,25858.1,18942.3,17394.2,20897.9,30100.5,26331.1,25221.2,18930.7,17036.9,15685.2,11033.1,8465.8,5351.99,5700.44,5678.47,14136.6,22964.4,27661,36677.4,63166.1,84101.8
111185,68826.6,65178.1,91902.8,105421,119182,95833.9,137411,163132,158865,125042,112143,97870.2,51817,23178.2,24207.2,22789.5,19683.1,15151.6,13103.1,11547.3,11178.5,16010.2,24155,23895.3,17522.8,16122.7,19523.2,28587.5,25685.1,25282,19557.8,17837.8,16481.7,11709.5,8958.44,5678.94,5796.25,5687.18,14079.6,22498.3,26976.1,35111.6,59990.2,78763.7
59947.4,41895.1,38519,55942.3,63073.3,72535.7,60934.8,95289.5,110548,115789,91251.5,80621,65523,41368,21125.7,23324.2,21694,18931.4,15114.7,13556.9,12717.1,12282.7,17366.3,25296.1,27700.8,21619.6,19546.1,22325.8,29597.5,26457.7,25683.1,20366,18330,16309.3,11504.2,8730.34,5981.76,5876.47,6151.91,12040.1,16781.9,21780.5,28370.2,38315.5,46977.5
60183.5,41445.8,36772.3,52369.3,59998.2,68491.6,55441.6,86574,103810,104518,81708,73726.9,62611,37559.9,19323.4,21141,20117.6,17083.2,13465.6,11860,10977.2,10817,14936.6,22227.7,23073.3,17802.8,15992,18283.9,25036.5,22451.2,21723.8,17115.2,15148,13430.9,9327.35,6873.19,4562.35,4411.75,4849.79,9561.33,14016.2,17598.3,22488.7,32321.1,39647.7
115488,82352.6,81358.4,123269,142475,162878,135332,189992,203930,195604,152118,134561,109209,56367.5,25203.3,27438.8,25929.1,24027.6,20898.3,19243.2,17867,17098.6,25139.7,34052,33371.8,25367.9,24324.7,30350.9,42353.6,35134.4,33475.8,25296.5,22870.5,20266.8,14035.3,10966.8,7429.81,8392.66,8143.15,17186,23114.5,26695.7,30882.3,38100.9,37323.7
93388.8,68981.8,66625.6,97232.7,108657,123571,101690,146775,156761,156650,122200,106882,83012.5,48319.7,23250.4,25848.1,24122.5,21782.3,17779.3,15749.4,14814.4,14190.3,21640,29325.3,29857,22768.1,21270.3,25401.8,34085.1,27795.6,26693.5,20439.2,18819.4,16980.1,12200,9705.88,6916.74,7507.09,7223.1,14930.4,19929,23981.7,28110.7,33800.8,32684.6
94857.6,70297.2,67252.3,96119.4,106849,121870,100976,149920,160038,162181,127757,115995,93474.5,45033,18991.4,22619,21455.3,19779,17058.1,15557.1,15177.4,14667.4,21542.2,28253.2,29001.6,22686.7,21354.2,25240.9,33446.6,26706.4,25507.1,19332.2,18130.2,16612,12179.7,9863,7010.06,7669.94,7366.94,13880.9,17871.4,21594.1,25150.1,30983,30803.5
106746,73418.5,69930.3,100988,114454,129940,107783,160981,175398,173236,137161,121176,96188.6,53209.2,23162.8,27830.6,26247.1,24532.3,21741.2,19460.3,18463.5,17748.6,25087.5,32760,32467.8,24048.3,21859.2,25373.1,33722.9,28625.8,27689.8,21458.6,19679.8,17930.8,13105.1,10473.2,7466.5,7601.81,7124.59,14161.9,18884.7,22643.5,27216.8,35094,36163.3
79086.5,57175.4,53711,77512.3,87476.3,98580.7,80631,112061,121590,120487,92355.4,79172.7,60566.3,39216.3,21143.6,21225,22646,20925.8,15405.8,13976.1,12818.9,12358.2,16886.8,25496.3,26525.3,21815.4,20836.3,25243.9,34193.7,26842.6,24699.8,18716.6,16285.6,13733.6,8816.81,6328.04,4006.03,4218.16,4827.58,10186.5,14233.2,17665.1,21531.1,27894.1,30105
