138940,83515.9,73269.3,93788.6,108933,122973,103802,136770,160165,147183,124256,115796,104787,50437,24357.8,28110.6,26634.6,28729.6,24122.8,18517.2,16771.9,16323.1,20283.1,27402.1,26417.3,19486.2,19097.4,23541,32519.2,27128.3,24598.5,17504.5,15396.3,13998.1,9883.4,7707.51,4830.88,5208.55,5670.42,12632.9,18608.1,22071.5,28082.5,39096.7,46219.8,43737.3
116816,80094,69818.8,89197.8,105460,120101,101299,137324,168807,156906,133195,125405,118506,53553.5,21859.3,22494.9,21895.4,23602.8,18588.1,13640.6,12276.4,12244.8,17096.2,26069.5,25858.1,18942.3,17394.2,20897.9,30100.5,26331.1,25221.2,18930.7,17036.9,15685.2,11033.1,8465.8,5351.99,5700.44,5678.47,14136.6,22964.4,27661,36677.4,63166.1,84101.8,76750.5
116591,81426.5,72106.5,94525.2,111140,125983,105613,142492,171950,158865,134289,125483,115952,53761.6,23178.2,24207.2,22789.5,24031.4,18499.7,13152.3,11547.3,11178.5,16010.2,24155,23895.3,17522.8,16122.7,19523.2,28587.5,25685.1,25282,19557.8,17837.8,16481.7,11709.5,8958.44,5678.94,5796.25,5687.18,14079.6,22498.3,26976.1,35111.6,59990.2,78763.7,71601.4
65049.9,54160.7,45377.9,58542.2,68623.6,79195.1,70639.8,100311,118886,115789,100494,94002.7,83021.9,43310.7,21125.7,23324.2,21694,23262.5,18381.8,13604.5,12717.1,12282.7,17366.3,25296.1,27700.8,21619.6,19546.1,22325.8,29597.5,26457.7,25683.1,20366,18330,16309.3,11504.2,8730.34,5981.76,5876.47,6151.91,12040.1,16781.9,21780.5,28370.2,38315.5,46977.5,46831.9
65475.8,53929.9,43709.6,54996.7,65674,75261.2,65206.7,91638.1,112529,104518,90955,87083.9,80565.4,39504.1,19323.4,21141,20117.6,21443.9,16803.5,11908.9,10977.2,10817,14936.6,22227.7,23073.3,17802.8,15992,18283.9,25036.5,22451.2,21723.8,17115.2,15148,13430.9,9327.35,6873.19,4562.35,4411.75,4849.79,9561.33,14016.2,17598.3,22488.7,32321.1,39647.7,37442.8
120848,94933.9,88295.2,125913,148201,169669,145138,195262,212718,195604,161368,148055,127237,58312.8,25203.3,27438.8,25929.1,28390,24237.8,19292.4,17867,17098.6,25139.7,34052,33371.8,25367.9,24324.7,30350.9,42353.6,35134.4,33475.8,25296.5,22870.5,20266.8,14035.3,10966.8,7429.81,8392.66,8143.15,17186,23114.5,26695.7,30882.3,38100.9,37323.7,32720.3
98536,81468.3,73536.7,99863.5,114279,130270,111450,152006,165236,156650,131445,120397,100654,50263.6,23250.4,25848.1,24122.5,26127.3,21077.9,15797.6,14814.4,14190.3,21640,29325.3,29857,22768.1,21270.3,25401.8,34085.1,27795.6,26693.5,20439.2,18819.4,16980.1,12200,9705.88,6916.74,7507.09,7223.1,14930.4,19929,23981.7,28110.7,33800.8,32684.6,28921.9
99943.3,82752.3,74162.2,98747.7,112437,128538,110712,155125,168413,162181,137000,129479,110963,46976.5,18991.4,22619,21455.3,24101,20330.2,15604.9,15177.4,14667.4,21542.2,28253.2,29001.6,22686.7,21354.2,25240.9,33446.6,26706.4,25507.1,19332.2,18130.2,16612,12179.7,9863,7010.06,7669.94,7366.94,13880.9,17871.4,21594.1,25150.1,30983,30803.5,27569.5
112003,85940.5,76863.1,103624,120111,136668,117554,166187,183983,173236,146406,134685,113991,55153.5,23162.8,27830.6,26247.1,28873.4,25050.5,19508.8,18463.5,17748.6,25087.5,32760,32467.8,24048.3,21859.2,25373.1,33722.9,28625.8,27689.8,21458.6,19679.8,17930.8,13105.1,10473.2,7466.5,7601.81,7124.59,14161.9,18884.7,22643.5,27216.8,35094,36163.3,32191.5
84352.3,69631.7,60639.1,80159.5,93166.7,105344,90420.4,117280,130284,120487,101603,92625.9,78478.5,41160.9,21143.6,21225,22646,25305.3,18751.4,14025,12818.9,12358.2,16886.8,25496.3,26525.3,21815.4,20836.3,25243.9,34193.7,26842.6,24699.8,18716.6,16285.6,13733.6,8816.81,6328.04,4006.03,4218.16,4827.58,10186.5,14233.2,17665.1,21531.1,27894.1,30105,27331.2
101971,80239,71258.5,93966.9,108506,122949,105381,143672,162771,152810,129692,122638,108068,51821,24317.4,23441.3,24474.1,27446.8,21882.8,17200.4,15877.1,15085.2,20987,31269.8,31861.4,25373.2,24159.7,29566.2,41023.7,32916.4,30701.5,22860.6,19907.2,16633.6,10601.9,7698.27,5012.33,5589.31,6533.48,13987.2,18987.2,22176.7,26161,35299.8,36581.1,31544.6
72662.9,62047.8,53152,71934.2,82451.4,93954.2,83587.6,117652,125152,119323,102127,98491.2,82309.5,43034.2,20317.9,23401.8,21860.5,23569,18514.5,13515.9,12771.2,11957.1,17640.3,22893.5,23434.1,16886.4,15149.4,17888,23354.5,20289.7,19605.8,15251.6,14238.5,12964.9,9404.75,7223.42,4754.86,4815.26,4904.6,10037.7,12754.2,15598.9,19141.7,25027.1,25596.8,22830.1
