247.016,119.297,178.027,538.738,418.582,123.988,148.104,1412.23,160.258,26.2874,22.4214,749.377,19.9069,73.4237,21.1062,145.219,44.4991,104.025,74.3115,7.59263,37.9885,14.2073,241.3,50.6593,12.3886,37.3247,51.3955,153.262,118.858,52.2124,37.4131,13.4029,53.2237,18.6828,2.68708,16.4758,17.015,33.2136,29.6762,235.128,46.5207,42.7884,159.965,222.81,132.334
223.247,111.207,166.728,558.55,405.042,113.019,167.837,1559.99,151.609,33.9713,33.3217,857.757,26.433,55.661,12.4242,70.1945,38.3187,88.1989,57.2728,4.51702,28.8844,17.5016,246.356,47.5377,15.9504,24.1239,37.2928,144.737,134.202,53.2819,60.9751,12.6388,61.8548,17.831,1.87799,19.0217,19.8907,37.0302,17.7746,315.275,55.2359,54.8236,252.487,648.207,110.605
202.626,105.704,204.149,578.635,419.561,114.306,161.528,1551.6,161.428,34.1627,33.7829,813.22,24.1319,60.2474,12.9882,86.5238,37.492,84.6017,54.4658,3.62921,24.2992,12.8965,237.259,43.7347,16.6149,23.9251,33.2086,136.014,136.765,49.3018,70.1097,12.2987,60.2519,19.625,1.96493,17.143,19.9856,35.251,17.2162,303.148,58.6176,46.9184,226.847,602.985,104.9
205.24,138.859,124.7,386.328,307.974,90.7912,144.764,1226.83,127.787,21.8098,25.0216,650.37,29.5171,44.4282,17.7585,94.0881,35.093,86.2098,64.4127,3.19125,31.7742,11.1479,257.108,68.2903,36.9327,30.0727,26.352,141.403,113.269,47.702,52.3561,16.0286,35.1289,12.7525,1.85161,21.1397,17.4971,36.3651,25.5382,221.752,36.5265,65.3004,171.911,209.909,195.484
194.109,120.467,105.178,360.707,293.887,85.8486,120.848,1110.63,123.226,23.5461,26.9854,649.856,33.198,40.048,15.2178,76.7522,34.0815,76.1661,53.7451,2.78281,28.5582,9.53564,210.867,51.7552,27.2396,24.1809,19.4998,116.579,97.8859,43.4276,43.7771,10.3777,29.8787,8.86284,1.39178,13.1224,13.3505,27.6603,23.6128,171.431,36.3447,50.9242,121.159,228.575,99.4228
284.59,126.04,270.752,767.164,583.258,162.118,191.945,1760.07,183.508,29.7751,34.8345,801.137,29.3717,109.05,13.0303,112.927,52.8978,99.0195,91.9792,11.3876,39.0538,10.9763,331.984,51.417,28.2144,51.2634,46.1462,199.236,167.59,52.8825,85.0031,23.4706,61.0277,23.4513,8.48976,20.6803,31.4951,55.955,15.4702,292.627,58.5936,30.4245,118.799,144.78,45.2058
178.184,135.781,200.797,616.781,428.687,141.791,152.206,1500.81,144.374,25.8271,29.9652,672.067,19.9964,79.1824,13.3157,106.649,46.5085,88.4525,69.3063,6.44731,37.4752,8.91748,308.298,44.0358,23.6631,36.7559,37.193,158.062,125.696,38.1287,74.1778,15.7598,50.7559,23.5321,5.44244,17.4579,34.4701,44.3545,13.1907,264.98,54.0789,25.7206,118.963,112.282,40.102
188.186,127.852,186.948,600.004,429.667,149.608,158.555,1587.17,139.866,27.5284,34.3842,781.986,31.7183,85.3011,13.7416,124.063,47.1814,88.7608,73.1503,5.63204,38.8579,7.45226,292.659,39.5766,28.8738,36.3778,34.7332,150.201,118.861,36.8312,70.2303,15.3964,57.5645,23.063,5.46233,19.1811,33.9116,45.967,14.4212,231.752,50.148,24.0601,102.78,126.923,41.0078
199.353,126.243,189.381,636.713,465.788,142.136,168.147,1689.07,141.665,24.6371,50.2424,707.8,26.6431,65.637,15.9418,146.421,53.7714,105.677,88.9976,6.10125,50.362,10.4044,330.312,41.4765,30.6702,46.3368,27.9306,156.806,127.226,44.0468,65.4155,14.1213,54.6189,18.1742,8.97031,19.7236,29.8904,38.0464,15.0449,245.078,43.7586,35.5975,123.34,167.536,43.3298
333.718,115.961,178.413,454.996,394.709,102.964,133.413,1143.98,152.807,35.9039,16.4081,574.358,22.5393,52.0333,10.5042,47.6039,32.5409,73.9114,55.2647,7.29691,19.6784,10.3868,211.91,64.4485,25.4893,26.0438,33.2689,141.406,118.689,46.5086,53.1063,15.8998,28.5097,11.3745,1.20519,12.8797,13.7095,29.9487,25.4218,168.751,47.7288,37.9095,94.975,135.441,59.3132
331.044,117.066,193.484,522.072,436.336,126.78,156.656,1431.94,215.551,37.6138,21.7996,751.914,32.8305,83.8275,10.4752,47.2576,40.9446,87.3017,69.4143,8.42254,30.9583,6.44408,267.51,63.6235,27.9779,33.3239,42.3274,178.901,155.396,57.6623,72.171,18.4276,42.7025,12.1737,2.23398,15.9226,22.6087,37.9922,36.5299,229.747,51.651,30.2376,109.7,201.238,17.0369
172.668,102.517,153.31,461.787,334.488,114.509,160.332,1182.45,115.052,22.899,42.3129,635.081,22.5329,53.8449,21.9506,85.4013,40.4883,81.5579,62.0004,7.03701,30.9875,8.48191,235.596,39.3764,15.2875,26.4477,25.2899,114.105,85.1222,37.4452,36.8802,9.9775,41.7564,11.5413,2.24546,11.2089,13.8765,30.3822,17.2402,165.051,31.6136,21.0271,94.9408,125.78,24.2616
297.463,135.41,175.262,455.512,447.654,114.354,124.43,1242.52,158.738,36.8652,15.2047,592.613,30.0815,75.4496,5.34411,98.029,41.8056,72.7906,71.5803,6.20361,35.2914,13.3655,261.266,49.5605,29.4721,34.3673,34.2777,174.797,126.187,24.4324,59.3542,19.1678,30.4261,13.291,3.04097,17.6095,21.3209,34.4813,12.2789,178.158,54.2804,33.6192,143.006,161.012,98.2493
