"Year","iteration","biomass","recruits","mdm"
1980,1,66405.3468354762,1006.84918682911,86.3475360639047
1980,2,67146.7035505888,1025.62697038419,86.7552980247242
1980,3,66351.0356670366,1011.22175488952,87.6202466273895
1980,4,67275.4357736466,991.848190016119,87.5133971913036
1980,5,66912.4611617309,1008.73285927647,90.9197378383352
1980,6,65939.192630396,986.347547962068,90.9210818207137
1980,7,70563.0906323055,1057.85690872081,91.2456705779948
1980,8,69171.0380082039,988.625685844344,89.2749582891047
1980,9,66562.9762223181,999.648673289604,91.7313406429169
1980,10,65969.5505085822,1012.34525415574,87.5144949070614
1980,11,64324.8486418272,984.018655931432,88.7731633016547
1980,12,65856.2786783241,1003.60873545301,89.4613660559938
1980,13,65930.8622520191,996.827696742939,84.9607358608339
1980,14,66509.5693542385,992.796907608721,89.7617737044609
1980,15,66221.3591407614,1006.47291206585,85.2868121683262
1980,16,63753.6030708564,988.593334337824,86.8656688723538
1980,17,62764.3578451097,980.301565333022,85.6399407173535
1980,18,67632.4288113577,1007.05354725684,93.7350205877729
1980,19,66266.6417966075,1002.86779297642,86.1224860128063
1980,20,61833.3627939538,934.397004138517,84.1877237830559
1980,21,66371.50020591,1022.03521999786,89.0138710027288
1980,22,63139.8152795472,987.322287443028,83.330301541437
1980,23,66811.9276647839,1005.04672253345,91.0757599524692
1980,24,66891.4799784352,993.800444735421,100.199437872088
1980,25,65425.1083750686,992.783944483005,86.9525817525876
1980,26,66478.2138755491,1001.36570036391,88.0175543200412
1980,27,63682.5364355773,965.864138831338,88.1862336123251
1980,28,66862.2850529886,1008.09443945662,86.1402441801156
1980,29,62253.1537869093,942.102723562653,87.8439107555476
1980,30,67651.332752581,1008.50448142502,94.6734331803978
1980,31,66748.6366083476,1029.25828409331,89.8312990829384
1980,32,68190.9757943826,1028.98525958704,87.738891366809
1980,33,65352.100898927,1017.81646933389,85.959601670064
1980,34,65006.0324299226,984.328008667943,85.2915020656767
1980,35,64924.2513054824,987.284302953618,90.2172435295681
1980,36,62245.374951751,934.547944602517,84.4921569782716
1980,37,64820.501186773,989.632210921395,86.3907715882341
1980,38,66511.3303828756,1001.25598505317,91.4121208074816
1980,39,62080.0933474771,933.563550860733,88.4518094853596
1980,40,64246.0440995234,958.400899166068,94.0423844650837
1980,41,67572.2008747019,1007.49371202652,89.8525562409821
1980,42,65305.0551408024,1003.01169977706,86.4148981108979
1980,43,67359.9775236146,1012.69645722912,96.3666669963303
1980,44,71771.4668291913,1064.90602881222,92.5496340233858
1980,45,65692.8238757407,1016.08015967243,88.9099694414644
1980,46,65852.6499388976,1001.20011425411,87.3871486646383
1980,47,65888.5540531621,1007.63740144186,84.5089231169246
1980,48,65172.802595173,989.969929501315,90.0706782294371
1980,49,67643.6269761788,1018.12744288565,88.4942746410504
1980,50,64354.4172252258,973.339175027856,83.005710907379
1980,51,64108.4959346269,970.826409487166,85.722001654909
1980,52,64669.4599156291,975.267550602785,83.2927290858804
1980,53,60879.4396383056,943.168895343053,79.698224473923
1980,54,67665.6701625504,992.856309259536,97.6455412847571
1980,55,66462.1671899184,1023.60865680852,86.361773088034
1981,1,67021.7544088283,803.182426302944,85.2503689155772
1981,2,67829.8703900193,817.402236230567,81.9948083293891
1981,3,66883.029416118,798.693913812155,84.2305803584275
1981,4,67282.7065527072,810.558740585025,84.9500705256054
1981,5,67455.4633927468,809.758700918936,84.5578461939841
1981,6,66114.2823976896,788.837647429937,89.7194102684807
1981,7,71084.3894825482,831.989652708201,86.1468841021334
1981,8,69360.6302638051,821.018744450467,84.9783357154655
1981,9,67376.3598757971,807.47748945775,85.9072014744843
1981,10,66820.3091651658,810.830665416311,84.6371734838915
1981,11,64587.417177686,787.181579907337,85.0212149525734
1981,12,66545.1470510123,801.477778395695,84.5303171528
1981,13,66298.6405903962,794.857699624697,82.7148289526357
1981,14,66226.0411254305,793.268120237035,83.2772266063776
1981,15,66681.2231879645,807.021145708463,80.8581136402534
1981,16,64796.8584116568,790.210972877348,87.0781347166021
1981,17,63201.4661245704,781.686979328225,78.5653928652406
1981,18,68218.0331234378,804.404948916058,91.3742909760407
1981,19,66737.3527268129,802.388992872686,84.9843864928662
1981,20,61912.8236697552,753.980298250586,78.4861667630542
1981,21,67175.0545387474,813.499729120966,84.7915677641224
1981,22,64172.3090650263,781.002690821555,79.979489474766
1981,23,67311.3713861318,811.177939939115,87.5187909751827
1981,24,67114.3929645139,795.767268593124,93.2147735143337
1981,25,65447.4152721098,796.397166489024,80.5850976787105
1981,26,66815.7391522933,803.859448764204,84.7820454366934
1981,27,63620.969483471,767.615767163039,84.1988022790166
1981,28,67105.8695025166,805.519609089926,81.1439377556547
1981,29,62341.7315795588,753.858118519295,80.5661802134654
1981,30,67982.9390290654,796.28193307846,92.8531300583407
1981,31,67571.2130685171,820.647070751992,83.7121361049385
1981,32,68629.2944229955,824.424153948766,87.8459292197345
1981,33,67005.5384780331,809.166760205063,83.1202902585242
1981,34,65903.8352323664,802.529458059926,84.2067184999934
1981,35,65325.3301715124,790.766681704703,79.9237988391248
1981,36,62237.8884738665,752.917746987739,79.4166772092351
1981,37,65501.8597353117,802.140581494409,82.644712213141
1981,38,67162.0192804419,799.126422521891,86.7394253681656
1981,39,62273.9769076767,751.168113991291,83.4220273032146
1981,40,64886.7518429191,771.136790650482,87.7026301176871
1981,41,68204.4999776552,813.013472329583,88.7709485055413
1981,42,65822.0744296348,792.397856789549,84.7681952845914
1981,43,67983.532404379,798.761815747839,93.6842309346231
1981,44,73177.8512462661,866.087710288499,90.1652241836848
