"Year","iteration","mdm","KI_mdm"
2025,1,34.9897947681912,59.7402453875446
2025,3,33.7365723572314,45.43450777859
2025,6,57.9758370173788,104.529205286658
2025,8,28.7874334304485,34.9548413103431
2025,10,41.5268488159213,79.2312085395873
2025,13,45.3417599454475,91.8348516582864
2025,14,34.471201718737,57.0392319671808
2025,15,31.4998351374729,51.4393761308411
2025,16,63.7178344702434,130.111087579753
2025,19,70.33709317091,153.181609099067
2025,22,31.509788847857,47.4139169305367
2025,26,96.1388273740614,236.030519551912
2025,27,132.887843482159,295.882325989787
2025,28,37.4432038214582,67.1366752465138
2025,29,36.6922271310562,55.9595549510394
2025,31,36.9881634709963,54.6993021407534
2025,34,41.190701052892,86.1050850941798
2025,35,16.9413706403203,28.8228963509913
2025,36,27.3640422369966,45.4522715597327
2025,37,242.768693879292,548.874184639311
2025,42,19.4138646338035,24.6870009656841
2025,47,46.7794187348804,86.7756074098097
2025,52,42.7519054104687,65.5290196373802
2025,56,35.3879713898612,50.0938988926776
2025,58,43.0029435482098,93.2027984827911
2025,59,34.1904786932008,58.5426737174363
2025,60,42.79226335019,93.0707730508561
2025,61,24.9808986537218,35.6161281574203
2025,63,29.7507303508771,48.554099525123
2025,64,64.5510523014886,144.374296594077
2025,66,30.9628311388961,41.5576147046621
2025,68,29.7164444620109,43.5596409915383
2025,69,67.1475881770727,126.436612492495
2025,73,23.3287238653952,28.1801435927353
2025,74,27.6004657365929,40.3178269500809
2025,77,44.0078222494408,79.5968896870241
2025,81,36.070614632717,53.6844728927833
2025,82,43.5355274949455,60.7924949102219
2025,83,24.1189724691814,38.2627142817015
2025,84,23.7831446198545,31.3841330780819
2025,85,66.1007377327356,150.030358999501
2025,86,50.5195456531178,79.187948289345
2025,87,27.664419635992,44.5539652760981
2025,89,28.7324484815227,39.2159144202222
2025,90,25.8280871530852,39.9547844223353
2025,96,83.4935085030263,168.836483881681
2025,97,108.286672386314,224.527714123767
2025,98,31.3468660944907,61.745288053757
2026,1,24.7949413595912,20.7832420974962
2026,3,23.042270641754,13.918164213758
2026,6,42.2459854338671,75.7255452698921
2026,8,30.1468856707201,30.8903902010322
2026,10,54.5997948888303,48.7757580237441
2026,13,36.8536959145466,31.9816187473652
2026,14,22.4368163445063,17.1432267115267
2026,15,26.5513285369501,20.9096925681824
2026,16,42.528460243429,94.7559582239439
2026,19,54.8295199600742,131.519886379069
2026,22,21.2192893341001,12.6661248889564
