15436.2,44931.4,33329.9,10615.1,12781.8,102942,12120.6,1995.8,2177.01,57783.6,1796.72,4575.79,695.851,5722.34,3414.29,7998.57,5466.14,462.993,2932.01,704.505,21860.3,4700.88,2118.14,3495.29,2654.2,10207.8,12153.7,4277.09,4749.49,930.787,3359.95,1348.11,784.414,2120.85,1819.26,3174.27,1860.71,12840.5,2419.04,2025.37,6250.63,14239.7,34104.9,2318.42
26012.3,78147.4,72189.9,17683.5,19838.9,197944,20788.4,2874.59,2096.77,94110.6,3800.68,16148.6,2747.67,12070.1,4890.66,13030.9,8329.77,1082.58,4313.65,1428.8,30683.4,8386.51,3294.3,4091.13,4888.11,22240.7,13428.1,5712.36,6545.6,2276.27,5879.17,1584.73,1327.84,2735.22,2456.08,5511.67,2252.94,27486,4370.89,3756.4,11141.6,31884.9,23421.5,1367.44
18495.2,53571.3,39355.3,12586.2,12615.1,131059,13536.1,2558.12,3281.71,49904,1887.85,4275.46,1113.54,5283.6,3645.76,8013.45,6389.58,564.244,2906.49,935.16,19549.8,3692.78,1252.72,3068.46,1974.67,10003.5,8663.18,3423.04,5752.15,1645.58,3637.89,1432.3,978.072,1662.28,2590.89,3247.34,1255.43,16672.5,3936.47,3106.37,9197.87,15249.5,4599.68,1865.92
15505.9,48689.5,39480.1,11149.3,15016.5,112590,13580.3,2476.84,2545.99,61006,1427.09,8298.75,1699.66,7739.33,3487.01,10136.7,8047.93,332.468,3399.25,1114.86,27225.9,3832.08,2468.39,4097.76,2314.77,17461.1,11614.9,4998.19,6421.47,845.807,4952.84,700.517,680.474,2295.78,2631.17,3879.6,2115.34,29604.8,7612.49,4682.84,12495,29896.6,28426.8,1240.48
27718.7,77371.1,58744.6,14019,16884.6,185533,17721,2809.45,2824.86,72444.5,3272.47,5933.6,1252.79,6811.04,6140,8687.91,7028.11,494.178,2804.49,1270.18,23392.7,5431,3397.8,4404.31,3868.73,12839.7,12526.7,5462.62,6410.64,2282.25,3694.53,1290.07,819.676,1618.96,1379.48,3930.49,1978.54,15599,3052.05,2679.22,7094.18,12860.8,4665.6,9932.83
14580.1,46764.5,38523.9,11677.1,16070.2,115671,13588,2832.46,2826.38,70442.4,2948.93,9248.98,1714.84,8657.45,3376.03,10421.2,8276.68,1075.29,4638.19,1066.54,31090.2,5487.38,2678.19,3981.8,2360.22,18485.7,12476,4306.26,5919.72,1017.41,5789.12,1572.91,678.329,2463.54,2693.24,4487.01,1735.14,29185.2,6199.21,4118.29,8444.63,21685.1,40132,1062.52
25790.1,74497.5,54787.7,14289.9,18196.8,198788,20511.8,3376.58,3598.9,79869,3362.82,6151.62,1248.83,7873.6,7153.77,10722.2,8292.59,548.551,3406.8,1364.59,28820.8,7063.96,4082.68,4970.02,4251.84,13565.8,13228.9,5196.25,7488.49,2103.79,3324.12,1318.44,1013.96,1494.5,1895.64,4615.27,2404.45,19074,4082.05,3409.45,7499.5,14927.3,16909.4,13171.5
10077.9,37805.3,32462.1,10338.3,13188.4,100589,11166.2,1973.17,2121.84,68300.1,3445.34,10445.7,1796.76,8041.44,3150.57,9523.29,7836.64,725.717,4252.74,979.508,28575.2,5209.55,2380.57,3318.22,1585.01,18513.3,12117.5,5047.87,5600.92,1013.78,6649.47,1668.12,529.799,2369.47,2527.47,4273.85,1978.21,32512.9,6451.43,4793.45,9850.8,28076.6,9963.41,3921.68
18867.1,58682.6,46504.3,14215.5,18390.8,143442,13802.8,2428.14,2243.49,81223.4,4808.53,7999.3,2918.03,8036.89,4031.04,12726.3,8643.56,862.951,5547.52,1629.76,30678.3,5924.98,3080.57,4176.97,2956.74,14110.8,9467.3,4851.64,6146.54,1173.64,4997.58,1218.63,1155.71,2189.46,2827.39,4457.01,3191.13,33465.1,4813.4,3917.97,7704.31,19119.1,8164.43,2575.31
14281.4,50821.6,37367.4,9590.77,14635.2,132037,15060.5,2371.88,3155.89,70316.2,3387.89,9684.23,1283.69,7457.11,4411.42,6347.84,6100.58,663.229,2669.34,605.457,19928.3,3733.09,2820.74,4402.77,3177.89,14081.3,14144.9,5940.83,5598,1255.88,4105.16,1562.35,648.893,2078.23,1624.15,3012.64,1295.57,17514,5290.33,2184.6,3592.42,9613.79,14587.3,5408.28
