-40.6228,-100.276,-0.932658,-4.00291,-11.6336,-21.0062,120.332,0,0,216.946
-35.8247,-103.884,2.4282,-2.19694,-11.8035,-21.1756,121.669,0,0,223.559
-40.3637,-100.287,0.644894,-3.74451,-11.4309,-20.8272,120.808,0,0,219.898
-40.0176,-99.4471,2.68806,-3.34935,-11.0717,-16.751,123.554,0,0,228.392
-39.1153,-102.443,0.73065,-1.92396,-10.4456,-19.5695,121.517,0,0,230.923
-40.4477,-95.9846,2.1078,0.639276,-10.4956,-15.1896,123.322,0,0,230.521
-37.6955,-96.9428,-0.306668,-0.334001,-9.03497,-18.3547,121.241,0,0,223.477
-34.3355,-99.4157,2.50209,-1.06048,-10.5308,-11.5974,122.798,0,0,229.655
-31.3737,-97.1008,1.8057,-3.32291,-8.92619,-14.4432,120.327,0,0,218.707
-34.6206,-105.41,-0.372524,-3.8741,-12.7426,-20.9149,118.05,0,0,215.4
-34.3497,-91.4299,0.473658,-3.26392,-9.39419,-14.9649,121.957,0,0,214.422
-36.8733,-107.867,1.585,-3.77695,-12.459,-23.5124,119.181,0,0,219.446
-35.215,-100.404,-1.38677,-3.84113,-9.12113,-14.0726,125.339,0,0,227.6
-39.5115,-107.992,1.02112,-3.87319,-10.5326,-21.8886,121.757,0,0,228.716
-34.6529,-94.37,-0.358732,-2.83873,-11.0779,-20.1288,123.175,0,0,214.284
-35.9857,-98.649,-1.02495,-3.10272,-11.2996,-20.7883,122.36,0,0,216.68
-36.0346,-98.3169,-1.20807,-3.20376,-10.988,-20.2547,122.413,0,0,216.851
-34.0809,-95.4419,1.10755,-3.74553,-6.49217,-11.8298,126.196,0,0,230.015
-34.6512,-103.145,-1.24222,-3.92777,-12.1251,-15.6308,121.726,0,0,220.948
-34.1531,-94.5971,-0.576601,-2.69403,-11.5615,-16.5784,123.499,0,0,215.785
-36.7052,-98.5617,-1.46261,-3.11303,-5.53156,-19.1184,122.113,0,0,221.333
-37.1894,-96.1657,0.364512,-2.30727,-9.55935,-12.5478,122.791,0,0,229.556
-32.4556,-109.203,-1.30053,-2.5808,-8.22211,-18.8321,120.774,0,0,230.227
-34.3107,-94.3086,0.292766,-2.38962,-6.16714,-13.1522,124.198,0,0,226.183
-35.3873,-104.501,-0.766298,-3.08535,-10.7032,-17.9601,123.265,0,0,226.022
-34.4185,-96.2531,-0.208093,-2.98044,-5.61105,-13.1906,124.86,0,0,229.685
-34.3844,-106.447,0.0175548,-2.62269,-11.1706,-17.9997,119.843,0,0,226.712
-36.0911,-106.736,-0.583614,-3.89506,-8.76184,-11.4658,122.229,0,0,237.349
-34.9926,-116.743,0.0374678,-2.40752,-11.7161,-16.6184,123.866,0,0,239.691
-36.3986,-114.051,-0.380056,-4.31309,-8.55174,-15.052,122.233,0,0,239.836
-36.1138,-93.4401,-0.363211,-3.08301,-10.1428,-18.5007,121.824,0,0,214.38
-33.4276,-102.964,0.750466,-2.80043,-12.0742,-21.5372,121.671,0,0,217.364
-34.7337,-104.722,-1.5591,-3.78799,-7.31718,-20.0067,125.895,0,0,226.551
-35.7091,-101.791,-0.2689,-2.47896,-7.50487,-17.6991,127.496,0,0,230.477
-33.4467,-103.17,-0.249407,-2.82064,-11.0722,-18.0931,124.461,0,0,223.286
-35.7947,-98.8076,-0.463567,-3.13695,-8.0687,-17.6192,124.855,0,0,223.876
-34.9214,-95.381,-0.0608447,-1.62309,-11.3382,-15.9963,121.157,0,0,216.047
-37.6222,-93.5726,-0.586678,-3.04774,-9.93734,-15.82,125.681,0,0,222.154
-34.2415,-97.1651,0.00663862,-1.7661,-9.83555,-19.3368,123.653,0,0,219.079
-36.9055,-98.6677,0.0159309,-3.59726,-9.59384,-17.1861,122.516,0,0,223.33
-41.1103,-99.2771,-0.782379,-2.53955,-11.3828,-19.7856,123.017,0,0,222.232
-37.343,-93.0917,-0.957767,-2.4069,-10.4292,-17.2557,130.494,0,0,224.815
-37.2515,-92.622,-1.6455,-2.55881,-10.3159,-17.2124,130.317,0,0,223.73
-34.5312,-89.0123,-1.36959,-2.87502,-9.73771,-14.8086,129.097,0,0,219.017
-32.5116,-101.783,-0.633756,-3.28118,-11.7583,-17.7801,127.227,0,0,221.803
-32.7274,-98.4807,-1.41458,-3.83371,-10.6042,-14.1734,129.192,0,0,224.167
-35.0193,-96.8866,0.63526,-3.45305,-11.2517,-17.5318,127.166,0,0,223.068
-34.822,-92.0678,-0.987398,-3.27016,-9.35657,-12.3237,126.918,0,0,222.09
-35.2513,-99.2224,-0.0962344,-3.43596,-12.8247,-19.4039,122.06,0,0,215.413
-33.6146,-107.703,-0.183486,-3.67347,-11.4816,-17.1277,120.687,0,0,224.039
-36.8056,-95.9432,-0.434559,-4.09129,-10.5913,-21.9082,122.1,0,0,211.76
-38.1711,-98.868,1.06508,-4.10202,-11.5018,-21.8295,123.651,0,0,217.634
-34.3039,-99.9636,-1.37123,-0.874914,-9.10917,-17.0107,120.293,0,0,220.806
-37.6734,-98.4317,-1.49685,-2.70914,-9.51237,-18.0714,121.318,0,0,219.235
-34.1647,-105.503,-1.72339,-2.99768,-11.5117,-21.1452,123.405,0,0,219.408
-34.1691,-104.159,-1.58121,-2.63764,-11.9067,-19.5644,123.318,0,0,219.908
-36.9665,-89.6289,-0.991107,-3.49452,-8.23821,-14.5436,123.853,0,0,218.458
-33.7399,-110.693,-0.102011,-3.858,-12.2847,-19.7,117.634,0,0,218.635
-33.3709,-98.4991,0.190087,-3.15731,-8.40907,-16.0107,119.899,0,0,219.096
-36.8925,-96.1064,-0.794962,-4.23145,-13.2267,-21.9404,120.873,0,0,207.255
-33.3038,-94.116,-0.297845,-3.60644,-9.72721,-18.932,119.965,0,0,208.406
-31.8092,-96.4613,-0.213105,-3.3965,-9.71106,-19.4974,119.12,0,0,208.252
-38.3191,-93.5226,-0.241316,-3.61236,-11.7824,-18.8899,123.011,0,0,214.807
-34.5564,-98.3838,-1.20265,-3.40797,-10.2109,-19.6175,118.733,0,0,210.778
-36.574,-100.023,-0.567077,-2.46272,-10.235,-19.641,124.594,0,0,222.054
-35.0622,-118.18,-0.223478,-2.82179,-12.1303,-18.8695,119.591,0,0,231.697
-35.535,-100.417,0.0916456,-3.14843,-8.47486,-15.323,119.311,0,0,223.781
-35.9414,-97.6124,0.56623,-3.99242,-12.6465,-16.9309,120.573,0,0,216.23
-37.5416,-99.3889,1.06708,-4.23115,-14.1135,-19.3249,121.719,0,0,216.245
-37.0972,-99.5765,-0.889983,-3.89209,-9.43553,-17.6947,119.592,0,0,219.408
-37.2561,-97.4258,0.370783,-3.41227,-9.52961,-19.4046,120.237,0,0,217.156
-37.8323,-93.7844,2.98917,-3.44793,-8.43679,-17.938,124.368,0,0,223.249
-38.1427,-103.622,0.801582,-2.8513,-12.1812,-22.273,124.727,0,0,223.755
-38.2384,-93.9775,-0.294167,-3.10186,-8.39788,-16.6183,126.073,0,0,224.915
-36.832,-107.9,1.09909,-3.57883,-10.1656,-20.0506,123.969,0,0,229.328
-36.2582,-106.922,-0.949519,-2.7728,-10.6179,-19.0272,120.163,0,0,224.998
-36.2265,-100.928,2.74844,-3.83792,-10.2596,-16.8133,122.562,0,0,225.52
-34.1841,-114.938,-1.61977,-4.19003,-9.74748,-21.5152,124.861,0,0,231.4
-33.4611,-107.819,1.63337,-3.95398,-8.21365,-8.89385,126.042,0,0,240.98
-33.7734,-102.533,1.49304,-4.15321,-9.42682,-13.2155,123.424,0,0,228.215
-36.6482,-115.153,-0.182559,-4.08746,-11.1803,-26.3712,124.778,0,0,228.067
-33.6313,-97.1068,0.279441,-3.42748,-11.0979,-20.4542,122.714,0,0,213.893
-36.3685,-111.997,-0.518738,-3.324,-11.663,-18.1305,117.825,0,0,226.348
-31.7998,-94.0615,0.411634,-1.47112,-5.45315,-12.6875,123.724,0,0,225.924
-36.8033,-100.096,-0.74513,-3.75011,-10.0011,-20.0941,120.867,0,0,217.106
