"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat","valid","Q5","Q50","Q95","MCSE_Q2.5","MCSE_Q25","MCSE_Q50","MCSE_Q75","MCSE_Q97.5","MCSE_SD","Bulk_ESS","Tail_ESS"
"VHSV_age3_4_mort_93",0.109162970686643,0.00144128027855719,0.0689247133230865,0.00655552417996597,0.0546431767720606,0.100722125913079,0.153375463306495,0.264434274945475,2255,1.00177642178799,1,0.0126841434972039,0.100722125913079,0.233785962856841,0.001052832661121,0.00173507747607194,0.0019100824717416,0.00175216282453212,0.00482185124617088,0.00101926906396099,1936,1532
"ICH_age5_8_mort_93",0.235952848253604,0.00232726365984697,0.0735429141680538,0.0836258311975985,0.189541291720812,0.237089238160267,0.284545092586999,0.374719511454055,989,1.00171672131177,1,0.115588762101243,0.237089238160267,0.351983525466829,0.0214187551024337,0.00222591729018311,0.00125434281601625,0.0012503294428888,0.00229311689285155,0.00164610480258968,1289,472
"Z_9",0.898503015645146,0.00186176971677061,0.123318444649222,0.684035468442361,0.811577446225461,0.892239629358168,0.976234284480838,1.15884498139326,4292,1.00022809343496,1,0.711399310822746,0.892239629358168,1.11000647487958,0.00617268060436482,0.00167561562059615,0.00193911419555259,0.00339333519465101,0.00905427345130627,0.0014166923911273,4984,2638
"mat_par_1",0.598681512072674,0.000420067595377892,0.0398538230959671,0.523732732400537,0.570987317166281,0.598695369639886,0.625051493152162,0.678498652953949,8927,1.00060985352073,1,0.534468891810014,0.598695369639886,0.664211305537959,0.00122205578993873,0.000639946526537261,0.000653665796389757,0.000769809579785286,0.00306271192037399,0.000307329791267039,9506,3259
"mat_par_2",0.943987962004937,0.000385753417218434,0.0324047797889693,0.867663925023004,0.924663124012162,0.949185250964782,0.968653763269134,0.991151516707196,6994,1.00013867980073,1,0.882303822409747,0.949185250964782,0.987032095826307,0.00215740063202641,0.000609007278335461,0.000596096377736166,0.000627346936974749,0.000769605677785723,0.000274375061728734,5687,3227
"seine_vuln_alpha",3.66750496701535,0.00180528387614869,0.103587042177735,3.45887757189555,3.60320691481762,3.67148122637776,3.73515019298151,3.87118968708674,3239,1.0020409211743,1,3.49929325035032,3.67148122637776,3.83176753865743,0.0116590106713468,0.00207277528305405,0.00158017581985792,0.00158504061285769,0.0071954628616866,0.00127664157122018,4115,1814
"seine_vuln_beta",2.89676487328337,0.0123008215658669,0.459247530391751,2.23120313022887,2.6110396477997,2.8348127120898,3.10296812234339,3.95448073749335,1385,1.00120884221737,1,2.31683842058157,2.8348127120898,3.64688898086621,0.0101722521153851,0.00550202799500288,0.0045884144165409,0.0103112961110559,0.103241586018576,0.0105947057071515,4507,1510
"loginit_pop[1]",5.60445960071268,0.00157621854992478,0.157596152987755,5.29077799720079,5.49820898376641,5.60553921785122,5.70926544569229,5.91378279607796,9747,0.999816824286332,1,5.34390144127298,5.60553921785122,5.8654696067369,0.0103353278153033,0.0031391767607003,0.00199817404851332,0.00381995943748947,0.0079382834833952,0.00111648246018419,9899,3795
"loginit_pop[2]",4.9999810384596,0.00189494558521814,0.200609063310608,4.59462422658058,4.8661353314929,5.00468277912058,5.13716784593912,5.38414356084481,11091,1.006841950701,1,4.66414095630189,5.00468277912058,5.32343713857615,0.00849171458377018,0.00407736314220353,0.00299301790069029,0.00354257084625553,0.00861172160286783,0.00133996374874258,11472,3545
"loginit_pop[3]",5.40932601354506,0.00203958877597899,0.199350239317783,5.00539378931303,5.27806237162189,5.41423786109763,5.54230282924049,5.78215649251333,9431,1.00104744796201,1,5.07355794267907,5.41423786109763,5.72762580469711,0.00983401119235694,0.00415882951783031,0.00275111261830485,0.00330880081098828,0.0064792547301975,0.00144225108436005,9862,2895
"loginit_pop[4]",6.26938879917657,0.00133991200366679,0.127360372786952,6.02932298849264,6.18317218845275,6.26770113462146,6.35648470370497,6.52677162435791,8747,1.00178907828261,1,6.06388597671716,6.26770113462146,6.48535040226685,0.00541235293524256,0.00250287168123764,0.0016377504763474,0.00286096340479203,0.00812286211159075,0.000954408783274189,9109,3097
"loginit_pop[5]",4.2680335591142,0.0046417857220258,0.308703138954895,3.66684295021288,4.05385745188306,4.26936013434387,4.47359667596402,4.89069643147305,4391,1.00174857923885,1,3.75558087341067,4.26936013434387,4.77855814187405,0.0136608417075241,0.00830554260772187,0.00600009738362539,0.00565211599815951,0.0142981916126481,0.00328245462918169,4315,2292
"logmdm_c",5.9167663497407,0.00150967673554271,0.134594371662461,5.65416097484553,5.82479377091789,5.91496243406838,6.00653487140596,6.18675750375369,7790,1.00126498510881,1,5.70042392381128,5.91496243406838,6.14460748460978,0.00764478807272528,0.00276096157846073,0.00194535824337905,0.00202541614721641,0.00570363209031832,0.00106810378762908,7943,3398
"milt_add_var",0.395071785273035,0.000509618504757963,0.0439896293809996,0.31814550463157,0.364302937574377,0.391761397171924,0.422981184124567,0.487897525097233,7361,0.999801682821461,1,0.328279543083223,0.391761397171924,0.472479252060174,0.0015527924891304,0.000616925560526255,0.000770302375824539,0.00101098057749591,0.00267132567867964,0.000379691217745881,8190,3505
"ADFG_hydro_q",-0.51526553487339,0.00222599825983342,0.204705370629896,-0.920956144488459,-0.654080192157711,-0.513463417397441,-0.378112221143607,-0.112908386596468,8330,1.00003445066377,1,-0.852186415893061,-0.513463417397441,-0.184086742913886,0.0110693583236778,0.00417781616306367,0.0036216745517228,0.00367573775633678,0.00833941289185169,0.00183720393210417,8497,3645
"ADFG_hydro_add_var",0.309365520308979,0.000706673006996243,0.0643105493970868,0.195644146758579,0.263908499575309,0.304942596049611,0.350119753741152,0.446716788557637,8187,1.00060185481941,1,0.211317044544171,0.304942596049611,0.421909755801385,0.00248687761162061,0.000977554252036023,0.000936002511986667,0.00141724784093733,0.00344306902975042,0.000560471336814907,9477,3470
"PWSSC_hydro_q",-0.238658913755975,0.0015514845027073,0.149806386665345,-0.539362652806298,-0.338277688637366,-0.236183305004297,-0.135182416029124,0.047220630325186,9219,1.00039710542366,1,-0.489179343020109,-0.236183305004297,0.00521630897969726,0.00801277064964179,0.00290711777352071,0.00258051067109388,0.00269889418664215,0.00634580114361905,0.00146382040930045,9367,3012
"PWSSC_hydro_add_var",0.377785838774184,0.000740789854975566,0.0465195273288447,0.294781733866952,0.345916718548488,0.374363377726043,0.406647254059653,0.475583723673619,3912,1.00054301872999,1,0.306688523498249,0.374363377726043,0.457828229494709,0.00143733504478066,0.000645948430832322,0.00069221272680417,0.00121202527016928,0.00435392694142303,0.000585202706119517,5263,2169
"log_juvenile_q",4.28920333025954,0.00476083338497234,0.323390658483552,3.69706044958919,4.06963273442469,4.2811048591464,4.48879451945852,4.94659822096315,4594,1.00054059010541,1,3.78031779407418,4.2811048591464,4.84135871046693,0.0111051354022509,0.00629133731484899,0.00362476022622715,0.00651430799450559,0.0160783593795255,0.00348597837700461,5123,2843
"juvenile_overdispersion",1.81466878810126,0.0127109540137827,0.731788110139205,0.665056128236518,1.26191298796926,1.71359606150635,2.26773665873501,3.46413515896434,3291,1.00148428674353,1,0.777022812121043,1.71359606150635,3.23323967450221,0.0221051913556259,0.0168345556519932,0.0151245023277707,0.019523011870215,0.0349610940896545,0.00924515786614433,3226,3124
"annual_age0devs[1]",0.744365730256065,0.0014868143951687,0.113919098803477,0.524206727868586,0.665955078463061,0.742997647850657,0.821741489078105,0.965366015965742,5747,1.00082675452113,1,0.558105135074763,0.742997647850657,0.93172692084082,0.00325961315130741,0.0026292760688067,0.00224270493868506,0.00231284597304793,0.00468815899191988,0.00108896777892159,5904,3709
"annual_age0devs[2]",0.519305889294709,0.00148337695954656,0.121430746595155,0.284443012555107,0.436170097904842,0.515963058146828,0.601516575297399,0.760571050023165,6482,1.00147983880936,1,0.322189555863005,0.515963058146828,0.722797780475993,0.00411273769060383,0.00215225881793302,0.00152461925631453,0.00226909276191822,0.00381346477469791,0.00105502192640457,6728,3885
"annual_age0devs[3]",-0.733931073169024,0.00172107732421064,0.15028901180678,-1.03007210303183,-0.835033619687967,-0.733854130846943,-0.63529255208615,-0.437933816042453,7495,1.00072394641093,1,-0.98432698719515,-0.733854130846943,-0.482315438579155,0.00645313105901835,0.0027397379950278,0.00202357863751867,0.00309851207183875,0.0050426020286789,0.00126741289995627,7609,3767
"annual_age0devs[4]",-0.491945212993234,0.00181270886697318,0.147196959072174,-0.773943721578146,-0.591575735495791,-0.491898179691407,-0.39452447159838,-0.199378572301216,6147,1.00181048061575,1,-0.729937656280344,-0.491898179691407,-0.246160157089553,0.00739254478974782,0.00344752207311849,0.00191616606027001,0.00306126818750307,0.00857043818059644,0.00142354866957745,6445,3500
"annual_age0devs[5]",1.72419322233558,0.00205881198866918,0.110118172509536,1.51244899358602,1.64869382199727,1.72182174634913,1.79810063530136,1.94489341874424,2811,1.00099953298944,1,1.54642711337095,1.72182174634913,1.90821116203098,0.0050552800751813,0.0025226066052646,0.00197300085986729,0.00198941112082007,0.0055163054409233,0.00145594836868007,2788,1396
"annual_age0devs[6]",-0.514810362383323,0.00202549106943901,0.155410681629158,-0.816630516028133,-0.621762101680746,-0.516318093514729,-0.409826411168845,-0.202886511324858,5817,1.00189012136597,1,-0.76516222739302,-0.516318093514729,-0.256448179295995,0.00655708685568968,0.00394245239464208,0.00235218094431211,0.00319420099089207,0.00583136706929466,0.00173883414390034,5751,3188
"annual_age0devs[7]",-2.21349487006425,0.00286912103724687,0.200933053098998,-2.5526774794344,-2.36188210757414,-2.23142213407853,-2.08602990564221,-1.7788314997783,4782,1.00123148098951,1,-2.51084318650895,-2.23142213407853,-1.8574398368576,0.00535171160213022,0.00333792967625346,0.00345527459416362,0.00572905006799607,0.0112234507594957,0.0020288955985535,4949,3613
"annual_age0devs[8]",-2.14369425513537,0.00362316437005881,0.291527118710535,-2.72427141306956,-2.33903456856491,-2.14136563352355,-1.93636577797178,-1.60190728879187,6336,1.00033238904596,1,-2.63240485249997,-2.14136563352355,-1.67593923856749,0.0112639134001333,0.0073908439106436,0.00515761926003844,0.00636331262992318,0.00757108564648057,0.00266375745410625,6566,3481
"annual_age0devs[9]",1.06282156934441,0.00308290473089602,0.155620573769015,0.764777136182736,0.957075084313197,1.06096597867886,1.16638145704818,1.38120988858047,2519,1.00061606508585,1,0.810750913514511,1.06096597867886,1.32651940954927,0.00740791130549923,0.00345275237353881,0.00362682221141153,0.00360653966763902,0.00815406387886242,0.00218019241704554,2489,2037
"annual_age0devs[10]",-2.05355690716295,0.0051702893160542,0.348240228504044,-2.74056273979238,-2.28746863518975,-2.05725748767655,-1.82445429235345,-1.36394888942328,4498,1.00062062088229,1,-2.62834096131582,-2.05725748767655,-1.47865715953721,0.0175022321130198,0.00787998817365265,0.00551458828326545,0.00682695719584636,0.0145642628855116,0.0036561817129713,4541,3567
"annual_age0devs[11]",-1.19105494499558,0.00351924247757197,0.261933566834159,-1.7038255981773,-1.36999898475998,-1.18566088095892,-1.00978069844237,-0.687827667957976,5510,1.00189192711862,1,-1.62469644222798,-1.18566088095892,-0.771985006649662,0.0134173347337221,0.00596458997486593,0.00441223130211732,0.00511494637726084,0.0096563560620897,0.00253152651731603,5574,4378
"annual_age0devs[12]",-2.90935088315338,0.0050211056437241,0.391575918498944,-3.70464646995949,-3.17443994678623,-2.89863330570239,-2.62780383627859,-2.18837195468708,6043,1.00085741542882,1,-3.56035858832186,-2.89863330570239,-2.29290820358834,0.0172955344313452,0.00867852140433145,0.00654629684558605,0.00663275569590649,0.0141961608135146,0.00362204400175875,6205,4089
"annual_age0devs[13]",-1.24234656774656,0.0015762122775834,0.155163384633575,-1.54668180696912,-1.3464633862283,-1.24378005740418,-1.13805112439411,-0.939758363188629,9567,1.00283261586673,1,-1.49735242918045,-1.24378005740418,-0.988355707448908,0.00629840995631881,0.00260280275025604,0.00200151904919554,0.00241997864857879,0.0075142242581574,0.00112774005826626,9690,3634
"annual_age0devs[14]",-1.77079495874116,0.0017055880945778,0.168152138417336,-2.09149755216422,-1.8846553786634,-1.77381723173994,-1.65992379345718,-1.43545005647183,9556,1.0009966869246,1,-2.04289678240732,-1.77381723173994,-1.48816695907431,0.00786790937514503,0.00332119735146819,0.00235473440553324,0.00311709301786234,0.00726880155026777,0.00122783025842975,9671,3046
"annual_age0devs[15]",-1.02251215410481,0.00155023043111493,0.155077493479746,-1.32067578135593,-1.12801886336715,-1.02561743567952,-0.920438185706904,-0.706442426506803,9922,1.00234838544354,1,-1.27520250768895,-1.02561743567952,-0.761145565934429,0.00757092753415023,0.00308924106164721,0.00216668141636589,0.00323671703459549,0.00724801384336882,0.00110963237760901,10039,3214
"annual_age0devs[16]",-1.25681333209188,0.00170907239439506,0.181965402091353,-1.60936966174741,-1.37860799932569,-1.26016361735252,-1.13509974556491,-0.889147716161035,10948,1.00268004071237,1,-1.55288011499678,-1.26016361735252,-0.956862333121706,0.0079363320094723,0.00279001307164961,0.00258031252047619,0.00389983373196845,0.00941204508015847,0.00124696303573862,11249,2973
"annual_age0devs[17]",-3.66207636385906,0.00428525574091969,0.403450494245952,-4.4913888437413,-3.92419117257315,-3.64374656317184,-3.37805705965473,-2.94060701514151,8821,1.00181458949917,1,-4.35863591335835,-3.64374656317184,-3.03748787168453,0.0200206428838543,0.00985461387342346,0.00469954608199696,0.0049630166061152,0.0130117238154788,0.00321042549642044,9546,3527
