53124.1,53785,45226.3,61801.9,73011.9,82910.5,72748.1,95733.3,105958,97767.2,82876.4,77949.6,66888.1,33927,18623.7,18585.5,18053.4,19549.9,15886,11596.3,10819.3,10105.5,14021.8,20794,21128.4,16809.4,15102.7,16810.9,20942.6,20488.7,20200,16591.3,14370.6,11590.9,9275.63,6708.69,5424.28,4907.46,5317.25,8389.11,10285.5,11844.1,13749.3,19137.4
59955.9,62382.2,55613.1,74684,88408.5,100702,85878.6,114317,124908,113845,94766,86562.2,74119.8,38568.3,20539.7,19180.3,19419.8,21683.5,16916.8,12607.3,11647.2,11314.7,14382.9,20153,19977.2,16460.5,15799,19631,23682.8,20460.9,18519.1,15189.8,13655.9,11587.1,8747.44,6345.51,4983.98,4641.6,4954.43,9374.35,12134.4,13931.5,15974.1,23212.3
66698.6,65890.5,56532.6,75570,87044.6,96760.1,81663.7,110883,123018,111211,93977.1,83167.7,66363.9,33974.6,18985.1,18216.2,17499.4,18669.3,15104.4,10936.7,10343.6,9820.84,13095,18512.5,17732,13800.8,12291.4,14073.5,17154.8,15883.4,15761,13637,12454.2,10558,8545.05,6342.5,5392.04,4969.7,5136.26,9081.08,11871.7,14090.8,17117,22975.6
48344.5,53006.6,48253.9,63495.3,73178.3,83350.9,72784.4,91199.4,99931.2,93710.9,78363.2,72180,63289.1,32114.3,14693.9,14352.3,14881.5,17487,15527.5,12872.1,12102.9,11583.7,15041.9,21320.5,20824.5,16703.7,15200.1,18387.5,22856.3,20917.5,19848.2,16444.6,14492.2,11920.5,8895.78,6103,5051.72,4723.34,5191.54,11548.8,16913.1,21080.5,24416.8,33394.3
71316.5,70187.5,60216.5,83740.9,99045.3,110977,92476.9,127174,141261,127742,106420,93523.3,75305.2,38863.7,21027.2,20294,20432.5,21928,15949.1,10696.2,9809.89,9404.93,13008.2,18596.4,18826.4,15761.9,15259.1,17687.7,20497.2,18671.5,18143.5,15228.5,13371.3,10626.4,8142.01,5494.93,4123.69,3657.66,4118.72,7372.19,9280.19,10790.7,12602.2,16628.1
41574.6,45880.2,41546.8,54780,63444.2,73513.1,65472.8,84269.2,92208.2,87837,74360.9,71064.9,63695.2,35442.2,17205.7,16455,15992.7,17869.4,15304,12442.5,12031.7,11441.6,14976.8,21551.1,21663.8,16901.1,14531.6,17139,21647.3,20201.2,18872.9,15401.2,13743.1,11678.2,9103.9,6463.26,5285.56,4920.89,5233.78,10900.7,15128.3,18692.4,20613.4,26435.4
67440.2,64728.3,54039.4,72992.4,85133.3,94009.9,79117.2,114723,129405,118997,101328,91552.1,74421,38162.2,20490.3,19975.8,19919,21481.3,16702.7,11627.5,10648.5,9956.91,13811.1,19908.3,20275.6,16644.6,15502.6,17302,19401.9,17628.2,16986,14098.6,12133.5,9267.09,7123.77,4792.99,3749.75,3539.42,4177.94,7866.27,9982.07,11789.1,13544.1,17595.9
33085.3,35436,30946.9,40215,48072.4,56825.5,50843.6,66919.7,76202.9,72960.5,61980.7,60527.2,57209.5,31201,16159.7,15104.8,14659.7,16187,13946.2,11516.2,10934.9,10363.9,13179.7,19453.8,19507.9,15039.9,12613.7,15001.5,19022,18447,17057.8,13778.9,12181.6,10312.9,8195.81,5630.82,4615.48,4283.51,4717.57,10826.6,15862.8,19684.1,21985.2,29242.6
41068.6,42473.4,37455.9,52734.6,63813.8,74144.5,65530.7,87690.1,99384,90091.7,75139.9,71230.5,65519.9,31397.7,14593.3,14241.3,14675.9,17256.7,15155.7,12202.7,11916.6,12037,15175.8,21550.3,20535.1,16605.2,15248.7,16839.4,18616.2,15537.1,14229.5,11782.1,10514.9,8972.77,6994.61,5184.99,4348.08,4171.09,4859.51,10830,15271.3,17356.5,18620.9,23146.4
54856.2,56622.1,48348.2,65636.2,76454.9,84717,72786.8,103093,116328,105784,89661.1,86757.3,77215.6,36223.3,17998.1,17281.8,17848.3,19160.2,14814.5,10796,10040.5,9602.53,12642.9,17811.5,17445.3,14767.2,14523.9,17991,23173.2,22517.2,21819.8,17916.7,15463.7,12542.9,9684.44,6709.78,5161.05,4353.9,4422.29,8535.7,11939.5,13989.5,14687.4,17697.2
54163.3,54274.8,47555,61677.8,71534.8,80440.3,67677.7,90044,100689,92013.6,77354.4,71371.5,61974.1,32531.9,18032.9,16831.3,16826.1,19078.1,15338.5,11812.2,11524.1,11793.2,15642.3,22421.3,22451.4,18494.9,17127.2,19544.3,21389.8,17518.4,15747.3,12961.4,11528,9601.55,7281.64,5177.07,4197.88,4091.11,4793.88,10173.7,13690.7,16217.7,19546.9,26024.7
45851.9,46152.5,39986.8,55764.6,66823.2,76407.2,65899.2,87209.9,99116.4,91910.7,77361.4,71388.7,62245.4,31385.9,15099.5,15465.7,15749.7,17312.2,14940.3,11824.5,10523.7,9495.7,12542.4,18959.4,19370.1,15512.8,14024.1,16478.7,20656.2,19629.2,18897.2,15489.2,13531,10994.5,8599.16,6233.96,4885.86,4115.2,4103.62,7267.38,10270.7,13003.2,15124.8,18313.6
61047.7,61296.1,52226.3,65746.3,75992.7,85102,72787.9,104746,118873,108651,93041.9,89922.9,79971.9,40639.8,20495.2,19159.5,18476.3,19955,14567.8,9993.77,10107.2,10422.1,14435,20968.7,20584.1,17081.1,15907.5,18302.2,20952.3,18696.4,17253.3,14391.3,12676.5,10379.7,7913.03,5188.7,4309.8,4499.45,5781.09,12847.6,16900.3,18944.8,21482.5,28095.2
