"Btilde_ratio","Btilde_prob","mean_ghl","mean_yield_difference","mean_lost_yield","num_KI_fisheries"
0.986868307426021,0.9,1198.72887964447,1566.57223263139,1566.57223263139,1
0.745612107113925,0.63375,1808.71466643595,7555.00648963627,7555.00648963627,0
0.962661444678337,0.92,378.898437644976,2344.4899665717,2344.4899665717,0
0.901301400311555,0.84625,1284.89486416867,2153.87876739936,2153.87876739936,1
1.02480053900982,0.90875,341.246397332603,1732.4649410489,1732.4649410489,1
0.82457666461461,0.7175,4048.49746524839,4956.63282664238,4956.63282664238,0
0.93997106782517,0.81125,780.379517910049,438.339857534822,438.339857534822,1
0.771970218283566,0.67125,803.53678821361,4670.35790911298,4670.35790911298,0
0.926352850879805,0.8475,58549.5654533255,69799.2188943523,71619.2128136121,1
0.765453242801686,0.68125,486.367288201857,1221.63411161226,1221.63411161226,1
0.759959974605291,0.69625,372.960799968632,2959.67201265039,2959.67201265039,1
0.907589115452011,0.88125,1183.74588236869,3548.4342934367,3548.4342934367,2
0.796284460459534,0.68875,6313.90408884967,6684.76128691115,6684.76128691115,1
1.14437365966443,0.745,741.787608302212,1516.379288756,1516.379288756,3
0.848773384406635,0.8225,767.407252674346,2631.57495041457,2825.56947930386,1
0.840818066582367,0.8025,2191.55766488545,5430.44428084254,5430.44428084254,3
0.88442511532346,0.88,524.285208649158,4769.63145635138,4769.63145635138,2
1.072137509767,0.8925,667.016229233583,2170.26682395889,2170.26682395889,1
0.74056814057346,0.6425,497.414146190201,1882.50389952805,1882.50389952805,5
1.20342036101078,0.68375,408.296508228507,743.455146127417,743.455146127417,1
1.04112244382351,0.8,1213.4578535941,-1572.87853586645,0,6
0.869319267128598,0.73625,29070.1360451031,37329.1195705569,37329.1195705568,3
0.926187830080255,0.835,1718.54903460138,3278.12806152773,3278.12806152773,3
0.725797451653112,0.5775,2510.21298160412,258.494127180017,1475.50382725976,0
0.813405576417417,0.745,2421.80767986249,5361.10894356429,5361.10894356429,1
1.1128885137281,0.775,1284.29809640449,779.477904087344,954.576144921877,2
0.74790449494702,0.62875,1191.74305261499,2964.93089831503,3002.74603828715,3
0.946181491951542,0.9375,455.176722065444,2232.99562915179,2232.99562915179,1
0.808917863778409,0.71875,5179.8176348625,116.635351736084,1280.70137309549,4
1.30380395375171,0.49,3240.40312348777,2345.72006773279,2345.72006773279,3
1.11331799759144,0.80375,189.790918384005,581.851422739713,581.851422739713,2
1.13169934653589,0.7925,273.878196776521,446.994052047941,446.994052047941,3
0.949634131976946,0.84,2552.76948669543,2465.88901419608,2465.88901419608,3
0.891668067068949,0.86375,2642.1709012756,2158.94978969474,2259.99120176313,0
0.889448419334384,0.915,356.983036728017,615.419622548002,870.986129741324,1
0.981404174469764,0.88,569.622708658421,-1905.14901109161,131.005257368293,6
0.777160739856524,0.725,176.928058502736,1679.11994974416,1679.11994974416,2
0.78490752517549,0.73875,480.664723757423,3960.62729455968,3960.62729455968,0
1.07199214125494,0.8375,290.493886391772,1145.6762613475,1145.6762613475,1
1.01507613962365,0.8025,1893.30236775443,2141.00742270111,2141.00742270111,0
1.17185260153685,0.7,1327.85018524011,180.212884815159,272.768547639435,2
1.0181099913851,0.90375,604.08186202688,3876.26837127924,3876.26837127924,1
0.987060811825664,0.76625,1368.02907642932,-1114.89829033794,120.408805759213,3
1.00494670930052,0.90875,1284.588985027,-277.313755490155,232.103457265784,1
0.875269261573538,0.88125,762.735017225522,3154.47653333801,3154.47653333801,0
0.977631997583717,0.9,731.816593791078,1938.7434203308,1938.7434203308,1
0.751887947650112,0.67,222.563469983447,2916.97568449387,2916.97568449387,1
1.40586165289379,0.34875,844.464138383499,1205.97158589136,1227.26752853714,1
0.857745636588557,0.83,3049.28473408767,2472.15499506461,2669.75183880971,0
0.780720350238357,0.70875,312.504054456976,2950.66353403878,2950.66353403878,1
1.02551700070676,0.875,633.995901177808,487.229303446409,487.229303446409,5
1.01241067456279,0.89625,339.403235277793,-18.827557967283,549.823579566939,2
1.03509649959203,0.91625,515.428148130713,1834.85713584146,1834.85713584146,1
0.974415734506964,0.88125,753.432930463526,49.2688324818537,565.094448137849,4
0.716889685682634,0.5375,3523.0772127862,7778.73098836511,7778.73098836511,0
0.933636914915779,0.8375,2404.7702620132,4812.34914679677,4812.34914679677,2
0.958272324087106,0.94625,1239.77922138146,2422.46334881585,2526.28790796479,1
0.91779408040202,0.84875,4341.58383333838,-14754.6289315775,173.762564196781,5
1.04646015484232,0.7875,1531.94924125912,-1204.06671198447,7.37353184337594,1
0.788001694128241,0.7,2015.90609490298,3394.85232013783,3394.85232013783,0
0.875182422839123,0.87375,307.553444773961,2168.23857177832,2168.23857177832,3
0.761835926075629,0.64625,1393.0762262687,6268.87314845279,6268.87314845279,1
0.979140321146721,0.88625,1798.78315074282,2439.23513494412,2439.23513494412,1
0.848901665275586,0.81,4003.18502768548,4806.81260554389,4806.81260554389,0
1.061353738435,0.85,698.483348430125,1652.6910170222,1652.6910170222,1
0.904941176520905,0.845,686.219800150034,851.667636275991,853.792932700559,1
0.926404782826934,0.89625,1410.14706021731,4387.16378350963,4387.16378350963,1
0.849971157685258,0.83,160.795202814886,519.912524109408,519.912524109408,1
1.25225697396966,0.5725,1398.88776764663,-1346.29516544435,0,0
0.822416990235487,0.79625,843.524766322247,1154.61721891078,1324.29749382669,0
1.01003723871118,0.89625,1434.4303648763,-57.1534299554847,402.34886073304,3
0.875924682341829,0.80375,3810.81226693425,6182.40043889726,6182.40043889726,2
