"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat","valid","Q5","Q50","Q95","MCSE_Q2.5","MCSE_Q25","MCSE_Q50","MCSE_Q75","MCSE_Q97.5","MCSE_SD","Bulk_ESS","Tail_ESS"
"VHSV_age3_4_mort_93",0.109892560734664,0.00145821073040131,0.0673342760216564,0.00673757219098591,0.0565896100971811,0.101934346007562,0.154416580788046,0.255654799795303,2114,1.00217085958408,1,0.0140380154340137,0.101934346007562,0.231548991029371,0.00117802233730555,0.00149410775140061,0.00178811196158813,0.00184624401263116,0.00418088955772217,0.00103125177439928,1747,1237
"ICH_age5_8_mort_93",0.236711570051285,0.00110003587850745,0.0701379972486208,0.100746095835358,0.188119817806393,0.23691590649714,0.282494947662629,0.38016680109144,4024,1.00226554840898,1,0.121355189659635,0.23691590649714,0.352196713466878,0.00295806789712098,0.00169898571207905,0.00147472573787881,0.00112229021768637,0.003711669658096,0.000777898642786898,3957,2513
"Z_9",0.894004678610879,0.00170883200049388,0.125005287210019,0.666894907639839,0.808995237091593,0.888345951886117,0.971322110330727,1.15592585374174,5304,1.00343324076529,1,0.698304448154367,0.888345951886117,1.11362156901319,0.00496340917093507,0.00205323415781233,0.00203048665247763,0.003012849248895,0.00850448770281742,0.00125859268308536,5602,3243
"mat_par_1",0.599475310356026,0.000495589701432436,0.0400654528963667,0.525270108787462,0.571678046200905,0.597837351529989,0.625663471127828,0.682816615756857,6448,1.00137024776705,1,0.537102686616569,0.597837351529989,0.667004260943572,0.00179193815175577,0.000708799951168682,0.000677783079814143,0.000929579785227341,0.00163903587138181,0.000357221977453339,6706,3076
"mat_par_2",0.93940227327594,0.000482748537799417,0.0345404775013152,0.860567507203508,0.918297895612955,0.943711721840733,0.966070838459344,0.991223751636787,5047,1.00000101012635,1,0.875112185816573,0.943711721840733,0.986366759843247,0.00241770981791545,0.000770142995197731,0.000694699618917882,0.000814210937586379,0.000590978362694616,0.000345189996907367,4189,2302
"seine_vuln_alpha",3.67174794910316,0.00142314068886084,0.104267851933145,3.45708993600486,3.60474307980467,3.67434610344535,3.74124106753645,3.87233763132864,5326,1.00016396451777,1,3.49982013512617,3.67434610344535,3.8363854243683,0.00686891461581385,0.00214250195933241,0.00125058681623758,0.00189285394629235,0.00354418952313362,0.00100636711363704,5498,2969
"seine_vuln_beta",2.88576797063778,0.00633730084682852,0.429625889886042,2.22551475232669,2.60835308270831,2.82857419354114,3.10122302124661,3.91801184820353,4569,1.00088950688009,1,2.30500073979784,2.82857419354114,3.62673508660911,0.0075821651650374,0.00497586438233966,0.00643932491659105,0.0104166295452257,0.0499498399998097,0.00498370968027881,6447,2596
"loginit_pop[1]",5.60761460231541,0.00195829549158658,0.15751955104855,5.3004809152049,5.50121464020878,5.60616954828792,5.71126699961539,5.91728136203811,6420,1.00077689103922,1,5.34821884532295,5.60616954828792,5.86598300019999,0.00755041283128266,0.00308922534807721,0.00229900558546436,0.00285229001974718,0.00676047529203005,0.00139106162878303,6488,3438
"loginit_pop[2]",4.99533668658788,0.00271381533569983,0.209727875837217,4.58288215079333,4.85794104831547,4.99695357180722,5.13445195010938,5.41017634060401,5937,1.00173011793966,1,4.64513384372918,4.99695357180722,5.34304672206806,0.00827833658582566,0.00477721748292304,0.00332722544975628,0.00385510520789811,0.00772239800277319,0.00191905094424969,5997,3116
"loginit_pop[3]",5.41140580041648,0.00256434880634635,0.204924399597352,4.99629075819655,5.27509717108817,5.41515545940177,5.55515412324193,5.79882883689095,6327,0.999759161810767,1,5.06247627404872,5.41515545940177,5.73101067167443,0.00879604023941738,0.00459397253847982,0.00336379390012809,0.00336901380637844,0.0120551674167979,0.00181335124901627,6487,3583
"loginit_pop[4]",6.27068406317769,0.00158679070052109,0.126465503451136,6.03090051175847,6.18595484926268,6.26822459984555,6.35341456589288,6.52210010986094,6322,1.00064714343748,1,6.0653490823346,6.26822459984555,6.4815326834528,0.00753043784580987,0.00231190911084678,0.00188230611772333,0.00228491597370173,0.00616330512275276,0.00112963165128923,6470,2492
"loginit_pop[5]",4.26418674997594,0.00491497442993235,0.306378416745314,3.68092100286275,4.05078575218563,4.26149731376897,4.47285179887072,4.87434713920325,3849,1.00037664921665,1,3.76263534690497,4.26149731376897,4.77472139688997,0.0129359288327018,0.00731744107968257,0.00671076656722214,0.00526910135014003,0.0134038095974662,0.00347567264893203,3742,2085
"logmdm_c",5.91741195502167,0.00176304950385506,0.138097992247923,5.65454042736517,5.82033657890832,5.91261000110437,6.00959580918319,6.19452999329813,6083,0.999801408030466,1,5.69953508101762,5.91261000110437,6.14982096536229,0.00496689763126579,0.002674865385492,0.00271391127904153,0.00306280740044196,0.00569407750395889,0.00124886102716419,6174,3463
"milt_add_var",0.39580877032336,0.000589674840899321,0.0440872202209971,0.31810706248516,0.364239852686201,0.393550227956085,0.423933972060025,0.490098872052997,5549,1.00113379650013,1,0.328317822711839,0.393550227956085,0.473938815823397,0.00144902283148207,0.000724261597974701,0.000748165057596201,0.000937874685113638,0.00243521868127022,0.000429715702843788,5908,3412
"ADFG_hydro_q",-0.514777729481786,0.00279558473536443,0.220541850091031,-0.941454325520051,-0.662061166794156,-0.516413747446985,-0.362342154684313,-0.090114452144792,6165,1.00083313470004,1,-0.870744771326114,-0.516413747446985,-0.159858378150225,0.00797233015097465,0.00462358987740297,0.00288777557385655,0.00487856011684329,0.00957250907773188,0.00216922833013295,6209,3521
"ADFG_hydro_add_var",0.308705264752741,0.000839930300667866,0.0623096752814472,0.199536914728828,0.262838220360354,0.306352938545473,0.348036638986315,0.443441804330946,5425,1.00003736055476,1,0.214922839782401,0.306352938545473,0.417793492083514,0.00154264159652814,0.00106317157369265,0.000863092042779318,0.0013277231630969,0.00298940003821888,0.000633714756504426,5667,3287
"PWSSC_hydro_q",-0.251054934085007,0.00196857517026683,0.158929900542728,-0.559953461334899,-0.360077997125137,-0.250436630219572,-0.141705379596024,0.0543168906732617,6404,0.999527837973063,1,-0.508958809678912,-0.250436630219572,0.00830782457946365,0.00628677545442802,0.0037099619636809,0.00233477793497094,0.00278269548802124,0.00690703106635304,0.00166969103073995,6544,3296
"PWSSC_hydro_add_var",0.376418108158136,0.00065667764263165,0.044953577897896,0.294936284609506,0.345719955130158,0.37425219528084,0.404823832662907,0.471678995045094,4639,1.00035897655571,1,0.305830133709571,0.37425219528084,0.453177982306704,0.0016111046140993,0.000905314469217877,0.000777105563898178,0.000941475066023073,0.00448268046115913,0.000498310630501724,5258,2689
"log_juvenile_q",4.31945258260407,0.00578890310131381,0.359804744452186,3.65192392559906,4.07564520532215,4.30654519921617,4.53890693174059,5.09521229740854,3811,1.00127583337605,1,3.76164697621402,4.30654519921617,4.92876839643486,0.0124931443443259,0.00525914367482372,0.00621724266646684,0.00720240423936591,0.0412467365372002,0.00425674812993924,4318,2544
"juvenile_overdispersion",1.76132904280495,0.0161047467999503,0.766751308932381,0.598364907250592,1.17947601287847,1.63961917052684,2.22615277794776,3.551652447497,2254,1.00051160820509,1,0.71950549125455,1.63961917052684,3.26861561334956,0.0206448633736038,0.0160252164146052,0.0145997327981218,0.0245039956470001,0.0393622134626685,0.0120274409248276,2184,1863
"annual_age0devs[1]",0.745461350079094,0.00153226493286034,0.119830818178282,0.514962790936782,0.66403269965297,0.744732995647217,0.824875453648605,0.986832382802011,6043,1.00241234396943,1,0.553253933259326,0.744732995647217,0.943485266754749,0.00535851142001942,0.0024909819553427,0.00178296376439757,0.00256442890806863,0.00544911611137078,0.00111794601648458,6175,3842
"annual_age0devs[2]",0.52039598241949,0.00162455255583888,0.121446367464956,0.282869438848334,0.440183781533085,0.517261341389093,0.599680794122743,0.763715473242977,5490,1.00133545780475,1,0.321320205879254,0.517261341389093,0.724824538674258,0.00699784093005995,0.00238385833150012,0.00192795905647891,0.00269421150573379,0.00705329242241248,0.00120422774565857,5610,3613
"annual_age0devs[3]",-0.730695022640796,0.00194313771978771,0.155099619336174,-1.02802219660329,-0.835448539534049,-0.732167234928808,-0.628988640782589,-0.421036402745308,6273,1.00164244478761,1,-0.987158777597301,-0.732167234928808,-0.473292647324755,0.00579486595167289,0.00350383176033375,0.00265995309625389,0.00321468685057802,0.00428264790893085,0.00137695379057215,6368,3299
"annual_age0devs[4]",-0.488162670572115,0.00196732292689056,0.148069924781698,-0.768870126202095,-0.588334774850166,-0.489408569152725,-0.390927063505522,-0.195272381096374,5441,1.00112114926102,1,-0.728929166847037,-0.489408569152725,-0.24758842571701,0.00466329076680694,0.002993889477235,0.00233082838556076,0.00362566976291934,0.00622273294518294,0.00139117901397701,5692,3406
"annual_age0devs[5]",1.7267231922,0.00163817188675701,0.110510934246383,1.5218518176324,1.65134772939662,1.72154805234718,1.79707899957452,1.95786404742842,4459,1.00200260789508,1,1.55364999870442,1.72154805234718,1.91986424216898,0.00307831716044049,0.00213783755429908,0.00211668179155744,0.00248080553868135,0.00616620650979449,0.00117435396815759,4662,3020
"annual_age0devs[6]",-0.509848756771067,0.00198218087727303,0.148748544818234,-0.786281690777774,-0.611312277454977,-0.513095511100198,-0.411561517149492,-0.207186733807598,5599,0.999809347785619,1,-0.748979278074035,-0.513095511100198,-0.2592364015694,0.00484778403227448,0.00279838432801771,0.00256139794532562,0.00327553670530101,0.00813355333927657,0.0014016861391451,5680,3584
"annual_age0devs[7]",-2.21237905547431,0.00276729218976845,0.196765829325703,-2.53955378061869,-2.35701928520142,-2.23093795635773,-2.08344939109332,-1.79158546840834,4998,1.00015134635841,1,-2.50649550391496,-2.23093795635773,-1.86335429189803,0.00603091081193208,0.00340151529220867,0.00298123962390173,0.00559574735033985,0.0113179676967361,0.00195688396866571,5419,2807
"annual_age0devs[8]",-2.1360773049751,0.00367591063205082,0.294622910972709,-2.71929300152069,-2.33243975398141,-2.13541291441685,-1.93280533653206,-1.5639055713946,6333,1.00159758027937,1,-2.63373816520963,-2.13541291441685,-1.64973101760629,0.0106822967415896,0.00596732351582263,0.00420705530593946,0.00581941366380434,0.0130512688706395,0.00263017464954047,6401,3780
"annual_age0devs[9]",1.07036184050878,0.00271870191461592,0.153851531847116,0.787751623066177,0.962238387628952,1.0630679852958,1.17129093359797,1.38866212316307,3087,1.00107020584014,1,0.833111526433709,1.0630679852958,1.33275130563428,0.00555090522190582,0.00284486467924339,0.00253170263305158,0.00367615312588754,0.0111055732944898,0.00199167324840449,3302,2789
"annual_age0devs[10]",-2.04094007223213,0.00567608029471296,0.351084225306784,-2.71900765437808,-2.28197765194743,-2.04400536894439,-1.81010703759044,-1.33186609602632,3639,1.00076212323282,1,-2.61429586054653,-2.04400536894439,-1.46327534467385,0.0105579648654688,0.00736498438829658,0.00651686666986295,0.0077865270368731,0.0234873924534504,0.00401390088985339,3877,3016
"annual_age0devs[11]",-1.18300595344763,0.0039632363284615,0.262052290015169,-1.70526102495529,-1.35707814996345,-1.1776867116047,-0.995913108238406,-0.699915323500342,4204,1.00076428040827,1,-1.63002162264225,-1.1776867116047,-0.765247163819816,0.0107589237586287,0.00619685126113101,0.00484550594808475,0.00474243279513953,0.0108115624511402,0.00286156208464944,4407,3829
"annual_age0devs[12]",-2.89767127789551,0.00582804882446386,0.386082008075047,-3.69506145402893,-3.15548595539653,-2.87584133656126,-2.62916614684798,-2.19574679880773,4326,1.0014396489055,1,-3.56170796313525,-2.87584133656126,-2.29506761730941,0.0248237365060948,0.00780521602186024,0.00851533039466457,0.00737002479128179,0.0135047959860475,0.00420099354867395,4508,3579
"annual_age0devs[13]",-1.2345943401064,0.00185669815151541,0.15365583151681,-1.53316089797827,-1.34087051369148,-1.23446105827796,-1.12918012636771,-0.936246779699726,6781,1.00043998436288,1,-1.49291628658201,-1.23446105827796,-0.984256829140947,0.0043572724168861,0.00388750414798444,0.00220142554651215,0.00327008364551862,0.00591805150250391,0.00131720661652653,6833,3668
"annual_age0devs[14]",-1.76425719118759,0.00205069070335378,0.172248213197719,-2.1050965310024,-1.88160011772952,-1.76293091323672,-1.64873743993091,-1.4301954716133,6956,1.00034631262169,1,-2.04872913924309,-1.76293091323672,-1.48554133565676,0.00690554744372784,0.00373551731080646,0.0027338871013729,0.00269058689590995,0.0075083384132828,0.0014625216021127,7055,3300
"annual_age0devs[15]",-1.01821434567822,0.00189399634039476,0.153790405626113,-1.31233127363969,-1.12107897608592,-1.02222459772731,-0.917036618774951,-0.709542299026447,6471,0.999959884439065,1,-1.26714070440851,-1.02222459772731,-0.757643682560778,0.00824387978561347,0.00353369371725876,0.00176027989783378,0.002936333405267,0.00636247520251221,0.00134420666247468,6637,3700
"annual_age0devs[16]",-1.24808314880392,0.00217701513376199,0.180482496257883,-1.59550869918521,-1.36835180436248,-1.25038449386607,-1.12858920301504,-0.893154239944097,6759,1.00099218891224,1,-1.54346793724437,-1.25038449386607,-0.949274251020653,0.00764923633544878,0.00344397239330085,0.00235888103615256,0.00388963459681069,0.00932417060347923,0.00153944749612648,6909,3619
"annual_age0devs[17]",-3.65083077959558,0.00500718002612191,0.38985473931584,-4.46748357153481,-3.90045957603706,-3.63498986277618,-3.38435199868878,-2.9303919263961,5988,1.00090373376737,1,-4.33229972118371,-3.63498986277618,-3.0346671896894,0.0180887277279145,0.00917466358103569,0.00718135939261444,0.00804538441597691,0.0136717918015075,0.00367866699007404,6374,3102
"annual_age0devs[18]",-1.99347328087461,0.00304583109829941,0.244343354793306,-2.49496589609557,-2.1519943914656,-1.99027724151859,-1.83438631985607,-1.53108668794254,6369,1.0000870157162,1,-2.40270305656864,-1.99027724151859,-1.5947954774873,0.0155892047288573,0.00473521077522499,0.00414134878739869,0.00427236828853328,0.00798170660428621,0.00219927886842103,6494,2851
"annual_age0devs[19]",-3.16701522895265,0.00490649295368241,0.394935347717398,-4.0046764839768,-3.4205152107605,-3.14917568622055,-2.89697312628032,-2.42914294460677,6429,0.999598020087613,1,-3.86417745772621,-3.14917568622055,-2.53908417170815,0.0233792713490417,0.0106256569745882,0.0060187082606209,0.00528776379811191,0.0134908596662213,0.00363890351950238,6848,3233
"annual_age0devs[20]",0.0213133414962434,0.00214985493979318,0.184194044740983,-0.336436275755789,-0.10433544260865,0.0180737127154122,0.145386982000212,0.3797636910827,7252,1.00159302727069,1,-0.275349859377021,0.0180737127154122,0.331905869007457,0.00608847287912528,0.00380514922415376,0.00327701176432971,0.00445382695209773,0.00542367297308477,0.00280242738049128,7407,3326
"annual_age0devs[21]",-1.5484384300407,0.00287991557908467,0.248830367035553,-2.0522521121605,-1.70938547196608,-1.54756279318143,-1.38567310801332,-1.06172526606549,7392,1.00135739553798,1,-1.96386674250944,-1.54756279318143,-1.13452595746382,0.00868130267671408,0.00691225441434806,0.00289768435678361,0.00518282168723605,0.0101503178557776,0.00209893458393777,7524,3621
"annual_age0devs[22]",-2.1972293824636,0.00420591411791015,0.315407154531719,-2.83424945661548,-2.40112245815287,-2.18577707083556,-1.98001605871701,-1.61599059863725,5562,1.00005185411381,1,-2.74299370447879,-2.18577707083556,-1.70182777261476,0.0171884829025162,0.00659926954615209,0.00552289476482537,0.00740897968375887,0.0142940503988385,0.00310189530058129,5781,3282
"annual_age0devs[23]",-1.87901011021029,0.00352390351085622,0.284607389679204,-2.45485174030013,-2.06238024527623,-1.8774244578022,-1.68388614148639,-1.34247326017792,6416,1.0019021192918,1,-2.35700624303129,-1.8774244578022,-1.42196775682092,0.0148172132488611,0.00630846250668116,0.00394470430533111,0.00522008486880932,0.0108632459223728,0.00256735276521082,6562,3747
"annual_age0devs[24]",-2.19636255292087,0.00353224293028779,0.289516124900324,-2.77260421493183,-2.39170799931842,-2.1898875747579,-1.99660448826,-1.65221578574798,6672,1.00121315911057,1,-2.68192988513704,-2.1898875747579,-1.73135433257754,0.0173930686609944,0.00526616146138403,0.00476312310133231,0.00552889646057375,0.0140305271513324,0.00255962434062083,6807,3672
