0.440193,0.4,0.312284,0.370894
0.332342,0.4,0.283439,0.370742
0.333872,0.4,0.396375,0.270843
0.443399,0.4,0.222194,0.492997
0.316347,0.4,0.344576,0.2555
0.318079,0.4,0.254862,0.36115
0.404917,0.4,0.287609,0.407583
0.355748,0.4,0.33627,0.456245
0.376036,0.4,0.260523,0.375471
0.411069,0.4,0.391595,0.347573
0.366851,0.4,0.252128,0.393215
0.407456,0.4,0.328081,0.338524
0.401008,0.4,0.334025,0.387863
0.356978,0.4,0.353153,0.521361
0.453888,0.4,0.247625,0.482072
0.328013,0.4,0.388412,0.272992
0.48901,0.4,0.372916,0.525486
0.498347,0.4,0.351014,0.516524
0.497542,0.4,0.351284,0.441946
0.310854,0.4,0.376437,0.303341
0.490875,0.4,0.229812,0.456478
0.431812,0.4,0.31639,0.354592
0.410996,0.4,0.381724,0.442438
0.412247,0.4,0.29222,0.367411
0.453285,0.4,0.30295,0.314086
0.436263,0.4,0.260249,0.330988
0.540681,0.4,0.268072,0.314838
0.540655,0.4,0.276994,0.422046
0.405412,0.4,0.306633,0.386032
0.404709,0.4,0.25453,0.380681
0.354845,0.4,0.330769,0.339405
0.439141,0.4,0.238102,0.38802
0.34379,0.4,0.375753,0.340266
0.386503,0.4,0.393264,0.364949
0.386953,0.4,0.448697,0.303101
0.409076,0.4,0.233777,0.436169
0.374578,0.4,0.269626,0.292096
0.414353,0.4,0.317774,0.368089
0.34549,0.4,0.337589,0.432598
0.367558,0.4,0.399101,0.463001
0.407604,0.4,0.230546,0.348469
0.397514,0.4,0.367667,0.512541
0.352082,0.4,0.30684,0.459212
0.40844,0.4,0.291406,0.349041
0.43179,0.4,0.27785,0.434127
0.394802,0.4,0.309795,0.330004
0.381404,0.4,0.321839,0.402152
0.372451,0.4,0.403336,0.350334
0.423598,0.4,0.243778,0.385512
0.405578,0.4,0.334811,0.444139
0.433786,0.4,0.309115,0.377172
0.444385,0.4,0.375447,0.323533
0.446644,0.4,0.291977,0.389464
0.340835,0.4,0.300008,0.362593
0.389276,0.4,0.263349,0.450985
0.372988,0.4,0.265374,0.359427
0.389954,0.4,0.347091,0.356318
0.402947,0.4,0.284193,0.387291
0.407585,0.4,0.304382,0.338334
0.370069,0.4,0.51459,0.352391
0.397888,0.4,0.472329,0.384657
0.475394,0.4,0.242446,0.327223
0.333539,0.4,0.359403,0.41468
0.327233,0.4,0.373491,0.412164
0.470322,0.4,0.270468,0.344686
0.459232,0.4,0.291025,0.361172
0.417311,0.4,0.333443,0.363878
0.360908,0.4,0.258311,0.39056
0.42627,0.4,0.281399,0.355376
0.344062,0.4,0.376889,0.413016
0.345995,0.4,0.376351,0.390183
0.345995,0.4,0.376351,0.390183
0.345995,0.4,0.376351,0.390183
0.455207,0.4,0.291126,0.36218
0.411782,0.4,0.306907,0.301331
0.336891,0.4,0.317354,0.458206
0.373408,0.4,0.34667,0.356345
0.42867,0.4,0.259948,0.381423
0.397447,0.4,0.386256,0.336426
0.449357,0.4,0.293203,0.394337
0.436401,0.4,0.382787,0.342072
0.436938,0.4,0.356431,0.359439
0.344434,0.4,0.236817,0.437155
0.452528,0.4,0.436876,0.395856
0.302453,0.4,0.22595,0.38473
0.400392,0.4,0.278723,0.318043
0.397335,0.4,0.312502,0.416676
0.314283,0.4,0.273945,0.36162
0.465147,0.4,0.295845,0.350832
0.366506,0.4,0.354648,0.379664
0.399789,0.4,0.310987,0.396697
0.405844,0.4,0.239751,0.345488
0.379937,0.4,0.294454,0.387805
0.327072,0.4,0.248314,0.333887
0.461668,0.4,0.261768,0.369082
0.463397,0.4,0.346753,0.30669
0.442618,0.4,0.354895,0.303954
0.421639,0.4,0.311525,0.42763
0.331831,0.4,0.237772,0.336501
0.454943,0.4,0.351795,0.386067
0.348848,0.4,0.243433,0.337766
0.420179,0.4,0.35213,0.417002
0.416682,0.4,0.333104,0.415483
0.455828,0.4,0.289961,0.387836
0.441924,0.4,0.357887,0.393365
0.357124,0.4,0.242922,0.341297
0.458349,0.4,0.366261,0.434938
0.41971,0.4,0.299258,0.43438
0.408886,0.4,0.306482,0.333068
0.400763,0.4,0.324131,0.358814
0.309147,0.4,0.255461,0.375645
0.423357,0.4,0.339005,0.361855
0.419127,0.4,0.346514,0.363103
0.401236,0.4,0.338016,0.323773
0.37094,0.4,0.239524,0.41733
0.444031,0.4,0.250165,0.313638
0.385803,0.4,0.2718,0.392988
0.41371,0.4,0.215028,0.444371
0.358807,0.4,0.389097,0.293549
0.348192,0.4,0.336355,0.364862
0.529403,0.4,0.312962,0.337183
0.396541,0.4,0.27585,0.368137
0.364581,0.4,0.233371,0.298443
0.397135,0.4,0.254487,0.329675
0.347648,0.4,0.319096,0.392716
0.374842,0.4,0.334844,0.381733
0.332659,0.4,0.367902,0.321447
0.392715,0.4,0.267574,0.388206
0.389161,0.4,0.265298,0.382494
0.435297,0.4,0.402678,0.357465
0.434052,0.4,0.302217,0.437747
0.281937,0.4,0.314765,0.315797
0.301531,0.4,0.40457,0.314769
0.497786,0.4,0.264183,0.403386
0.47937,0.4,0.316715,0.484117
0.435831,0.4,0.361945,0.443191
0.342831,0.4,0.326711,0.42566
0.442077,0.4,0.247956,0.308349
0.334109,0.4,0.338606,0.435627
0.336338,0.4,0.381973,0.38234
0.317474,0.4,0.420194,0.361639
0.314999,0.4,0.426946,0.37065
0.509549,0.4,0.268077,0.398421
0.28822,0.4,0.311035,0.355856
0.503626,0.4,0.276615,0.411267
0.329407,0.4,0.320848,0.337977
0.507754,0.4,0.275026,0.394924
0.41459,0.4,0.305979,0.363117
0.398687,0.4,0.393512,0.376226
0.369887,0.4,0.300341,0.377661
0.380682,0.4,0.238257,0.311621
0.29842,0.4,0.388754,0.395912
0.33768,0.4,0.326777,0.421336
0.326127,0.4,0.359186,0.388032
0.405033,0.4,0.265793,0.42917
