accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,lp__
0.890132,0.200602,4,15,0,205.218,-171.647
0.995259,0.200602,4,15,0,195.717,-156.359
0.952862,0.200602,5,31,0,183.98,-160.207
0.981028,0.200602,4,15,0,184.739,-156.008
0.415553,0.200602,4,15,0,184.461,-160.45
0.977777,0.200602,5,31,0,187.033,-162.028
0.889769,0.200602,5,31,0,190.498,-161.866
0.952827,0.200602,4,15,0,191.92,-166.526
0.896917,0.200602,5,31,0,217.838,-172.386
0.972776,0.200602,5,31,0,198.799,-161.236
0.92414,0.200602,5,31,0,193.067,-164.657
0.842767,0.200602,4,15,0,197.816,-174.14
1,0.200602,4,15,0,204.848,-164.94
0.974742,0.200602,4,15,0,202.206,-168.903
0.973515,0.200602,5,31,0,198.978,-165.729
0.932992,0.200602,4,15,0,202.241,-170.706
0.927748,0.200602,4,15,0,197.651,-155.094
0.924005,0.200602,4,15,0,188.633,-163.656
0.94164,0.200602,4,15,0,205.328,-161.066
0.964435,0.200602,5,31,0,191.603,-162.617
0.957394,0.200602,4,15,0,202.515,-163.365
0.930055,0.200602,5,31,0,199.78,-166.895
0.916245,0.200602,5,31,0,205.51,-164.282
0.897371,0.200602,4,15,0,204.871,-170.267
0.997621,0.200602,5,31,0,205.145,-168.356
0.978617,0.200602,4,15,0,198.758,-168.05
0.936506,0.200602,5,31,0,196.941,-167.755
0.92119,0.200602,5,31,0,198.331,-162.481
0.980695,0.200602,4,15,0,197.248,-161.333
0.97232,0.200602,4,15,0,193.38,-161.581
0.924561,0.200602,4,15,0,194.485,-160.102
0.998291,0.200602,4,15,0,190.494,-154.986
0.877849,0.200602,4,15,0,192.314,-169.566
0.931749,0.200602,5,31,0,206.999,-170.764
0.90583,0.200602,4,15,0,201.846,-164.73
0.92478,0.200602,5,31,0,191.714,-163.882
0.980386,0.200602,4,15,0,199.796,-174.228
1,0.200602,4,15,0,197.192,-169.064
0.94799,0.200602,5,31,0,215.151,-166.336
0.889225,0.200602,5,31,0,199.228,-163.217
0.941135,0.200602,4,15,0,202.536,-165.039
0.946293,0.200602,4,15,0,197.559,-165.657
0.990041,0.200602,5,31,0,198.355,-168.288
1,0.200602,5,31,0,195.039,-161.936
0.960486,0.200602,5,31,0,201.469,-164.579
0.883041,0.200602,4,15,0,198.706,-173.286
0.974265,0.200602,4,15,0,211.16,-177.24
0.991631,0.200602,4,15,0,210.381,-169.621
0.960231,0.200602,4,15,0,199.735,-160.479
0.90076,0.200602,4,15,0,192.079,-170.205
0.936366,0.200602,4,15,0,205.668,-170.763
0.962921,0.200602,5,31,0,204.264,-171.293
0.971431,0.200602,4,15,0,209.449,-177.012
0.978773,0.200602,5,31,0,221.23,-172.679
1,0.200602,5,31,0,200.157,-163.554
0.913684,0.200602,4,15,0,194.762,-171.046
1,0.200602,4,15,0,197.738,-169.378
0.938337,0.200602,6,63,0,205.562,-169.846
0.979553,0.200602,5,31,0,205.343,-172.056
0.984908,0.200602,5,31,0,205.221,-170.627
0.93477,0.200602,5,31,0,209.29,-171.666
0.963418,0.200602,5,31,0,203.084,-166.037
0.911864,0.200602,5,31,0,202.275,-167.614
0.96049,0.200602,5,31,0,196.85,-164.027
0.891543,0.200602,4,15,0,206.401,-180.305
0.988931,0.200602,4,15,0,219.32,-168.115
0.98164,0.200602,5,31,0,201.726,-170.55
0.997313,0.200602,4,15,0,193.314,-160.301
0.961108,0.200602,5,31,0,191.688,-164.208
0.912221,0.200602,4,15,0,196.354,-168.915
0.93011,0.200602,4,15,0,211.848,-177.355
1,0.200602,4,15,0,203.65,-167.258
1,0.200602,5,31,0,190.452,-160.08
0.981622,0.200602,4,15,0,187.8,-165.898
0.998443,0.200602,4,15,0,193.857,-164.93
0.965389,0.200602,5,31,0,194.571,-164.909
0.960907,0.200602,4,15,0,194.64,-164.833
0.997427,0.200602,5,31,0,207.449,-174.795
0.965725,0.200602,4,15,0,200.311,-160.816
0.985152,0.200602,4,15,0,187.406,-166.485
0.991628,0.200602,4,15,0,191.497,-163.013
0.957612,0.200602,5,31,0,201.931,-164.413
0.972347,0.200602,5,31,0,203.218,-170.28
0.988188,0.200602,5,31,0,205.658,-174.091
0.976688,0.200602,5,31,0,207.367,-170.207
0.94341,0.200602,4,15,0,202.591,-163.027
1,0.200602,4,15,0,196.04,-162.935
0.912751,0.200602,4,15,0,198.577,-165.573
0.99906,0.200602,4,15,0,197.891,-163.177
0.965227,0.200602,5,31,0,197.576,-168.798
0.983826,0.200602,4,15,0,208.441,-170.712
0.998881,0.200602,4,15,0,199.361,-161.802
0.980008,0.200602,5,31,0,187.873,-158.466
0.8861,0.200602,5,31,0,182.698,-161.208
0.758277,0.200602,4,15,0,201.132,-173.166
0.994716,0.200602,5,31,0,202.458,-166.572
0.943708,0.200602,5,31,0,203.412,-166.68
0.907963,0.200602,5,31,0,206.917,-170.676
1,0.200602,4,15,0,200.407,-166.542
0.751804,0.200602,5,31,0,196.373,-162.983
0.93941,0.200602,5,31,0,202.265,-160.859
0.96582,0.200602,5,31,0,192.75,-165.064
0.985619,0.200602,5,31,0,194.746,-164.814
0.974382,0.200602,5,31,0,193.027,-156.059
0.917911,0.200602,4,15,0,185.094,-155.907
0.921715,0.200602,4,15,0,184.249,-159.502
0.946097,0.200602,4,15,0,193.037,-159.667
0.989211,0.200602,5,31,0,188.411,-159.313
0.998366,0.200602,4,15,0,191.17,-162.301
0.939749,0.200602,4,15,0,197.534,-164.469
0.928961,0.200602,5,31,0,205.919,-172.26
0.962262,0.200602,5,31,0,210.394,-169.534
0.707013,0.200602,5,31,0,198.46,-168.618
1,0.200602,4,15,0,190.609,-161.595
0.999119,0.200602,4,15,0,188.164,-163.916
0.951875,0.200602,5,31,0,194.426,-166.624
0.994092,0.200602,4,15,0,201.181,-159.156
0.988558,0.200602,5,31,0,180.376,-159.457
0.78272,0.200602,4,15,0,191.775,-168.96
0.914746,0.200602,4,15,0,215.442,-185.808
0.885404,0.200602,5,31,0,228.95,-177.718
0.908501,0.200602,5,31,0,216.16,-182.433
0.807574,0.200602,5,31,0,220.487,-172.974
0.979783,0.200602,5,31,0,206.848,-165.509
0.993752,0.200602,5,31,0,198.391,-164.656
0.910551,0.200602,5,31,0,198.017,-165.66
0.925196,0.200602,4,15,0,208.596,-174.699
0.968619,0.200602,5,31,0,208.854,-165.61
0.988024,0.200602,4,15,0,185.063,-146.612
0.832015,0.200602,4,15,0,181.596,-155.883
0.974685,0.200602,5,31,0,182.482,-151.144
0.915768,0.200602,5,31,0,183.273,-155.25
0.805817,0.200602,4,15,0,198.885,-158.884
0.946356,0.200602,4,15,0,189.205,-162.528
0.991335,0.200602,4,15,0,190.141,-160.229
0.993355,0.200602,5,31,0,180.088,-154.896
0.933004,0.200602,4,15,0,185.384,-163.504
0.837662,0.200602,4,15,0,203.702,-168.497
0.999466,0.200602,5,31,0,201.069,-167.602
0.978658,0.200602,5,31,0,204.107,-169.717
0.992429,0.200602,4,15,0,195.532,-161.222
0.713322,0.200602,5,31,0,191.243,-161.233
0.965644,0.200602,4,15,0,192.023,-164.687
0.996829,0.200602,4,15,0,193.034,-159.195
0.793763,0.200602,4,15,0,200.352,-173.188
0.975529,0.200602,4,15,0,211.073,-163.626
0.873631,0.200602,4,15,0,198.325,-162.78
0.0481336,0.200602,4,15,0,202.708,-166.337
0.783418,0.200602,4,15,0,196.007,-162.698
0.926916,0.200602,5,31,0,195.987,-164.361
0.982995,0.200602,5,31,0,198.398,-168.138
1,0.200602,4,15,0,199.934,-162.173
0.966511,0.200602,4,15,0,195.764,-167.774
0.201999,0.200602,5,31,0,195.263,-164.137
0.948761,0.200602,4,15,0,196.258,-164.574
0.987145,0.200602,4,15,0,193.33,-161.573
0.968528,0.200602,4,15,0,190.84,-164.211
0.81601,0.200602,4,15,0,204.437,-168.418
1,0.200602,4,15,0,203.169,-162.354
0.919414,0.200602,4,15,0,202.092,-154.501
0.804631,0.200602,4,15,0,189.833,-158.413
0.971735,0.200602,5,31,0,191.739,-168.228
0.971591,0.200602,5,31,0,200.526,-167.171
0.996981,0.200602,5,31,0,199.066,-166.413
0.945071,0.200602,5,31,0,207.111,-173.923
0.953243,0.200602,5,31,0,209.996,-170.056
1,0.200602,5,31,0,198.943,-163.99
1,0.200602,5,31,0,188.732,-161.539
0.977212,0.200602,5,31,0,189.703,-169.571
0.955505,0.200602,5,31,0,209.026,-171.511
1,0.200602,4,15,0,203.686,-159.737
0.897597,0.200602,4,15,0,196.926,-159.926
0.982152,0.200602,4,15,0,186.487,-163.077
4.17669e-07,0.200602,6,47,0,195.563,-167.784
0.987136,0.200602,4,15,0,199.996,-160.238
0.889408,0.200602,4,15,0,190.443,-162.44
0.945709,0.200602,4,15,0,196.633,-171.818
0.96798,0.200602,5,31,0,205.81,-172.01
0.820479,0.200602,4,15,0,203.748,-168.939
0.978385,0.200602,4,15,0,188.713,-151.702
0.667282,0.200602,4,15,0,194.259,-173.112
0.991037,0.200602,4,15,0,208.53,-171.9
0.971017,0.200602,4,15,0,203.156,-172.409
0.983801,0.200602,5,31,0,212.401,-171.021
1,0.200602,5,31,0,194.474,-160.029
0.732214,0.200602,5,31,0,203.629,-168.348
0.941515,0.200602,5,31,0,203.695,-178.75
1,0.200602,5,31,0,205.527,-169.119
0.988895,0.200602,4,15,0,197.496,-161.22
0.850492,0.200602,4,15,0,196.622,-165.753
0.954039,0.200602,4,15,0,206.161,-176.103
0.74243,0.200602,5,31,0,221.033,-185.942
0.977772,0.200602,4,15,0,223.736,-179.528
0.999557,0.200602,4,15,0,215.977,-177.54
0.66293,0.200602,5,31,0,213.051,-172.152
0.987218,0.200602,5,31,0,211.888,-176.375
0.985676,0.200602,5,31,0,217.269,-173.473
0.998097,0.200602,4,15,0,201.708,-167.171
0.958672,0.200602,4,15,0,201.07,-169.454
0.856506,0.200602,5,31,0,207.872,-179.059
0.992366,0.200602,4,15,0,211.483,-179.967
0.993223,0.200602,5,31,0,217.838,-179.143
0.95988,0.200602,5,31,0,214.602,-173.028
0.982559,0.200602,5,31,0,208.608,-171.124
0.998235,0.200602,5,31,0,199.448,-166.794
0.972725,0.200602,5,31,0,196.709,-160.775
0.973854,0.200602,4,15,0,194.717,-160.26
0.902342,0.200602,4,15,0,199.015,-163.583
0.849948,0.200602,4,15,0,192.095,-159.313
0.871016,0.200602,5,31,0,201.73,-175.236
0.986675,0.200602,4,15,0,206.034,-162.834
0.997647,0.200602,4,15,0,188.116,-164.992
1,0.200602,5,31,0,195.491,-164.85
0.872464,0.200602,5,31,0,194.766,-160.992
0.9554,0.200602,4,15,0,193.151,-161.035
0.918585,0.200602,4,15,0,190.554,-165.964
0.979271,0.200602,5,31,0,204.121,-169.815
0.96672,0.200602,4,15,0,200.336,-166.392
0.98575,0.200602,5,31,0,194.703,-166.415
1,0.200602,4,15,0,193.071,-163.846
0.806054,0.200602,4,15,0,203.019,-157.062
0.959564,0.200602,4,15,0,195.036,-166.589
0.521264,0.200602,5,31,0,206.988,-172.477
0.993728,0.200602,4,15,0,204.152,-166.372
0.998019,0.200602,5,31,0,196.493,-160.786
0.972203,0.200602,4,15,0,191.292,-157.368
0.900862,0.200602,5,31,0,197.304,-161.911
0.975514,0.200602,5,31,0,194.11,-163.932
0.986169,0.200602,4,15,0,199.626,-160.241
0.993531,0.200602,5,31,0,191.579,-163.223
0.963424,0.200602,4,15,0,203.068,-171.65
0.439678,0.200602,5,31,0,204.199,-176.199
1,0.200602,5,31,0,209.108,-171.544
1,0.200602,5,31,0,194.731,-159.203
0.996492,0.200602,4,15,0,183.989,-153.34
0.945216,0.200602,4,15,0,181.347,-161.567
0.955837,0.200602,5,31,0,197.51,-164.3
0.916136,0.200602,4,15,0,205.703,-175.297
0.996098,0.200602,5,31,0,207.44,-174.345
1,0.200602,4,15,0,198.487,-166.826
0.985779,0.200602,5,31,0,202.519,-170.887
0.715046,0.200602,5,31,0,212.245,-172.098
0.969073,0.200602,4,15,0,210.325,-168.753
0.994435,0.200602,4,15,0,206.798,-172.279
0.693642,0.200602,5,31,0,198.203,-170.709
0.998866,0.200602,5,31,0,205.179,-172.358
0.197873,0.200602,4,15,0,205.059,-162.253
0.968043,0.200602,4,15,0,191.731,-162.441
0.868753,0.200602,4,15,0,192.464,-159.127
0.985873,0.200602,4,15,0,188.919,-162.03
1,0.200602,4,15,0,190.166,-160.99
0.977349,0.200602,4,15,0,198.14,-165.333
0.964786,0.200602,5,31,0,203.214,-168.385
1,0.200602,4,15,0,194.208,-160.183
0.889916,0.200602,5,31,0,200.96,-165.835
0.993676,0.200602,5,31,0,197.216,-165.582
0.842264,0.200602,4,15,0,194.714,-162.304
0.973825,0.200602,5,31,0,201.075,-159.891
0.956198,0.200602,4,15,0,192.424,-164.626
0.968845,0.200602,4,15,0,203.992,-166.207
0.916301,0.200602,4,15,0,211.228,-176.558
0.991514,0.200602,4,15,0,205.687,-170.305
0.954205,0.200602,5,31,0,205.65,-173.215
1,0.200602,4,15,0,193.973,-160.777
0.898856,0.200602,4,15,0,194.516,-163.044
0.993527,0.200602,5,31,0,193.134,-161.477
0.999519,0.200602,4,15,0,181.201,-159.638
0.977121,0.200602,5,31,0,186.877,-157.839
0.860437,0.200602,4,15,0,197.33,-175.537
1,0.200602,4,15,0,207.419,-170.841
0.999307,0.200602,5,31,0,204.289,-173.641
0.984285,0.200602,4,15,0,217.548,-179.114
1,0.200602,4,15,0,203.539,-164.583
0.77401,0.200602,4,15,0,212.201,-179.536
1,0.200602,4,15,0,206.792,-163.088
0.921239,0.200602,4,15,0,196.172,-169.329
0.893026,0.200602,4,15,0,208.589,-170.042
0.976472,0.200602,5,31,0,207.842,-177.294
0.995338,0.200602,5,31,0,216.162,-177.006
1,0.200602,5,31,0,208.736,-165.171
0.95256,0.200602,5,31,0,198.151,-167.479
0.967443,0.200602,5,31,0,197.328,-162.24
0.961542,0.200602,5,31,0,196.126,-165.286
0.952632,0.200602,5,31,0,198.104,-170.109
0.835837,0.200602,4,15,0,212.035,-174.922
0.946412,0.200602,4,15,0,211.673,-178.212
0.996006,0.200602,5,31,0,211.639,-175.67
0.996983,0.200602,5,31,0,207.157,-168.65
0.883398,0.200602,5,31,0,196.994,-169.168
0.996393,0.200602,5,31,0,196.94,-164.748
0.938482,0.200602,4,15,0,205.709,-171.925
0.985868,0.200602,4,15,0,202.88,-162.933
0.978184,0.200602,4,15,0,202.43,-164.004
0.858078,0.200602,4,15,0,201.316,-171.211
0.924811,0.200602,4,15,0,218.615,-190.374
0.978233,0.200602,5,31,0,229.734,-181.564
1,0.200602,5,31,0,210.392,-172.677
0.982358,0.200602,5,31,0,205.835,-174.516
0.984759,0.200602,4,15,0,203.483,-167.688
0.995154,0.200602,4,15,0,198.801,-169.499
0.958096,0.200602,4,15,0,212.815,-168.914
0.980996,0.200602,5,31,0,206.919,-168.049
0.871267,0.200602,5,31,0,206.215,-166.746
0.946292,0.200602,5,31,0,205.7,-171.433
0.934664,0.200602,5,31,0,209.591,-175.398
1,0.200602,5,31,0,212.642,-173.219
0.875423,0.200602,4,15,0,203.267,-171.63
0.353536,0.200602,5,31,0,206.811,-178.405
0.955929,0.200602,5,31,0,210.315,-172.522
0.996996,0.200602,5,31,0,207.647,-178.22
1,0.200602,4,15,0,205.92,-170.212
0.983964,0.200602,5,31,0,207.219,-174.734
0.973941,0.200602,5,31,0,210.879,-172.207
0.995958,0.200602,4,15,0,201.944,-168.405
0.986488,0.200602,6,63,0,203.328,-168.406
0.984216,0.200602,5,31,0,199.985,-169.181
0.988159,0.200602,5,31,0,199.318,-165.498
0.964018,0.200602,4,15,0,191.167,-158.976
0.882,0.200602,4,15,0,196.997,-173.145
0.919812,0.200602,5,31,0,214.405,-176.327
0.997408,0.200602,5,31,0,205.571,-162.155
0.91879,0.200602,5,31,0,195.699,-161.64
0.868177,0.200602,5,31,0,198.002,-170.959
0.932068,0.200602,5,31,0,203.143,-169.713
0.999451,0.200602,5,31,0,200.778,-166.271
0.970839,0.200602,5,31,0,203.857,-170.413
0.99197,0.200602,5,31,0,205.481,-171.048
0.980302,0.200602,4,15,0,195.626,-163.656
0.987322,0.200602,4,15,0,194.567,-157.999
0.843607,0.200602,4,15,0,201.664,-172.379
0.915422,0.200602,5,31,0,216.576,-184.582
1,0.200602,5,31,0,215.445,-176.856
0.992924,0.200602,5,31,0,206.406,-169.185
0.996173,0.200602,5,31,0,202.13,-169.961
0.980842,0.200602,4,15,0,203.777,-168.146
0.937646,0.200602,4,15,0,205.032,-175.908
1,0.200602,4,15,0,206.297,-169.194
0.970336,0.200602,5,31,0,207.24,-172.789
0.920748,0.200602,4,15,0,212.559,-167.986
0.995482,0.200602,5,31,0,200.16,-173.836
0.992765,0.200602,4,15,0,204.399,-175.192
0.840289,0.200602,5,31,0,210.416,-169.918
0.98167,0.200602,4,15,0,202.471,-169.762
0.99356,0.200602,4,15,0,209.311,-179.906
1,0.200602,4,15,0,206.877,-165.522
0.975686,0.200602,4,15,0,191.203,-163.763
0.99844,0.200602,4,15,0,183.42,-152.905
0.880532,0.200602,4,15,0,190.981,-167.351
0.0849581,0.200602,5,31,0,207.649,-169.006
0.908483,0.200602,4,15,0,205.49,-172.323
0.98387,0.200602,5,31,0,204.523,-176.454
0.975733,0.200602,5,31,0,212.403,-175.309
0.38578,0.200602,5,31,0,221.814,-172.536
0.993056,0.200602,5,31,0,201.613,-170.754
0.987456,0.200602,5,31,0,203.159,-167.159
0.975659,0.200602,5,31,0,199.483,-166.501
0.988661,0.200602,5,31,0,198.737,-167.166
0.965856,0.200602,4,15,0,205.939,-170.731
0.993357,0.200602,5,31,0,194.767,-171.463
0.994843,0.200602,4,15,0,205.748,-167.109
0.849272,0.200602,5,31,0,195.295,-162.746
0.907583,0.200602,4,15,0,211.011,-177.108
1,0.200602,5,31,0,202.321,-172.064
0.989578,0.200602,5,31,0,210.107,-172.905
1,0.200602,4,15,0,199.496,-157.592
0.97482,0.200602,5,31,0,183.241,-160.924
0.942245,0.200602,4,15,0,193.303,-161.275
0.950393,0.200602,4,15,0,198.224,-159.276
0.966239,0.200602,4,15,0,191.753,-166.156
0.533808,0.200602,5,31,0,208.869,-176.396
0.973915,0.200602,5,31,0,211.305,-171.085
0.684151,0.200602,4,15,0,203.089,-168.052
0.84791,0.200602,5,31,0,214.24,-175.391
0.926544,0.200602,5,31,0,209.247,-176.322
0.988814,0.200602,4,15,0,210.898,-166.404
0.945601,0.200602,5,31,0,197.949,-170.691
0.861873,0.200602,5,31,0,199.076,-164.656
0.991428,0.200602,5,31,0,189.341,-157.164
0.883848,0.200602,4,15,0,193.107,-172.438
1,0.200602,5,31,0,209.207,-173.063
0.95047,0.200602,4,15,0,202.683,-177.31
1,0.200602,4,15,0,211.206,-171.473
0.985603,0.200602,4,15,0,200.613,-169.561
0.986757,0.200602,5,31,0,204.354,-164.159
0.980987,0.200602,5,31,0,197.77,-168.383
0.969355,0.200602,4,15,0,215.053,-176.999
1,0.200602,4,15,0,201.294,-166.359
0.96342,0.200602,5,31,0,196.119,-159.413
0.84674,0.200602,4,15,0,204.747,-171.717
0.973927,0.200602,4,15,0,206.574,-177.074
0.945364,0.200602,4,15,0,208.038,-152.418
0.928801,0.200602,4,15,0,184.445,-157.59
0.870024,0.200602,4,15,0,197.599,-171.524
0.998602,0.200602,4,15,0,201.563,-164.683
0.995224,0.200602,5,31,0,194.825,-163.847
0.908425,0.200602,4,15,0,202.859,-173.144
0.885171,0.200602,4,15,0,217.124,-178.092
1,0.200602,5,31,0,210.267,-174.183
1,0.200602,4,15,0,211.064,-175.469
0.955085,0.200602,5,31,0,211.477,-180.426
0.972772,0.200602,5,31,0,224.525,-174.537
0.998256,0.200602,5,31,0,207.426,-169.96
0.933454,0.200602,5,31,0,208.392,-173.495
1,0.200602,4,15,0,199.655,-166.216
0.994303,0.200602,5,31,0,195.912,-165.005
0.958863,0.200602,4,15,0,198.024,-171.762
0.915527,0.200602,4,15,0,217.024,-180.542
0.98477,0.200602,5,31,0,220.033,-177.04
0.983342,0.200602,5,31,0,218.405,-167.889
0.935973,0.200602,5,31,0,201.642,-170.915
0.998215,0.200602,5,31,0,193.956,-166.822
0.797274,0.200602,4,15,0,210.168,-177.621
0.795731,0.200602,4,15,0,211.282,-173.214
0.997881,0.200602,5,31,0,205.436,-176.307
1,0.200602,4,15,0,203.022,-170.674
0.901046,0.200602,4,15,0,217.513,-179.777
0.946885,0.200602,4,15,0,218.162,-180.989
0.970413,0.200602,4,15,0,217.383,-172.86
0.944846,0.200602,4,15,0,203.944,-168.912
0.942028,0.200602,4,15,0,207.478,-171.639
0.856091,0.200602,5,31,0,220.639,-174.671
0.980443,0.200602,4,15,0,201.898,-166.494
0.912101,0.200602,4,15,0,193.108,-160.019
0.944354,0.200602,4,15,0,198.665,-163.595
0.953055,0.200602,4,15,0,197.382,-170.536
0.774919,0.200602,4,15,0,203.411,-175.015
1,0.200602,5,31,0,201.951,-174.419
0.998228,0.200602,5,31,0,206.879,-169.784
0.95574,0.200602,5,31,0,207.115,-175.492
0.00923804,0.200602,5,31,0,207.147,-171.592
0.930865,0.200602,4,15,0,194.935,-156.751
0.981327,0.200602,4,15,0,198.807,-170.913
0.972027,0.200602,4,15,0,203.276,-170.81
0.993459,0.200602,5,31,0,206.048,-168.745
0.874245,0.200602,5,31,0,205.672,-168.02
0.838746,0.200602,5,31,0,204.212,-169.208
0.973298,0.200602,5,31,0,199.207,-172.676
0.982926,0.200602,5,31,0,208.889,-174.338
0.992434,0.200602,5,31,0,205.99,-170.463
0.88199,0.200602,5,31,0,210.242,-171.888
0.999127,0.200602,5,31,0,203.972,-171.205
0.996393,0.200602,5,31,0,203.531,-170.482
0.99326,0.200602,4,15,0,204.832,-164.47
